buurtcode,buurtnaam,wijkcode,gemeentecode,gemeentenaam,indelingswijziging_wijken_en_buu,water,meest_voorkomende_postcode,dekkingspercentage,omgevingsadressendichtheid,stedelijkheid_adressen_per_km2,bevolkingsdichtheid_inwoners_per,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaa,percentage_personen_15_tot_25_ja,percentage_personen_25_tot_45_ja,percentage_personen_45_tot_65_ja,percentage_personen_65_jaar_en_o,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboorte_totaal,geboortes_per_1000_inwoners,sterfte_totaal,sterfte_relatief,aantal_huishoudens,percentage_eenpersoonshuishouden,percentage_huishoudens_zonder_ki,percentage_huishoudens_met_kinde,gemiddelde_huishoudsgrootte,percentage_westerse_migratieacht,percentage_niet_westerse_migrati,percentage_uit_marokko,percentage_uit_nederlandse_antil,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersem,aantal_bedrijven_landbouw_bosbou,aantal_bedrijven_nijverheid_ener,aantal_bedrijven_handel_en_horec,aantal_bedrijven_vervoer_informa,aantal_bedrijven_financieel_onro,aantal_bedrijven_zakelijke_diens,aantal_bedrijven_overheid_onderw,aantal_bedrijven_cultuur_recreat,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_wonin,perc_huurwoningen_in_bezit_overi,percentage_woningen_met_eigendom,percentage_bouwjaarklasse_tot_20,percentage_bouwjaarklasse_vanaf_,percentage_leegstand_woningen,gemiddeld_gasverbruik_totaal,gemiddeld_gasverbruik_appartemen,gemiddeld_gasverbruik_tussenwoni,gemiddeld_gasverbruik_hoekwoning,gemiddeld_gasverbruik_2_onder_1_,gemiddeld_gasverbruik_vrijstaand,gemiddeld_gasverbruik_huurwoning,gemiddeld_gasverbruikkoopwoning,gemiddeld_elektriciteitsverbruik,v72,v73,v74,gem_elektriciteitsverbruik_2_ond,gem_elektriciteitsverbruik_vrijs,v77,v78,opleidingsniveau_hoog,opleidingsniveau_middelbaar,opleidingsniveau_laag,netto_arbeidsparticipatie,percentage_werknemers,percentage_zelfstandigen,aantal_inkomensontvangers,gemiddeld_inkomen_per_inkomenson,gemiddeld_inkomen_per_inwoner,percentage_personen_met_laag_ink,percentage_personen_met_hoog_ink,percentage_huishoudens_met_laag_,percentage_huishoudens_met_hoog_,percentage_huishoudens_onder_of_,percentage_huishoudens_met_lage_,aantal_personen_met_een_ao_uitke,aantal_personen_met_een_ww_uitke,aantal_personen_met_een_alg_bijs,aantal_personen_met_een_aow_uitk,gemiddeld_gestandaardiseerd_inko,huishoudens_tot_110_percent_van_,huishoudens_tot_120_percent_van_,percentage_HH120,mediaan_vermogen_van_particulier,aantal_jongeren_met_jeugdzorg_in,percentage_jongeren_met_jeugdzor,aantal_wmo_clienten,aantal_wmo_clienten_per_1000_inw,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandst,aantal_personenautos_met_overige,oppervlakte_totaal_in_ha,oppervlakte_land_in_ha,oppervlakte_water_in_ha,huisartsenpraktijk_gemiddelde_af,huisartsenpraktijk_gemiddeld_aan,v117,v118,huisartsenpost_gemiddelde_afstan,apotheek_gemiddelde_afstand_in_k,ziekenhuis_incl_buitenpoliklinie,ziekenhuis_incl_buitenpoli_gem_a,v123,v124,ziekenhuis_excl_buitenpoliklinie,ziekenhuis_excl_buitenpoli_gem_a,v127,v128,grote_supermarkt_gemiddelde_afst,grote_supermarkt_gemiddeld_aanta,v131,v132,winkels_ov_dagelijkse_levensm_ge,winkels_ov_dagel_levensm_gem_aan,v135,v136,warenhuis_gemiddelde_afstand_in_,warenhuis_gemiddeld_aantal_binne,v139,v140,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_k,cafe_gemiddeld_aantal_binnen_3_k,cafe_gemiddeld_aantal_binnen_5_k,cafetaria_gemiddelde_afstand_in_,cafetaria_gemiddeld_aantal_binne,v147,v148,restaurant_gemiddelde_afstand_in,restaurant_gemiddeld_aantal_binn,v151,v152,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_,hotel_gemiddeld_aantal_binnen_10,hotel_gemiddeld_aantal_binnen_20,kinderdagverblijf_gemiddelde_afs,kinderdagverblijf_gemiddeld_aant,v159,v160,buitenschoolse_opvang_gem_afstan,buitenschoolse_opvang_gemiddeld_,v163,v164,basisonderwijs_gemiddelde_afstan,basisonderwijs_gemiddeld_aantal_,v167,v168,voortgezet_onderwijs_gem_afstand,voortgezet_onderwijs_gemiddeld_a,v171,v172,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_k,vmbo_gemiddeld_aantal_binnen_5_k,vmbo_gemiddeld_aantal_binnen_10_,havo_vwo_gemiddelde_afstand_in_k,havo_vwo_gemiddeld_aantal_binnen,v179,v180,brandweerkazerne_gemiddelde_afst,oprit_hoofdverkeersweg_gemiddeld,treinstation_gemiddelde_afstand_,overstapstation_gemiddelde_afsta,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_,bibliotheek_gemiddelde_afstand_i,poppodium_gemiddelde_afstand_in_,bioscoop_gemiddelde_afstand_in_k,bioscoop_gemiddeld_aantal_binnen,v191,v192,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_,attractiepark_gemiddelde_afstand,attractiepark_gemiddeld_aantal_b,v197,v198,theater_gemiddelde_afstand_in_km,theater_gemiddeld_aantal_binnen_,v201,v202,gemiddelde_afstand_tot_museum,gemiddeld_aantal_musea_binnen_5_,gemiddeld_aantal_musea_binnen_10,gemiddeld_aantal_musea_binnen_20,jrstatcode,jaar,leefbarometer,afw,fysiekeomgeving,overlastonveiligheid,socialesamenhang,voorzieningen,v215,ervarengezondheidgoedzeergoed_4,hoogrisicoopangstofdepressie_25,heelveelstressinafgelopen4weken_,eenofmeerlangdurigeaandoeningen_,beperktvanwegegezondheid_17,ernstigbeperktvanwegegezondheid_,langdurigeziekteenbeperkt_19,overgewicht_9,roker_11,voldoetaanalcoholrichtlijn_12,ernstigzeerernstigeenzaam_28,bevolkingsdichtheid,percentage_65plus,percentage_1perHH,percentage_koop,netto_arbeidspa,percentage_niet_w,percentage_migr_w,percentage_hoogOpg,percentage_bijst,percentage_ww,percentage_ao,percentage_mannen,risk_depression,high_stress,perceived_health,chronic_disease,stedelijkheid_adressen_per_km2_n,bevolkingsdichtheid_n,percentage_mannen_n,percentage_gehuwd_n,percentage_65plus_n,geboortes_per_1000_inwoners_n,percentage_1perHH_n,gemiddelde_woningwaarde_n,percentage_hoogOpg_n,percentage_koop_n,percentage_bijst_n,percentage_ww_n,percentage_ao_n,netto_arbeidspa_n,percentage_HH120_n,percentage_niet_w_n,percentage_migr_w_n,missing_indicator,residuals_dep,z_scores_dep,residuals_stress,z_scores_stress,residuals_health,z_scores_health,residuals_chronic,z_scores_chronic,orig_order,z_scores_health_id,z_scores_dep_id,z_scores_stress_id,z_scores_chronic_id
BU05020332,Hovenbuurt,WK050203,GM0502,Capelle aan den IJssel,1,NEE,2903,1,2797,1,10346,2445,1195,1250,24,14,31,19,11,62,29,7,2,35,15,10,4,1095,37,22,42,"2,2",10,40,3,9,10,3,14,0,25,20,15,10,40,35,25,165,1174,160,23,77,89,37,63,61,2,0,76,24,11,970,860,1290,1440,,,940,1040,2750,2590,3240,3320,,,2620,2980,500,690,520,68,88,12,1700,,,44,16,47,12,10,11,80,40,100,260,"-99999999,0","14,9","17,8",17.8,"6,7",110,"12,7",85,35,855,"0,8",3626,50,745,110,24,24,1,"1,1","0,7","7,3","19,8","3,5","1,1","3,5","1,2","8,1","21,0","3,5","1,0","1,1","9,0","0,5","3,0","10,5","28,5","0,5","7,8","24,0","86,6","0,5","5,0","17,6","41,1","1,2","0,0","4,0","14,5","0,5","5,8","17,3","65,3","0,5","5,8","26,1","68,9","4,1","1,8","39,5","89,2","0,7","2,8","25,5","68,9","0,7","4,6","21,8","56,0","0,7","2,9","11,8","33,1","0,3","3,0","13,7","31,6","0,3","3,0","11,7","25,8","0,8","2,0","7,0","14,5","1,4","2,4","4,1","9,8","2,3","5,8","0,5","0,8","9,2","0,0","5,4","12,9","8,6","0,4","4,4","5,3","17,0","59,0","0,5","2,0","11,4","28,0","4,6","1,0","11,3","26,3",2020BU05020332,2020,"3,99809278488702","-1,04172066256665e-01","7,68350133641798e-04","-6,42158110135894e-02","-4,61297739007052e-02","4,82946278258985e-02","-4,28894593019108e-02",    67.9,     3.5,     6.1,46.700001,45.200001,6.8000002,42.900002,    59.4,    10.4,"56,7","9,8",10346,11,37,37,68,40,10,20.449898,4.0899796,1.6359918,3.2719836,48.875256,3.5,6.1,67.90000000000001,6.8000002,-1.2599037,1.1059496,-.33318385,-1.0780674,-1.0646876,1.2538428,.04518903,-.98795646,-.26722825,-1.0602416,.71593732,.469569,-.47044176,-.067368783,.70019323,2.0658038,-.092260562,0,-2.8688977,-2.9413662,-2.9171004,-3.2639749,8.192832,2.5131509,-3.0584476,-2.7883329,2523,36,5,6,14
BU05032807,Bedrijventerrein Delftech,WK050328,GM0503,Delft,1,NEE,2628,1,2064,2,2255,1095,625,475,13,19,59,7,1,72,26,2,0,30,27,0,1,665,62,23,16,"1,6",26,38,0,1,1,2,34,0,20,15,35,15,55,20,0,155,736,192,20,80,87,22,78,0,78,0,39,61,13,660,660,,,,,660,740,2170,1800,3350,3670,,,1740,3460,810,220,40,68,93,7,700,,,25,35,53,23,3,3,10,10,0,10,"-99999999,0","2,5","3,2",3.2,"8,1",15,"5,7",10,9,260,"0,4",531,20,195,60,51,49,3,"1,3","0,0","6,0","19,9","4,2","1,6","4,2","1,0","4,0","25,0","4,2","1,0","2,0","13,0","0,6","1,0","10,5","26,6","1,3","0,1","46,2","98,8","2,6","2,1","12,4","58,1","0,6","1,2","35,6","47,4","0,6","3,7","76,3","120,4","1,2","0,2","120,0","167,5","1,8","15,0","27,4","186,9","0,2","1,0","25,8","66,0","1,3","0,0","19,7","49,8","1,3","0,0","8,8","26,0","2,3","1,0","12,0","31,4","3,4","0,0","8,0","25,1","3,9","0,0","5,0","14,4","3,0","0,7","2,8","9,9","2,5","13,7","2,3","11,2","2,2","2,0","2,2","20,0","8,8","2,7","1,9","7,9","27,0","52,0","2,2","2,0","4,1","49,0","1,3","4,0","7,0","56,0",2020BU05032807,2020,"3,98772642478098","-1,14538426362708e-01","8,97583953682548e-03","4,98073071633308e-02","-1,61168540580074e-02","1,54337398177727e-02","-1,72638458822630e-01",    76.4,     2.8,     5.3,38.799999,32.5,4.5,30.200001,    52.6,     9.2,"53,6","15,4",2255,1,62,22,68,38,26,73.972603,0,.91324198,.91324198,57.077625,2.8,5.3,76.40000000000001,4.5,-.52059752,-.76318496,3.7358913,-1.4136299,-2.2859879,4.0972543,1.8720763,-.70601267,4.3751249,-1.7759492,-1.0049688,-.98055631,-1.6110452,-.067368783,-1.1639961,1.9137309,2.6475985,0,-1.1552653,-1.1844474,-2.6930945,-3.0133321,6.3033495,1.9335523,-1.2938224,-1.1795552,2593,105,410,8,534
BU05182916,Schildersbuurt-Noord,WK051829,GM0518,'s-Gravenhage,1,NEE,2526,3,8548,1,21612,10045,4925,5120,20,15,26,26,12,55,30,12,3,120,12,70,7,4410,45,15,39,"2,3",6,82,23,3,14,26,16,60,215,105,65,15,140,150,110,860,4241,150,16,84,97,15,85,75,10,0,94,6,3,830,800,960,1100,,,820,900,2060,1970,2530,2710,,,1940,2760,1060,2490,4010,47,81,19,7400,21,16,65,6,67,7,29,26,690,150,1300,1070,"21,4","38,5","44,0",44,"1,0",290,"8,9",1300,129,2075,"0,5",4465,85,1630,445,47,46,1,"0,2","9,0","46,2","95,3","1,1","0,3","1,1","5,7","8,8","18,9","1,1","3,7","5,8","10,0","0,2","8,0","64,7","116,9","0,2","73,3","475,9","788,5","1,3","13,0","22,6","44,4","0,1","59,0","309,9","376,5","0,2","44,8","381,0","579,1","0,2","55,3","524,0","770,2","0,7","47,0","100,8","143,3","0,3","21,1","142,7","297,2","0,3","8,1","67,8","184,0","0,3","11,5","51,6","110,3","0,5","12,0","40,6","69,5","0,5","8,2","30,9","53,5","0,8","6,1","22,1","36,4","1,4","2,5","1,3","1,3","0,5","6,3","0,5","0,9","1,3","4,0","7,0","14,7","5,5","1,0","1,5","9,8","17,0","52,0","0,9","19,0","24,0","31,9","1,8","21,1","30,0","44,0",2020BU05182916,2020,"3,87018477303207","-2,32080078111616e-01","-3,32703857109012e-02","-2,82088707274068e-01","-1,23653118033722e-01","2,99630452716338e-01","-9,26983198092631e-02",    38.7,    17.3,    18.9,60.400002,65.300003,16.6,61.700001,    70.7,    15.0,"83,4","21,0",21612,12,45,15,47,82,6,10.552514,12.941762,1.4932803,6.8690891,49.029369,17.3,18.9,38.7,16.6,-1.2599037,3.7085538,-.25673029,-.96621329,-.94255763,.54298985,.62979293,-1.0760639,-1.1256891,-2.109946,4.4404268,.18323259,1.2689904,-2.9833057,4.0455194,5.259336,-.77722538,0,5.0095496,5.1360912,5.2168241,5.8371601,-4.9488463,-1.5180584,1.840124,1.6776087,2733,4885,5217,5222,4929
BU05182917,Schildersbuurt-Oost,WK051829,GM0518,'s-Gravenhage,1,NEE,2526,6,7868,1,20654,7200,3570,3630,20,17,26,26,11,55,31,11,3,80,11,60,8,2895,39,15,45,"2,5",7,86,27,3,15,24,16,55,200,65,40,5,60,90,45,560,2631,163,16,84,98,15,85,79,6,0,97,3,2,890,870,990,1210,,,870,1020,2210,2110,2700,2740,,,2090,2870,510,1740,3180,47,79,21,5200,21,16,63,5,63,10,26,24,530,130,790,730,"21,8","36,0","41,1",41.1,"1,0",225,"9,3",775,108,1595,"0,6",4571,40,1235,355,35,35,0,"0,3","7,0","44,3","93,5","1,5","0,3","1,5","5,2","9,0","19,9","1,5","3,2","6,0","10,8","0,3","8,1","64,1","116,3","0,2","51,3","459,8","777,2","0,9","12,6","23,0","44,8","0,2","42,4","293,9","373,7","0,2","30,2","364,0","567,8","0,2","30,8","485,4","751,7","1,0","46,7","100,7","144,7","0,2","18,0","136,5","297,5","0,3","8,4","68,3","183,9","0,3","9,7","50,8","111,2","0,9","9,7","40,1","71,5","0,9","7,5","31,1","55,5","1,2","4,3","20,8","36,9","1,3","2,4","1,0","1,0","0,9","6,5","0,6","1,4","1,6","4,0","7,0","15,0","5,7","1,4","1,1","10,3","17,1","52,0","1,2","18,4","24,0","32,2","2,2","21,0","30,0","44,5",2020BU05182917,2020,"3,81814440281156","-2,84120448332122e-01","-4,62821320686604e-02","-2,65889027578481e-01","-1,25697574609315e-01","2,65154078315482e-01","-1,11405792391149e-01",    38.4,    15.4,    18.9,59.799999,63.099998,15,60.099998,    72.8,    13.8,"87,1","19,4",20654,11,39,15,47,86,7,7.0833335,10.972222,1.8055556,7.3611112,49.583332,15.4,18.9,38.4,15,-1.2599037,3.4872422,.018082472,-.85435915,-1.0646876,.30603889,.19134001,-.96152419,-1.4265926,-2.109946,3.6117203,.80978173,1.5069147,-2.9833057,3.675235,5.5634818,-.60598415,0,3.1707389,3.2508321,5.340138,5.9751372,-5.7267346,-1.7566757,.45985651,.4192431,2734,4980,5181,5224,3666
BU05183032,Transvaalkwartier-Noord,WK051830,GM0518,'s-Gravenhage,1,NEE,2571,1,8864,1,21662,4000,1990,2010,18,15,32,25,10,58,27,12,3,45,11,15,4,1925,50,15,35,"2,1",14,77,15,3,18,24,17,55,165,85,30,5,50,40,35,460,1782,131,5,95,95,10,90,66,23,0,93,7,5,880,880,950,,,,870,980,1940,1890,2780,,,,1880,2440,430,1000,1650,49,75,25,3000,21,16,64,6,70,6,30,28,260,80,510,380,"-99999999,0","37,6","42,2",42.2,"0,8",125,"10,5",435,109,855,"0,4",4618,30,670,180,18,18,0,"0,4","12,6","48,9","94,3","1,1","0,3","1,1","3,1","9,0","18,8","1,1","2,1","6,0","10,0","0,2","10,7","61,3","121,0","0,1","100,7","472,3","805,4","0,7","14,0","22,0","43,3","0,1","67,4","305,5","377,6","0,2","34,7","354,3","580,3","0,2","37,7","485,0","760,5","1,5","46,1","99,0","142,3","0,2","24,2","152,5","298,4","0,4","10,5","78,1","185,4","0,2","10,4","56,7","114,1","0,9","16,5","37,5","69,5","0,9","12,5","27,5","53,5","0,9","9,1","21,0","36,2","0,9","4,1","2,9","2,9","1,4","5,6","0,9","1,8","2,1","4,0","7,0","14,7","4,2","0,6","2,7","8,5","16,0","52,0","1,1","18,0","24,0","32,0","2,5","19,0","28,0","42,5",2020BU05183032,2020,"3,79514424205810","-3,07120609085587e-01","-4,57458724642888e-02","-2,91684125702067e-01","-1,28750314506000e-01","2,42222398704437e-01","-8,31626951176691e-02",    36.1,    22.2,    20.2,60.599998,67.900002,18.299999,63.900002,    71.6,    14.1,"86,0","24,4",21662,10,50,10,49,77,14,10.75,12.75,2,6.5,49.75,22.2,20.2,36.1,18.299999,-1.2599037,3.7201045,.10076398,-1.3017757,-1.1868176,.30603889,.99517041,-1.2434679,-1.1085601,-2.3485153,4.3597407,1.1999151,1.090512,-2.7055974,3.8156877,4.8791537,.59270424,0,10.034491,10.287963,6.4604335,7.2286482,-7.4865823,-2.2965088,3.6584251,3.3353219,2735,5109,5226,5226,5206
BU05183033,Transvaalkwartier-Midden,WK051830,GM0518,'s-Gravenhage,1,NEE,2572,4,8075,1,18497,5055,2560,2490,21,13,31,22,12,56,31,11,3,75,15,65,12,2130,45,17,39,"2,3",17,76,16,2,20,29,10,85,265,135,25,10,70,80,35,705,1852,173,16,84,96,25,74,43,30,1,72,28,4,840,880,560,940,,,810,910,2310,2120,3360,3560,,,2220,2580,880,1170,1670,57,70,30,3500,24,17,56,9,58,10,22,17,280,80,280,570,"-99999999,0","26,8","31,1",31.1,"1,6",115,"7,1",515,102,1230,"0,6",4494,40,950,280,27,27,0,"0,3","11,6","51,2","94,9","1,3","0,2","1,3","3,3","9,0","19,0","1,3","2,2","6,0","10,0","0,2","11,4","67,5","123,4","0,1","107,0","481,4","799,8","0,7","13,8","22,7","44,0","0,1","71,0","309,4","374,6","0,2","34,1","368,9","579,8","0,1","37,0","471,0","748,5","1,5","44,6","99,2","143,2","0,2","22,5","154,6","308,9","0,3","10,4","75,7","191,9","0,2","10,8","57,0","119,6","0,9","13,2","37,8","71,8","0,9","9,9","28,0","55,8","1,0","5,7","20,4","37,0","1,2","3,9","2,6","2,6","1,2","5,3","0,6","1,8","2,3","4,0","7,0","15,1","4,4","0,3","2,4","9,0","16,0","52,0","1,5","18,0","24,0","32,1","2,7","19,0","28,7","43,3",2020BU05183033,2020,"3,74112285596551","-3,61141995178175e-01","-4,42827558162773e-02","-2,90667461235624e-01","-1,22170862628787e-01","2,36168729792640e-01","-1,40189645290126e-01",    36.3,    20.8,    18.1,62.400002,68.199997,18.1,65.599998,    69.6,    12.5,"85,3","22,0",18497,12,45,25,57,76,17,17.408506,5.5390701,1.5825915,5.5390701,50.642929,20.8,18.1,36.3,18.1,-1.2599037,2.988945,.543733,-.85435915,-.94255763,1.2538428,.62979293,-.87341678,-.53102684,-1.6328077,1.3256589,.36242667,.6258406,-1.5947644,2.3983929,4.8031173,1.1064278,0,9.4184189,9.6563292,5.1150932,5.7233324,-9.4029799,-2.8843637,4.3205032,3.9389269,2736,5191,5225,5221,5217
BU05460700,Pesthuiswijk,WK054607,GM0546,Leiden,1,NEE,2333,1,2389,2,3239,1560,725,830,2,36,53,6,3,86,12,2,0,15,8,0,1,1250,80,16,3,"1,2",20,21,0,2,1,1,17,0,10,35,40,15,80,55,25,260,1161,199,3,97,98,11,89,43,45,0,23,77,2,80,10,2260,,,,20,510,1430,1350,4150,,,,1300,2470,1360,430,40,67,93,7,1300,,,48,19,75,7,4,5,20,20,10,40,"-99999999,0","6,4","10,5",10.5,"0,0",,"-99999999,0",35,23,265,"0,2",551,40,220,45,49,48,1,"0,8","1,8","18,1","44,8","0,7","0,7","0,7","2,0","6,0","17,8","0,7","2,0","3,0","8,0","1,1","0,4","16,3","40,3","1,1","1,5","120,7","194,4","1,2","7,5","13,0","40,0","1,3","2,2","72,1","89,1","0,5","6,5","104,3","141,1","0,6","6,2","188,2","239,1","1,1","22,0","35,7","159,5","0,5","6,6","36,0","93,6","0,6","5,6","30,2","82,3","0,8","1,8","15,4","49,4","0,7","11,6","20,1","29,0","0,7","8,6","15,1","22,0","0,7","5,6","10,0","14,0","2,9","1,9","1,2","1,2","2,4","1,4","2,4","1,6","1,6","3,0","5,0","13,0","3,1","1,4","4,0","3,4","17,1","61,3","1,6","3,0","4,0","31,2","0,9","11,0","16,0","48,1",2020BU05460700,2020,"4,22452909374099","1,22264242597305e-01","1,32367518499316e-02","-5,05471173012440e-03","1,46094561184110e-02","1,38543510885808e-01","-3,90707645267221e-02",    75.1,     2.1,     5.4,45.900002,39.099998,5.0999999,37.299999,    51.3,     8.7,"44,9","7,0",3239,3,80,11,67,21,20,87.179489,.64102566,1.2820513,1.2820513,46.474358,2.1,5.4,75.09999999999999,5.0999999,-.52059752,-.53586715,-1.5242341,-2.9795878,-2.0417278,-.40481403,3.1874352,-.64433748,5.5206394,-2.3008015,-.73524988,-.24057722,-1.4327022,-.20622294,-.23190144,.62111074,1.6201514,0,-1.5308981,-1.5695688,-2.9453235,-3.2955539,6.0292454,1.8494709,-1.9031258,-1.7350464,2880,120,177,4,174
BU05991086,Afrikaanderwijk,WK059910,GM0599,Rotterdam,1,NEE,3072,1,5575,1,13356,8285,4070,4210,17,16,29,25,14,55,30,11,4,90,11,100,12,3785,46,18,37,"2,2",8,76,16,5,12,28,16,5,130,155,80,15,145,110,90,730,3751,167,6,94,93,12,88,81,6,0,78,22,7,640,670,150,350,,,700,200,2130,2040,3250,3620,,,2000,2990,1230,2470,2750,52,84,16,6300,23,18,61,8,64,8,26,23,470,180,840,1010,"22,1","33,8","38,0",38,"1,0",130,"5,4",800,97,1855,"0,5",2990,55,1460,395,62,62,0,"0,3","5,5","25,9","69,3","3,6","0,4","2,0","7,2","12,9","21,5","2,0","3,2","6,3","10,3","0,3","8,8","41,6","107,5","0,2","52,9","208,6","591,8","0,6","10,5","23,5","45,6","0,2","39,0","157,7","367,0","0,2","36,5","224,8","589,2","0,3","18,8","200,1","570,5","0,8","56,7","70,1","108,7","0,2","15,8","71,4","179,3","0,4","10,0","47,1","110,2","0,3","8,3","33,2","79,7","0,5","9,7","39,4","77,0","0,5","8,6","31,7","62,5","0,8","3,6","15,3","31,8","1,6","3,4","1,5","4,0","0,5","5,9","0,5","2,9","1,5","7,0","9,0","15,3","0,9","1,4","2,0","12,0","19,0","56,1","1,2","17,0","20,0","30,4","1,6","13,3","19,0","35,0",2020BU05991086,2020,"3,94207322842236","-1,60191622721320e-01","-4,03193750490345e-02","-1,77762621785552e-01","-1,16954413761074e-01","2,30892368444675e-01","-5,60475805703353e-02",    42.1,    13.8,    17.1,58,60.900002,14.5,57.099998,    70.3,    17.1,"80,0","21,5",13356,14,46,12,52,76,8,14.846107,10.138805,2.172601,5.6729031,49.124924,13.8,17.1,42.1,14.5,-1.2599037,1.8013018,-.20932718,-.96621329,-.69829756,.30603889,.70286846,-.92628121,-.75327945,-2.2530875,3.2610505,1.5462217,.69055742,-2.2890351,3.2794139,4.8031173,-.43474296,0,2.971837,3.046906,4.7732425,5.3408318,-5.2641244,-1.6147699,.8234331,.75070947,2996,4929,5170,5218,4231
BU17000201,Westerhaar-West,WK170002,GM1700,Twenterand,1,NEE,7676,1,417,5,2221,2165,1090,1070,20,11,26,27,16,46,42,7,5,20,9,25,11,890,28,30,42,"2,4",4,2,0,0,0,0,1,0,45,30,0,10,20,10,15,130,891,184,92,8,97,44,56,53,3,0,90,10,3,1390,950,1230,1380,1460,1760,1260,1550,3170,2110,2750,3070,3710,4040,2670,3830,110,710,780,67,88,12,1700,,,50,9,46,11,8,8,170,40,80,320,"-99999999,0","12,5","19,2",19.2,"17,2",80,"12,6",200,92,1085,"1,2",1113,90,900,185,98,98,1,"0,8","1,5","2,0","4,3","15,3","0,6","0,8","1,0","1,0","6,0","15,5","0,0","0,0","2,0","0,6","0,9","1,7","5,3","0,4","2,9","4,6","14,6","4,3","1,0","2,0","10,0","0,6","1,0","2,0","6,7","0,5","1,8","3,0","7,3","0,9","0,6","3,0","9,3","6,3","0,0","2,0","21,9","0,8","1,1","2,3","8,1","0,8","1,9","3,3","9,1","0,8","1,6","2,0","7,8","4,8","0,0","0,8","2,0","4,8","0,0","0,8","2,0","12,3","0,0","0,0","0,0","5,0","0,5","4,3","13,7","7,1","33,1","0,9","27,6","14,1","0,0","0,0","2,0","17,8","7,8","8,7","1,0","8,9","31,0","13,9","0,0","0,0","5,0","5,9","0,0","1,0","6,0",2020BU17000201,2020,"4,24554739790007","1,43282546756383e-01","3,17139214340662e-02","1,04042554415142e-01","1,05102951579269e-01","-1,63871723482755e-01","6,62948428106609e-02",    71.9,     1.8,     3.0,51.299999,55.299999,13.3,55.700001,    71.6,     7.7,"46,6","5,0",2221,16,28,44,67,2,4,5.0808315,3.6951501,1.8475751,7.8521938,50.34642,1.8,3,71.90000000000001,13.3,1.6973211,-.77103949,.39663932,.37603635,-.45403755,-.16786306,-.61249036,-.77649862,-1.6002818,-.72624475,.54980826,.89408964,1.7443849,-.20622294,.87895107,-.82358235,-1.1197077,0,-2.5410714,-2.6052592,-3.1744316,-3.5519054,6.6486464,2.0394721,3.9742522,3.623256,4448,86,15,2,5209
BU19010514,Weijpoort,WK190105,GM1901,Bodegraven-Reeuwijk,1,NEE,2415,1,203,5,262,1410,725,690,16,13,25,32,14,49,41,7,3,15,13,5,3,570,26,34,40,"2,5",6,5,1,0,1,0,3,10,50,30,15,15,50,20,15,210,571,313,94,6,97,78,22,18,4,0,83,17,3,1310,800,1000,1190,1440,1870,1010,1390,3200,2650,2650,2790,3650,4150,2400,3420,230,550,350,77,75,25,1100,,,33,27,25,33,3,3,50,20,10,180,"-99999999,0","4,1","5,7",5.7,"163,6",35,"9,0",50,35,785,"1,4",146,120,645,135,567,539,29,"0,6","0,9","1,0","2,2","13,5","0,6","5,7","0,1","2,0","5,0","7,2","0,0","1,0","2,0","0,6","0,9","1,8","3,0","1,2","0,4","1,9","7,6","5,4","0,1","2,9","13,1","2,7","0,0","0,9","2,9","4,3","0,0","0,1","5,1","0,6","2,8","5,1","8,9","5,9","0,0","4,0","19,3","0,5","0,9","2,7","6,5","0,6","0,9","1,8","5,2","0,5","0,9","1,8","5,8","5,4","0,0","0,2","5,0","5,4","0,0","0,2","4,0","5,6","0,0","0,0","2,0","0,7","0,7","5,4","13,9","5,8","25,2","5,2","15,0","5,4","0,1","2,0","6,0","13,1","5,0","8,1","1,0","6,0","68,1","5,2","0,1","2,0","8,0","6,1","0,0","2,9","10,0",2020BU19010514,2020,"4,30380692150490","2,01542070361210e-01","9,62413048314168e-03","1,30616363568198e-01","1,25107523357707e-01","-1,40473323088190e-01","7,66673760403531e-02",    82.9,     1.1,    10.0,41,42.799999,5.5999999,40.599998,    51.3,     8.0,"45,4","5,7",262,14,26,78,77,5,6,16.312057,.70921987,1.4184397,3.5460992,51.418438,1.1,10,82.90000000000001,5.5999999,1.6973211,-1.223596,.92845154,.26418221,-.69829756,.77994084,-.75864136,.36008725,-.62612855,.89602572,-.70655632,.033072513,-.33788922,1.1823184,-.84478557,-.59547287,-.77722538,0,-1.1568116,-1.1860328,5.2341075,5.8564987,10.415145,3.1948454,-.8470667,-.77225584,4802,12,408,5223,1060
