buurtcode,buurtnaam,wijkcode,gemeentecode,gemeentenaam,indelingswijziging_wijken_en_buu,water,meest_voorkomende_postcode,dekkingspercentage,omgevingsadressendichtheid,stedelijkheid_adressen_per_km2,bevolkingsdichtheid_inwoners_per,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaa,percentage_personen_15_tot_25_ja,percentage_personen_25_tot_45_ja,percentage_personen_45_tot_65_ja,percentage_personen_65_jaar_en_o,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboorte_totaal,geboortes_per_1000_inwoners,sterfte_totaal,sterfte_relatief,aantal_huishoudens,percentage_eenpersoonshuishouden,percentage_huishoudens_zonder_ki,percentage_huishoudens_met_kinde,gemiddelde_huishoudsgrootte,percentage_westerse_migratieacht,percentage_niet_westerse_migrati,percentage_uit_marokko,percentage_uit_nederlandse_antil,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersem,aantal_bedrijven_landbouw_bosbou,aantal_bedrijven_nijverheid_ener,aantal_bedrijven_handel_en_horec,aantal_bedrijven_vervoer_informa,aantal_bedrijven_financieel_onro,aantal_bedrijven_zakelijke_diens,aantal_bedrijven_overheid_onderw,aantal_bedrijven_cultuur_recreat,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_wonin,perc_huurwoningen_in_bezit_overi,percentage_woningen_met_eigendom,percentage_bouwjaarklasse_tot_20,percentage_bouwjaarklasse_vanaf_,percentage_leegstand_woningen,gemiddeld_gasverbruik_totaal,gemiddeld_gasverbruik_appartemen,gemiddeld_gasverbruik_tussenwoni,gemiddeld_gasverbruik_hoekwoning,gemiddeld_gasverbruik_2_onder_1_,gemiddeld_gasverbruik_vrijstaand,gemiddeld_gasverbruik_huurwoning,gemiddeld_gasverbruikkoopwoning,gemiddeld_elektriciteitsverbruik,v72,v73,v74,gem_elektriciteitsverbruik_2_ond,gem_elektriciteitsverbruik_vrijs,v77,v78,opleidingsniveau_hoog,opleidingsniveau_middelbaar,opleidingsniveau_laag,netto_arbeidsparticipatie,percentage_werknemers,percentage_zelfstandigen,aantal_inkomensontvangers,gemiddeld_inkomen_per_inkomenson,gemiddeld_inkomen_per_inwoner,percentage_personen_met_laag_ink,percentage_personen_met_hoog_ink,percentage_huishoudens_met_laag_,percentage_huishoudens_met_hoog_,percentage_huishoudens_onder_of_,percentage_huishoudens_met_lage_,aantal_personen_met_een_ao_uitke,aantal_personen_met_een_ww_uitke,aantal_personen_met_een_alg_bijs,aantal_personen_met_een_aow_uitk,gemiddeld_gestandaardiseerd_inko,huishoudens_tot_110_percent_van_,huishoudens_tot_120_percent_van_,percentage_HH120,mediaan_vermogen_van_particulier,aantal_jongeren_met_jeugdzorg_in,percentage_jongeren_met_jeugdzor,aantal_wmo_clienten,aantal_wmo_clienten_per_1000_inw,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandst,aantal_personenautos_met_overige,oppervlakte_totaal_in_ha,oppervlakte_land_in_ha,oppervlakte_water_in_ha,huisartsenpraktijk_gemiddelde_af,huisartsenpraktijk_gemiddeld_aan,v117,v118,huisartsenpost_gemiddelde_afstan,apotheek_gemiddelde_afstand_in_k,ziekenhuis_incl_buitenpoliklinie,ziekenhuis_incl_buitenpoli_gem_a,v123,v124,ziekenhuis_excl_buitenpoliklinie,ziekenhuis_excl_buitenpoli_gem_a,v127,v128,grote_supermarkt_gemiddelde_afst,grote_supermarkt_gemiddeld_aanta,v131,v132,winkels_ov_dagelijkse_levensm_ge,winkels_ov_dagel_levensm_gem_aan,v135,v136,warenhuis_gemiddelde_afstand_in_,warenhuis_gemiddeld_aantal_binne,v139,v140,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_k,cafe_gemiddeld_aantal_binnen_3_k,cafe_gemiddeld_aantal_binnen_5_k,cafetaria_gemiddelde_afstand_in_,cafetaria_gemiddeld_aantal_binne,v147,v148,restaurant_gemiddelde_afstand_in,restaurant_gemiddeld_aantal_binn,v151,v152,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_,hotel_gemiddeld_aantal_binnen_10,hotel_gemiddeld_aantal_binnen_20,kinderdagverblijf_gemiddelde_afs,kinderdagverblijf_gemiddeld_aant,v159,v160,buitenschoolse_opvang_gem_afstan,buitenschoolse_opvang_gemiddeld_,v163,v164,basisonderwijs_gemiddelde_afstan,basisonderwijs_gemiddeld_aantal_,v167,v168,voortgezet_onderwijs_gem_afstand,voortgezet_onderwijs_gemiddeld_a,v171,v172,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_k,vmbo_gemiddeld_aantal_binnen_5_k,vmbo_gemiddeld_aantal_binnen_10_,havo_vwo_gemiddelde_afstand_in_k,havo_vwo_gemiddeld_aantal_binnen,v179,v180,brandweerkazerne_gemiddelde_afst,oprit_hoofdverkeersweg_gemiddeld,treinstation_gemiddelde_afstand_,overstapstation_gemiddelde_afsta,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_,bibliotheek_gemiddelde_afstand_i,poppodium_gemiddelde_afstand_in_,bioscoop_gemiddelde_afstand_in_k,bioscoop_gemiddeld_aantal_binnen,v191,v192,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_,attractiepark_gemiddelde_afstand,attractiepark_gemiddeld_aantal_b,v197,v198,theater_gemiddelde_afstand_in_km,theater_gemiddeld_aantal_binnen_,v201,v202,gemiddelde_afstand_tot_museum,gemiddeld_aantal_musea_binnen_5_,gemiddeld_aantal_musea_binnen_10,gemiddeld_aantal_musea_binnen_20,jrstatcode,jaar,leefbarometer,afw,fysiekeomgeving,overlastonveiligheid,socialesamenhang,voorzieningen,v215,ervarengezondheidgoedzeergoed_4,hoogrisicoopangstofdepressie_25,heelveelstressinafgelopen4weken_,eenofmeerlangdurigeaandoeningen_,beperktvanwegegezondheid_17,ernstigbeperktvanwegegezondheid_,langdurigeziekteenbeperkt_19,overgewicht_9,roker_11,voldoetaanalcoholrichtlijn_12,ernstigzeerernstigeenzaam_28,bevolkingsdichtheid,percentage_65plus,percentage_1perHH,percentage_koop,netto_arbeidspa,percentage_niet_w,percentage_migr_w,percentage_hoogOpg,percentage_bijst,percentage_ww,percentage_ao,percentage_mannen,risk_depression,high_stress,perceived_health,chronic_disease,stedelijkheid_adressen_per_km2_n,bevolkingsdichtheid_n,percentage_mannen_n,percentage_gehuwd_n,percentage_65plus_n,geboortes_per_1000_inwoners_n,percentage_1perHH_n,gemiddelde_woningwaarde_n,percentage_hoogOpg_n,percentage_koop_n,percentage_bijst_n,percentage_ww_n,percentage_ao_n,netto_arbeidspa_n,percentage_HH120_n,percentage_niet_w_n,percentage_migr_w_n,missing_indicator,residuals_dep,z_scores_dep,residuals_stress,z_scores_stress,residuals_health,z_scores_health,residuals_chronic,z_scores_chronic,orig_order,z_scores_health_id,z_scores_dep_id,z_scores_stress_id,z_scores_chronic_id
BU03638600,Overtoomse Veld Noord,WK036386,GM0363,Amsterdam,1,NEE,1061,1,5383,1,18365,6175,3060,3120,20,16,36,21,8,61,31,6,2,100,16,25,4,2560,39,21,40,"2,4",11,67,38,1,4,14,10,0,60,70,135,15,170,130,85,665,2286,340,7,93,98,22,78,54,24,0,47,53,2,500,520,200,220,,,580,240,2300,2260,2950,2960,,,2280,2390,1420,1530,1850,62,83,17,4600,30,23,50,18,46,18,14,14,310,110,480,440,"28,2","19,4","22,8",22.8,"2,2",140,"7,2",400,65,1480,"0,6",4395,95,1045,430,34,34,1,"0,4","2,9","43,0","98,5","0,9","0,3","0,9","3,7","6,0","15,8","0,9","2,7","5,0","11,0","0,5","3,6","50,6","116,0","0,3","11,2","259,3","791,2","2,0","12,8","22,1","49,0","0,5","3,1","127,9","545,2","0,4","9,0","204,9","768,8","0,6","6,3","356,6","1390,0","0,9","308,1","440,7","520,1","0,3","5,5","138,9","264,1","0,2","6,6","64,2","132,4","0,3","3,3","41,0","86,4","1,0","8,1","30,8","71,7","1,2","7,1","21,5","49,7","1,0","4,0","22,2","45,5","2,4","1,0","1,7","3,6","1,3","9,4","1,4","3,6","2,5","9,1","12,7","17,0","2,8","1,4","1,7","4,0","14,0","58,9","2,3","26,6","47,9","62,8","1,4","27,5","49,9","69,4",2020BU03638600,2020,"4,03681721814409","-6,54476329995961e-02","-3,65658516760479e-02","-1,48029744252879e-01","-9,75513242115059e-02","3,13847256607672e-01","-9,71479694668359e-02",    42.5,    15.6,    14.3,56.900002,57.700001,13.9,54.400002,    70.5,    12.2,"84,0","18,0",18365,8,39,22,62,67,11,22.995951,7.7732792,1.7813765,5.0202427,49.554657,15.6,14.3,42.5,13.9,-1.2599037,2.9584513,.0038571863,-.85435915,-1.4310776,1.4907938,.19134001,.59797728,-.046393421,-1.7759492,2.2657282,.76126879,.3749541,-.90049362,1.3386142,4.1187887,.078980632,0,7.1440907,7.3245511,3.2549853,3.6420379,-13.458875,-4.1285095,3.2698772,2.9810896,1866,5224,5224,5196,5190
BU03840502,Holland Park,WK038405,GM0384,Diemen,1,NEE,1112,1,3310,1,10533,1905,1030,880,8,13,63,12,4,70,24,5,1,40,20,5,3,1150,47,39,14,"1,7",27,34,2,2,8,2,22,0,20,25,25,10,60,25,30,190,1068,318,0,100,88,48,51,0,51,1,0,100,12,,,,,,,,,1900,1900,,,,,1900,1890,1320,580,140,83,90,10,1600,,,16,39,28,20,2,2,10,30,0,70,"-99999999,0","2,0","2,0",2,"25,3",10,"3,7",10,5,465,"0,4",2567,30,385,80,18,18,0,"1,5","0,0","17,7","25,5","5,6","1,3","5,6","0,0","6,0","12,0","5,6","0,0","4,0","7,0","1,3","0,0","6,9","16,7","1,3","0,0","34,1","98,4","3,5","2,0","22,0","38,2","1,1","0,3","6,8","18,7","1,2","0,0","37,5","95,0","1,2","0,0","33,5","95,7","1,4","16,0","381,9","488,8","1,2","0,1","31,1","60,5","1,2","0,0","20,3","42,3","1,2","0,1","15,6","30,1","1,6","3,0","6,3","49,9","1,6","3,0","5,4","34,9","1,6","2,0","2,6","33,9","3,2","2,8","1,9","8,7","2,2","4,8","3,2","8,6","4,0","1,0","8,3","16,0","6,1","2,9","2,1","6,0","11,0","54,0","2,8","5,0","37,4","56,0","4,5","1,0","44,0","57,0",2020BU03840502,2020,"3,96811533143419","-1,34149519709491e-01","-3,32238129947118e-02","-4,17257827224741e-02","-1,84180557951282e-02","5,45838705885970e-02","-9,53657387857742e-02",    78.1,     2.2,     5.8,46,37.200001,4.1999998,34.900002,    50.2,    10.5,"42,9","8,7",10533,4,47,48,83,34,27,69.291336,0,1.5748031,.52493441,54.068241,2.2,5.8,78.09999999999999,4.1999998,-1.2599037,1.1491492,2.24298,-1.6373382,-1.9195977,2.4385977,.77594393,.40414095,3.96909,-.53538942,-1.0049688,.3468,-1.7988169,2.0154433,-1.3172171,1.6095849,2.8188398,0,-2.8588471,-2.9310617,-3.1318405,-3.5042498,11.532489,3.5375905,-2.8786509,-2.6244154,1982,6,6,3,21
BU04530500,Gildenbuurt,WK045305,GM0453,Velsen,1,NEE,1951,1,1078,3,3231,1460,750,710,23,11,32,24,9,57,31,10,2,25,16,5,5,655,40,20,40,"2,2",20,31,4,2,0,9,16,0,30,15,10,5,15,10,5,90,636,158,34,66,97,30,68,65,3,2,99,1,3,1050,870,1290,1600,,,890,1380,2460,2040,3110,3780,,,2060,3360,100,560,430,66,87,13,1100,,,49,12,56,10,14,16,90,20,100,130,"-99999999,0","18,9","24,0",24,"3,4",55,"11,8",80,55,560,"0,9",1241,50,480,85,45,45,0,"0,2","1,9","6,7","20,0","1,8","0,9","0,9","2,0","3,0","9,0","1,8","1,0","2,0","5,0","0,9","0,7","4,7","20,6","0,8","3,3","34,4","88,2","2,3","2,0","6,3","20,0","0,9","1,0","24,4","39,9","0,9","1,8","30,5","69,7","0,9","1,8","28,9","69,5","3,0","4,8","19,9","87,1","1,1","0,2","3,4","31,3","1,1","0,2","5,4","23,0","1,1","0,2","2,0","22,3","2,6","4,8","11,9","18,3","2,6","4,8","9,1","15,3","2,7","2,9","5,8","8,0","2,8","0,8","2,0","11,4","3,7","9,7","1,2","11,9","2,0","1,0","1,2","6,0","6,6","2,4","11,1","0,0","8,0","40,0","3,0","2,0","3,9","11,0","1,5","3,8","4,9","21,1",2020BU04530500,2020,"3,84494361854561","-2,57321232598071e-01","-1,23817985487144e-02","-1,40988285673990e-01","-4,71176793459217e-02","-3,99728400477503e-03","-5,28361850246697e-02",    63.6,     3.7,     6.5,50,48.700001,8.8999996,46.400002,    67.1,    11.1,"52,1","12,3",3231,9,40,30,66,31,20,6.8493152,6.8493152,1.369863,6.1643834,51.369862,3.7,6.5,63.6,8.8999996,.21870868,-.53771526,.90435356,-.85435915,-1.3089477,1.4907938,.2644155,-1.0055779,-1.4468905,-1.3942385,1.8769596,-.064391807,.92821985,-.34507707,1.4918352,1.3814756,1.6201514,0,-3.2763538,-3.3591149,-2.4039721,-2.6898301,6.9957232,2.1459379,-2.2805588,-2.0791454,2356,71,2,18,84
BU05020332,Hovenbuurt,WK050203,GM0502,Capelle aan den IJssel,1,NEE,2903,1,2797,1,10346,2445,1195,1250,24,14,31,19,11,62,29,7,2,35,15,10,4,1095,37,22,42,"2,2",10,40,3,9,10,3,14,0,25,20,15,10,40,35,25,165,1174,160,23,77,89,37,63,61,2,0,76,24,11,970,860,1290,1440,,,940,1040,2750,2590,3240,3320,,,2620,2980,500,690,520,68,88,12,1700,,,44,16,47,12,10,11,80,40,100,260,"-99999999,0","14,9","17,8",17.8,"6,7",110,"12,7",85,35,855,"0,8",3626,50,745,110,24,24,1,"1,1","0,7","7,3","19,8","3,5","1,1","3,5","1,2","8,1","21,0","3,5","1,0","1,1","9,0","0,5","3,0","10,5","28,5","0,5","7,8","24,0","86,6","0,5","5,0","17,6","41,1","1,2","0,0","4,0","14,5","0,5","5,8","17,3","65,3","0,5","5,8","26,1","68,9","4,1","1,8","39,5","89,2","0,7","2,8","25,5","68,9","0,7","4,6","21,8","56,0","0,7","2,9","11,8","33,1","0,3","3,0","13,7","31,6","0,3","3,0","11,7","25,8","0,8","2,0","7,0","14,5","1,4","2,4","4,1","9,8","2,3","5,8","0,5","0,8","9,2","0,0","5,4","12,9","8,6","0,4","4,4","5,3","17,0","59,0","0,5","2,0","11,4","28,0","4,6","1,0","11,3","26,3",2020BU05020332,2020,"3,99809278488702","-1,04172066256665e-01","7,68350133641798e-04","-6,42158110135894e-02","-4,61297739007052e-02","4,82946278258985e-02","-4,28894593019108e-02",    67.9,     3.5,     6.1,46.700001,45.200001,6.8000002,42.900002,    59.4,    10.4,"56,7","9,8",10346,11,37,37,68,40,10,20.449898,4.0899796,1.6359918,3.2719836,48.875256,3.5,6.1,67.90000000000001,6.8000002,-1.2599037,1.1059496,-.33318385,-1.0780674,-1.0646876,1.2538428,.04518903,-.98795646,-.26722825,-1.0602416,.71593732,.469569,-.47044176,-.067368783,.70019323,2.0658038,-.092260562,0,-2.8688977,-2.9413662,-2.9171004,-3.2639749,8.192832,2.5131509,-3.0584476,-2.7883329,2523,36,5,6,14
BU05182915,Schildersbuurt-West,WK051829,GM0518,'s-Gravenhage,1,NEE,2525,5,8477,1,22381,14395,7315,7085,19,16,29,26,10,57,30,10,3,140,10,70,5,6180,44,16,40,"2,3",11,81,18,2,17,28,16,175,565,195,95,15,165,200,95,1505,5609,161,12,88,96,25,75,57,18,0,88,12,4,930,910,970,1210,,,910,970,2130,2040,2670,3110,,,1970,2590,1620,3430,5960,52,77,23,10500,22,17,61,7,62,10,25,23,930,260,1360,1240,"22,4","32,4","37,2",37.2,"1,3",425,"9,2",1400,97,3345,"0,5",5201,90,2565,785,64,64,0,"0,3","9,4","48,7","96,8","0,9","0,3","0,9","4,9","8,8","18,6","0,9","3,1","5,8","10,0","0,4","9,0","66,6","118,1","0,1","79,8","489,9","784,5","1,3","13,6","22,7","44,2","0,2","63,3","314,0","375,4","0,2","31,1","375,8","576,4","0,2","32,4","499,5","760,4","1,1","46,8","100,4","143,6","0,2","23,6","149,0","301,1","0,3","8,8","74,1","186,4","0,3","12,6","55,3","113,7","0,6","12,8","39,4","70,3","0,6","9,3","29,4","54,3","0,9","5,7","21,6","36,7","1,0","3,3","2,0","2,0","0,8","5,9","0,6","1,4","1,8","4,0","7,0","14,7","5,1","1,1","1,8","8,8","16,6","52,0","1,2","17,9","24,0","32,0","2,2","19,7","29,4","43,9",2020BU05182915,2020,"3,81969921750760","-2,82565633636085e-01","-4,17492162850367e-02","-2,50881667123823e-01","-1,19541241995654e-01","2,60450572346856e-01","-1,30844080578427e-01",    38.9,    18.2,    18.1,59.799999,64.800003,16.1,63.099998,    70.4,    13.7,"86,0","21,9",22381,10,44,25,52,81,11,11.253907,9.4477253,1.8061827,6.4605765,50.816257,18.2,18.1,38.9,16.1,-1.2599037,3.8862035,.62971866,-.96621329,-1.1868176,.069087923,.55671746,-.97914571,-1.0648531,-1.6328077,2.9702706,.8110401,1.0714483,-2.2890351,3.1772666,5.1832995,.078980632,0,6.2239728,6.3811908,4.6180673,5.1672049,-6.0213842,-1.8470594,2.0212817,1.842767,2732,5006,5220,5215,4996
BU05182916,Schildersbuurt-Noord,WK051829,GM0518,'s-Gravenhage,1,NEE,2526,3,8548,1,21612,10045,4925,5120,20,15,26,26,12,55,30,12,3,120,12,70,7,4410,45,15,39,"2,3",6,82,23,3,14,26,16,60,215,105,65,15,140,150,110,860,4241,150,16,84,97,15,85,75,10,0,94,6,3,830,800,960,1100,,,820,900,2060,1970,2530,2710,,,1940,2760,1060,2490,4010,47,81,19,7400,21,16,65,6,67,7,29,26,690,150,1300,1070,"21,4","38,5","44,0",44,"1,0",290,"8,9",1300,129,2075,"0,5",4465,85,1630,445,47,46,1,"0,2","9,0","46,2","95,3","1,1","0,3","1,1","5,7","8,8","18,9","1,1","3,7","5,8","10,0","0,2","8,0","64,7","116,9","0,2","73,3","475,9","788,5","1,3","13,0","22,6","44,4","0,1","59,0","309,9","376,5","0,2","44,8","381,0","579,1","0,2","55,3","524,0","770,2","0,7","47,0","100,8","143,3","0,3","21,1","142,7","297,2","0,3","8,1","67,8","184,0","0,3","11,5","51,6","110,3","0,5","12,0","40,6","69,5","0,5","8,2","30,9","53,5","0,8","6,1","22,1","36,4","1,4","2,5","1,3","1,3","0,5","6,3","0,5","0,9","1,3","4,0","7,0","14,7","5,5","1,0","1,5","9,8","17,0","52,0","0,9","19,0","24,0","31,9","1,8","21,1","30,0","44,0",2020BU05182916,2020,"3,87018477303207","-2,32080078111616e-01","-3,32703857109012e-02","-2,82088707274068e-01","-1,23653118033722e-01","2,99630452716338e-01","-9,26983198092631e-02",    38.7,    17.3,    18.9,60.400002,65.300003,16.6,61.700001,    70.7,    15.0,"83,4","21,0",21612,12,45,15,47,82,6,10.552514,12.941762,1.4932803,6.8690891,49.029369,17.3,18.9,38.7,16.6,-1.2599037,3.7085538,-.25673029,-.96621329,-.94255763,.54298985,.62979293,-1.0760639,-1.1256891,-2.109946,4.4404268,.18323259,1.2689904,-2.9833057,4.0455194,5.259336,-.77722538,0,5.0095496,5.1360912,5.2168241,5.8371601,-4.9488463,-1.5180584,1.840124,1.6776087,2733,4885,5217,5222,4929
BU05183032,Transvaalkwartier-Noord,WK051830,GM0518,'s-Gravenhage,1,NEE,2571,1,8864,1,21662,4000,1990,2010,18,15,32,25,10,58,27,12,3,45,11,15,4,1925,50,15,35,"2,1",14,77,15,3,18,24,17,55,165,85,30,5,50,40,35,460,1782,131,5,95,95,10,90,66,23,0,93,7,5,880,880,950,,,,870,980,1940,1890,2780,,,,1880,2440,430,1000,1650,49,75,25,3000,21,16,64,6,70,6,30,28,260,80,510,380,"-99999999,0","37,6","42,2",42.2,"0,8",125,"10,5",435,109,855,"0,4",4618,30,670,180,18,18,0,"0,4","12,6","48,9","94,3","1,1","0,3","1,1","3,1","9,0","18,8","1,1","2,1","6,0","10,0","0,2","10,7","61,3","121,0","0,1","100,7","472,3","805,4","0,7","14,0","22,0","43,3","0,1","67,4","305,5","377,6","0,2","34,7","354,3","580,3","0,2","37,7","485,0","760,5","1,5","46,1","99,0","142,3","0,2","24,2","152,5","298,4","0,4","10,5","78,1","185,4","0,2","10,4","56,7","114,1","0,9","16,5","37,5","69,5","0,9","12,5","27,5","53,5","0,9","9,1","21,0","36,2","0,9","4,1","2,9","2,9","1,4","5,6","0,9","1,8","2,1","4,0","7,0","14,7","4,2","0,6","2,7","8,5","16,0","52,0","1,1","18,0","24,0","32,0","2,5","19,0","28,0","42,5",2020BU05183032,2020,"3,79514424205810","-3,07120609085587e-01","-4,57458724642888e-02","-2,91684125702067e-01","-1,28750314506000e-01","2,42222398704437e-01","-8,31626951176691e-02",    36.1,    22.2,    20.2,60.599998,67.900002,18.299999,63.900002,    71.6,    14.1,"86,0","24,4",21662,10,50,10,49,77,14,10.75,12.75,2,6.5,49.75,22.2,20.2,36.1,18.299999,-1.2599037,3.7201045,.10076398,-1.3017757,-1.1868176,.30603889,.99517041,-1.2434679,-1.1085601,-2.3485153,4.3597407,1.1999151,1.090512,-2.7055974,3.8156877,4.8791537,.59270424,0,10.034491,10.287963,6.4604335,7.2286482,-7.4865823,-2.2965088,3.6584251,3.3353219,2735,5109,5226,5226,5206
BU05183033,Transvaalkwartier-Midden,WK051830,GM0518,'s-Gravenhage,1,NEE,2572,4,8075,1,18497,5055,2560,2490,21,13,31,22,12,56,31,11,3,75,15,65,12,2130,45,17,39,"2,3",17,76,16,2,20,29,10,85,265,135,25,10,70,80,35,705,1852,173,16,84,96,25,74,43,30,1,72,28,4,840,880,560,940,,,810,910,2310,2120,3360,3560,,,2220,2580,880,1170,1670,57,70,30,3500,24,17,56,9,58,10,22,17,280,80,280,570,"-99999999,0","26,8","31,1",31.1,"1,6",115,"7,1",515,102,1230,"0,6",4494,40,950,280,27,27,0,"0,3","11,6","51,2","94,9","1,3","0,2","1,3","3,3","9,0","19,0","1,3","2,2","6,0","10,0","0,2","11,4","67,5","123,4","0,1","107,0","481,4","799,8","0,7","13,8","22,7","44,0","0,1","71,0","309,4","374,6","0,2","34,1","368,9","579,8","0,1","37,0","471,0","748,5","1,5","44,6","99,2","143,2","0,2","22,5","154,6","308,9","0,3","10,4","75,7","191,9","0,2","10,8","57,0","119,6","0,9","13,2","37,8","71,8","0,9","9,9","28,0","55,8","1,0","5,7","20,4","37,0","1,2","3,9","2,6","2,6","1,2","5,3","0,6","1,8","2,3","4,0","7,0","15,1","4,4","0,3","2,4","9,0","16,0","52,0","1,5","18,0","24,0","32,1","2,7","19,0","28,7","43,3",2020BU05183033,2020,"3,74112285596551","-3,61141995178175e-01","-4,42827558162773e-02","-2,90667461235624e-01","-1,22170862628787e-01","2,36168729792640e-01","-1,40189645290126e-01",    36.3,    20.8,    18.1,62.400002,68.199997,18.1,65.599998,    69.6,    12.5,"85,3","22,0",18497,12,45,25,57,76,17,17.408506,5.5390701,1.5825915,5.5390701,50.642929,20.8,18.1,36.3,18.1,-1.2599037,2.988945,.543733,-.85435915,-.94255763,1.2538428,.62979293,-.87341678,-.53102684,-1.6328077,1.3256589,.36242667,.6258406,-1.5947644,2.3983929,4.8031173,1.1064278,0,9.4184189,9.6563292,5.1150932,5.7233324,-9.4029799,-2.8843637,4.3205032,3.9389269,2736,5191,5225,5221,5217
BU05183034,Transvaalkwartier-Zuid,WK051830,GM0518,'s-Gravenhage,1,NEE,2572,2,7185,1,20344,7345,3890,3460,20,16,31,26,7,59,30,9,2,90,13,35,5,3135,46,15,39,"2,3",26,68,11,1,18,26,12,300,500,140,45,10,100,105,40,1245,2521,175,21,79,97,43,56,27,29,1,69,31,3,990,1040,800,890,,,1010,970,2330,2090,3250,3240,,,2060,2680,670,1870,3180,57,66,34,5200,25,18,54,8,56,12,19,19,440,120,390,490,"24,3","25,2","29,8",29.8,"2,9",190,"8,0",575,78,1790,"0,6",4951,45,1390,400,36,36,0,"0,3","8,2","48,4","95,0","1,4","0,3","1,2","4,2","9,0","19,0","1,4","2,7","6,0","10,0","0,3","11,0","67,4","122,3","0,1","91,3","482,3","787,1","1,2","13,9","23,0","44,5","0,1","58,9","303,2","371,1","0,2","30,8","352,9","572,2","0,2","29,0","424,8","741,5","1,6","45,0","100,3","143,6","0,2","19,5","155,3","310,0","0,3","9,3","73,2","190,7","0,2","10,3","57,3","120,8","0,4","11,2","37,7","72,0","0,4","8,8","28,8","56,0","1,3","5,0","19,7","37,0","1,6","3,6","2,3","2,3","1,1","5,3","0,6","1,9","2,4","4,0","7,0","16,0","4,7","0,7","2,1","9,0","16,3","52,0","1,6","17,8","24,0","33,3","2,8","19,0","30,0","47,0",2020BU05183034,2020,"3,71719953661706","-3,85065314526630e-01","-3,48909576210014e-02","-2,73431799845860e-01","-1,04330577072541e-01","2,26744602790358e-01","-1,99156582777586e-01",    42.4,    17.5,    16.9,58.900002,65,15.5,62.5,    68.0,    13.0,"82,7","21,4",20344,7,46,43,57,68,26,9.1218519,5.3097343,1.6337645,5.9904699,52.961197,17.5,16.9,42.4,15.5,-1.2599037,3.415628,1.6937916,-.96621329,-1.5532076,.77994084,.70286846,-.85579526,-1.2497793,-.77395862,1.2291632,.46510014,.84412146,-1.5947644,2.2324035,4.1948252,2.6475985,0,6.1240878,6.2787828,3.7553332,4.2018824,-3.6900918,-1.1319356,1.9353956,1.7644662,2737,4615,5219,5210,4965
BU19260226,De Venen/Craeyenburch,WK192602,GM1926,Pijnacker-Nootdorp,1,NEE,2631,1,2224,2,3875,2155,1100,1055,22,14,24,32,8,63,31,5,1,15,7,10,4,615,16,22,62,"2,9",12,24,3,2,7,4,9,5,15,20,20,20,60,40,20,195,664,485,70,30,94,60,40,25,15,0,5,95,6,690,560,500,390,830,1070,720,670,3770,2710,3210,3250,4380,5450,2950,4250,640,520,490,71,81,19,1200,,,35,35,23,44,6,7,340,20,30,160,"-99999999,0","7,0","9,0",9,"171,5",75,"10,3",175,81,745,"1,2",1340,65,595,150,56,56,0,"1,3","0,3","6,8","13,2","7,4","1,3","1,6","1,1","7,1","25,2","5,4","0,1","4,1","13,9","1,3","0,4","5,8","14,4","1,3","1,3","18,1","67,7","1,3","4,1","18,8","56,1","1,5","0,1","1,6","14,1","1,3","0,6","14,5","48,0","1,3","0,6","17,9","69,3","2,8","7,1","61,1","193,9","0,8","2,5","25,1","51,7","0,9","1,5","30,1","55,0","1,0","1,1","12,7","23,4","1,6","2,0","5,7","49,2","1,6","2,0","5,4","39,2","1,6","2,0","5,0","26,7","2,6","2,8","2,3","6,6","1,8","11,5","1,3","7,8","5,4","0,2","5,2","22,1","8,9","1,3","4,3","8,3","26,0","52,0","5,0","0,4","20,3","45,8","4,5","1,0","22,0","60,8",2020BU19260226,2020,"4,29095399671907","1,88689145575386e-01","3,07874508681656e-02","4,80788736463634e-02","3,47637135433543e-02","3,84140937624928e-02","3,66450137550101e-02",    75.3,     2.3,     6.9,45.700001,38.099998,5.9000001,35.700001,    54.2,     8.1,"47,3","7,2",3875,8,16,60,71,24,12,29.698376,1.3921114,.92807424,15.777262,51.044083,2.3,6.9,75.3,5.9000001,-.52059752,-.38894224,.74273938,-.85435915,-1.4310776,-.641765,-1.4893962,1.875535,.53494912,.037176643,-.41922185,-.95079684,5.5766654,.34919363,-.42342773,.84922016,.25022182,0,-2.7963722,-2.8670087,-1.047199,-1.1717222,8.8685417,2.7204249,-3.1878884,-2.9063418,4910,20,7,460,11
