buurtcode,buurtnaam,wijkcode,gemeentecode,gemeentenaam,indelingswijziging_wijken_en_buu,water,meest_voorkomende_postcode,dekkingspercentage,omgevingsadressendichtheid,stedelijkheid_adressen_per_km2,bevolkingsdichtheid_inwoners_per,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaa,percentage_personen_15_tot_25_ja,percentage_personen_25_tot_45_ja,percentage_personen_45_tot_65_ja,percentage_personen_65_jaar_en_o,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboorte_totaal,geboortes_per_1000_inwoners,sterfte_totaal,sterfte_relatief,aantal_huishoudens,percentage_eenpersoonshuishouden,percentage_huishoudens_zonder_ki,percentage_huishoudens_met_kinde,gemiddelde_huishoudsgrootte,percentage_westerse_migratieacht,percentage_niet_westerse_migrati,percentage_uit_marokko,percentage_uit_nederlandse_antil,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersem,aantal_bedrijven_landbouw_bosbou,aantal_bedrijven_nijverheid_ener,aantal_bedrijven_handel_en_horec,aantal_bedrijven_vervoer_informa,aantal_bedrijven_financieel_onro,aantal_bedrijven_zakelijke_diens,aantal_bedrijven_overheid_onderw,aantal_bedrijven_cultuur_recreat,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_wonin,perc_huurwoningen_in_bezit_overi,percentage_woningen_met_eigendom,percentage_bouwjaarklasse_tot_20,percentage_bouwjaarklasse_vanaf_,percentage_leegstand_woningen,gemiddeld_gasverbruik_totaal,gemiddeld_gasverbruik_appartemen,gemiddeld_gasverbruik_tussenwoni,gemiddeld_gasverbruik_hoekwoning,gemiddeld_gasverbruik_2_onder_1_,gemiddeld_gasverbruik_vrijstaand,gemiddeld_gasverbruik_huurwoning,gemiddeld_gasverbruikkoopwoning,gemiddeld_elektriciteitsverbruik,v72,v73,v74,gem_elektriciteitsverbruik_2_ond,gem_elektriciteitsverbruik_vrijs,v77,v78,opleidingsniveau_hoog,opleidingsniveau_middelbaar,opleidingsniveau_laag,netto_arbeidsparticipatie,percentage_werknemers,percentage_zelfstandigen,aantal_inkomensontvangers,gemiddeld_inkomen_per_inkomenson,gemiddeld_inkomen_per_inwoner,percentage_personen_met_laag_ink,percentage_personen_met_hoog_ink,percentage_huishoudens_met_laag_,percentage_huishoudens_met_hoog_,percentage_huishoudens_onder_of_,percentage_huishoudens_met_lage_,aantal_personen_met_een_ao_uitke,aantal_personen_met_een_ww_uitke,aantal_personen_met_een_alg_bijs,aantal_personen_met_een_aow_uitk,gemiddeld_gestandaardiseerd_inko,huishoudens_tot_110_percent_van_,huishoudens_tot_120_percent_van_,percentage_HH120,mediaan_vermogen_van_particulier,aantal_jongeren_met_jeugdzorg_in,percentage_jongeren_met_jeugdzor,aantal_wmo_clienten,aantal_wmo_clienten_per_1000_inw,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandst,aantal_personenautos_met_overige,oppervlakte_totaal_in_ha,oppervlakte_land_in_ha,oppervlakte_water_in_ha,huisartsenpraktijk_gemiddelde_af,huisartsenpraktijk_gemiddeld_aan,v117,v118,huisartsenpost_gemiddelde_afstan,apotheek_gemiddelde_afstand_in_k,ziekenhuis_incl_buitenpoliklinie,ziekenhuis_incl_buitenpoli_gem_a,v123,v124,ziekenhuis_excl_buitenpoliklinie,ziekenhuis_excl_buitenpoli_gem_a,v127,v128,grote_supermarkt_gemiddelde_afst,grote_supermarkt_gemiddeld_aanta,v131,v132,winkels_ov_dagelijkse_levensm_ge,winkels_ov_dagel_levensm_gem_aan,v135,v136,warenhuis_gemiddelde_afstand_in_,warenhuis_gemiddeld_aantal_binne,v139,v140,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_k,cafe_gemiddeld_aantal_binnen_3_k,cafe_gemiddeld_aantal_binnen_5_k,cafetaria_gemiddelde_afstand_in_,cafetaria_gemiddeld_aantal_binne,v147,v148,restaurant_gemiddelde_afstand_in,restaurant_gemiddeld_aantal_binn,v151,v152,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_,hotel_gemiddeld_aantal_binnen_10,hotel_gemiddeld_aantal_binnen_20,kinderdagverblijf_gemiddelde_afs,kinderdagverblijf_gemiddeld_aant,v159,v160,buitenschoolse_opvang_gem_afstan,buitenschoolse_opvang_gemiddeld_,v163,v164,basisonderwijs_gemiddelde_afstan,basisonderwijs_gemiddeld_aantal_,v167,v168,voortgezet_onderwijs_gem_afstand,voortgezet_onderwijs_gemiddeld_a,v171,v172,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_k,vmbo_gemiddeld_aantal_binnen_5_k,vmbo_gemiddeld_aantal_binnen_10_,havo_vwo_gemiddelde_afstand_in_k,havo_vwo_gemiddeld_aantal_binnen,v179,v180,brandweerkazerne_gemiddelde_afst,oprit_hoofdverkeersweg_gemiddeld,treinstation_gemiddelde_afstand_,overstapstation_gemiddelde_afsta,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_,bibliotheek_gemiddelde_afstand_i,poppodium_gemiddelde_afstand_in_,bioscoop_gemiddelde_afstand_in_k,bioscoop_gemiddeld_aantal_binnen,v191,v192,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_,attractiepark_gemiddelde_afstand,attractiepark_gemiddeld_aantal_b,v197,v198,theater_gemiddelde_afstand_in_km,theater_gemiddeld_aantal_binnen_,v201,v202,gemiddelde_afstand_tot_museum,gemiddeld_aantal_musea_binnen_5_,gemiddeld_aantal_musea_binnen_10,gemiddeld_aantal_musea_binnen_20,jrstatcode,jaar,leefbarometer,afw,fysiekeomgeving,overlastonveiligheid,socialesamenhang,voorzieningen,v215,ervarengezondheidgoedzeergoed_4,hoogrisicoopangstofdepressie_25,heelveelstressinafgelopen4weken_,eenofmeerlangdurigeaandoeningen_,beperktvanwegegezondheid_17,ernstigbeperktvanwegegezondheid_,langdurigeziekteenbeperkt_19,overgewicht_9,roker_11,voldoetaanalcoholrichtlijn_12,ernstigzeerernstigeenzaam_28,bevolkingsdichtheid,percentage_65plus,percentage_1perHH,percentage_koop,netto_arbeidspa,percentage_niet_w,percentage_migr_w,percentage_hoogOpg,percentage_bijst,percentage_ww,percentage_ao,percentage_mannen,risk_depression,high_stress,perceived_health,chronic_disease,stedelijkheid_adressen_per_km2_n,bevolkingsdichtheid_n,percentage_mannen_n,percentage_gehuwd_n,percentage_65plus_n,geboortes_per_1000_inwoners_n,percentage_1perHH_n,gemiddelde_woningwaarde_n,percentage_hoogOpg_n,percentage_koop_n,percentage_bijst_n,percentage_ww_n,percentage_ao_n,netto_arbeidspa_n,percentage_HH120_n,percentage_niet_w_n,percentage_migr_w_n,missing_indicator,residuals_dep,z_scores_dep,residuals_stress,z_scores_stress,residuals_health,z_scores_health,residuals_chronic,z_scores_chronic,orig_order,z_scores_health_id,z_scores_dep_id,z_scores_stress_id,z_scores_chronic_id
BU03440832,Kanaleneiland-Noord,WK034408,GM0344,Utrecht,1,NEE,3527,1,2817,1,12661,7670,3935,3735,17,16,41,17,7,63,29,6,2,80,11,70,9,3525,45,25,29,"2,2",9,62,32,1,2,15,13,0,55,90,85,10,150,135,90,625,3200,209,13,87,93,21,79,49,30,0,86,14,7,570,520,920,960,,,550,620,1970,1840,2800,3020,,,1910,2170,2580,2070,1920,66,90,10,5900,28,22,47,14,51,10,15,16,400,90,550,540,"25,9","19,9","23,0",23,"1,8",400,"17,9",410,53,1845,"0,5",3048,90,1330,515,67,61,6,"0,6","1,3","9,0","32,7","4,2","0,6","4,1","1,2","7,0","11,0","4,1","1,2","6,0","9,0","0,3","3,3","21,5","59,2","0,2","16,2","88,9","247,1","0,7","8,0","17,3","27,7","1,0","0,5","14,9","111,8","0,2","10,4","72,2","293,3","0,3","3,6","79,2","440,6","1,1","27,9","37,7","62,0","0,5","3,1","40,8","137,9","0,4","2,7","33,6","98,5","0,5","4,2","20,4","59,9","0,9","6,2","14,2","30,5","1,3","2,2","8,2","22,5","0,9","4,2","9,9","18,0","3,0","1,8","3,0","3,2","1,0","6,5","0,8","2,8","2,5","7,0","8,9","12,1","4,1","0,8","3,9","5,7","10,0","52,2","2,5","7,5","11,1","17,5","3,2","9,6","16,9","26,0",2020BU03440832,2020,"3,89055318035630","-2,11711670787382e-01","-4,62964334075896e-02","-1,53463432609108e-01","-8,43530039107995e-02","1,71470952684247e-01","-9,90697535441325e-02",    42.5,    12.2,    13.4,58.099998,61.700001,14.8,57.900002,    68.1,    13.2,"81,9","17,9",12661,7,45,21,66,62,9,33.63755,7.1707954,1.1734029,5.2151237,51.30378,12.2,13.4,42.5,14.8,-1.2599037,1.6407471,.87157124,-1.0780674,-1.5532076,.30603889,.62979293,-.55623001,.87661797,-1.823663,2.0122261,-.45856941,.46919161,-.34507707,1.364151,3.7386065,-.26350176,0,3.8409014,3.937923,2.5920217,2.9002407,-13.251869,-4.0650105,4.022891,3.6675992,1467,5223,5201,5173,5210
BU03530021,De Rivieren,WK035300,GM0353,IJsselstein,1,NEE,3404,1,1745,2,9334,1040,510,530,23,14,24,29,10,54,39,6,2,0,4,0,3,365,18,22,60,"2,8",6,14,3,1,3,3,4,0,5,10,5,5,30,10,5,70,368,304,85,15,98,84,16,15,1,0,0,100,2,950,700,960,1150,,,720,990,3380,1970,3660,3670,,,2020,3640,240,310,210,82,90,10,800,,,35,31,16,40,1,1,20,10,0,90,"-99999999,0","1,7","4,2",4.2,"121,2",35,"9,4",35,34,380,"1,0",3405,30,315,65,11,11,0,"0,9","0,9","5,0","7,0","5,3","0,9","5,3","0,0","1,0","10,0","5,3","0,0","1,0","7,0","0,5","1,9","7,0","8,9","0,5","2,8","35,0","37,0","1,9","1,0","4,0","23,8","1,9","0,0","5,0","7,0","0,9","0,8","20,0","21,9","1,4","0,0","22,0","23,0","1,9","2,0","6,0","46,0","0,4","3,7","16,4","23,0","0,4","4,4","20,8","24,0","1,1","0,8","10,9","14,6","2,2","2,0","4,0","9,3","2,2","2,0","4,0","9,3","2,6","1,0","2,0","5,0","2,0","1,3","12,5","13,6","2,8","17,0","1,5","12,2","12,4","0,0","0,0","10,0","13,5","1,3","2,2","1,0","8,0","53,0","1,5","1,0","2,0","14,0","2,1","2,0","5,0","26,0",2020BU03530021,2020,"4,12719406654799","2,49292154043083e-02","1,19475258571901e-02","1,87510312341339e-02","1,51854290614818e-02","-1,93105388531773e-02","-1,64423189532050e-03",    58.2,     5.2,     6.1,49.900002,55.099998,9.8999996,51.900002,    60.2,     9.0,"57,1","9,8",9334,10,18,84,82,14,6,23.076923,0,.96153843,1.9230769,49.03846,5.2,6.1,58.2,9.8999996,-.52059752,.87216341,-.25222066,.040473927,-1.1868176,-1.3526179,-1.3432453,.28079057,-.039370161,1.1823088,-1.0049688,-.8836543,-1.122725,1.8765892,-1.0363119,.088855408,-.77722538,0,1.6226811,1.6636702,-.62155944,-.6954695,-11.463679,-3.5164833,2.8993821,2.6433158,1514,5220,4951,1137,5162
BU03630702,Leidsebuurt Noordoost,WK036307,GM0363,Amsterdam,1,NEE,1017,1,9271,1,18717,1010,505,500,5,20,53,15,7,80,14,5,1,5,6,5,5,700,66,27,7,"1,4",38,19,0,1,1,2,14,0,15,175,45,30,105,20,75,465,719,512,6,94,79,27,72,0,71,1,98,2,21,920,880,1630,,,,870,1070,1960,1870,3300,,,,1800,2360,550,270,110,76,78,22,900,,,37,28,51,14,9,9,10,20,10,60,"-99999999,0","10,3","13,7",13.7,"6,6",,"-99999999,0",15,15,180,"0,3",3324,30,145,30,6,5,1,"0,4","7,4","74,3","132,6","2,5","0,3","1,2","4,0","7,2","13,0","2,5","3,0","6,2","10,0","0,5","9,7","96,4","163,0","0,1","78,4","727,6","1026,0","1,1","16,0","26,0","44,9","0,0","90,6","594,6","701,0","0,0","92,8","753,2","1005,0","0,0","252,6","1522,0","1897,0","0,1","389,6","445,2","520,5","0,5","9,2","203,8","365,8","0,6","4,2","82,1","185,8","0,6","3,5","50,5","110,1","0,3","23,1","43,9","77,3","1,1","13,0","27,8","55,3","0,3","19,1","31,8","49,3","0,9","3,1","2,3","2,3","0,7","5,5","1,5","0,3","0,2","11,0","13,0","19,0","0,9","0,1","1,9","6,0","12,7","59,0","0,2","37,0","52,0","64,0","0,2","42,4","50,0","69,0",2020BU03630702,2020,"4,54989625605936","4,47631404915675e-01","4,86644206271601e-03","-1,44127909349865e-01","-5,34865834324660e-02","6,53417530663268e-01","-1,30380750279786e-02",    72.7,     3.8,     6.9,41.299999,39.099998,6.6999998,35.5,    42.1,    18.8,"40,6","12,4",18717,7,66,27,76,19,38,54.455444,.99009901,1.980198,.99009901,50,3.8,6.9,72.7,6.6999998,-1.2599037,3.0397682,.22478531,-2.7558794,-1.5532076,-.87871599,2.1643782,2.113425,2.682282,-1.53738,-.58837318,1.1601844,-1.57388,1.0434644,.176688,.4690378,4.7024932,0,-2.3434856,-2.4026823,-3.343828,-3.7414448,11.273059,3.4580104,-2.5865979,-2.358156,1646,7,34,1,46
BU03633902,Kolenkitbuurt Zuid,WK036339,GM0363,Amsterdam,1,NEE,1061,1,6171,1,18303,2235,1125,1110,15,14,43,18,9,64,28,6,2,35,14,10,6,1070,48,24,28,"2,1",13,58,27,1,5,16,9,0,20,30,40,10,50,40,40,230,1076,372,0,100,89,25,75,57,18,0,31,69,11,220,220,,,,,250,120,2020,2020,,,,,1920,2280,700,480,670,66,85,15,1700,,,43,22,48,15,13,13,120,40,120,200,"-99999999,0","17,8","20,6",20.6,"3,2",30,"5,4",180,81,460,"0,4",3759,25,335,125,13,12,1,"0,3","4,3","31,1","82,3","1,3","0,5","1,3","2,6","6,0","15,5","1,3","1,6","5,0","11,5","0,5","6,2","36,3","99,0","0,3","26,4","175,2","682,9","1,4","11,4","25,0","49,0","0,7","4,1","92,4","453,8","0,5","14,3","144,5","646,6","0,4","12,7","185,1","1152,0","0,4","256,0","441,2","519,6","0,3","7,3","95,9","227,0","0,5","3,3","49,6","112,1","0,5","4,2","33,4","73,2","1,2","8,8","20,0","71,3","1,2","7,9","15,0","50,2","1,7","4,8","13,0","44,0","2,3","0,4","2,3","2,3","1,4","9,8","0,9","4,2","3,1","8,3","14,0","17,0","3,4","1,4","1,4","4,0","15,0","58,0","1,2","25,7","49,0","63,5","1,7","23,8","49,8","70,0",2020BU03633902,2020,"4,07674279238619","-2,55220587574998e-02","-2,97212346561112e-02","-1,38782909665704e-01","-9,42394216851689e-02","3,26844790449158e-01","-8,96232831996732e-02",    43.7,    14.6,    13.8,56.5,58.5,14.9,53.799999,    66.3,    13.4,"78,3","18,9",18303,9,48,25,66,58,13,31.31991,5.3691278,1.7897092,5.3691278,50.335571,14.6,13.8,43.7,14.9,-1.2599037,2.9441283,.39125732,-1.1899216,-1.3089477,1.0168918,.84901941,.87992108,.67559475,-1.6328077,1.2541536,.7779876,.54366249,-.34507707,1.057709,3.4344604,.42146304,0,6.5381813,6.7033362,2.999434,3.3560987,-13.221058,-4.0555592,4.4312286,4.0398731,1736,5221,5222,5189,5219
BU03638600,Overtoomse Veld Noord,WK036386,GM0363,Amsterdam,1,NEE,1061,1,5383,1,18365,6175,3060,3120,20,16,36,21,8,61,31,6,2,100,16,25,4,2560,39,21,40,"2,4",11,67,38,1,4,14,10,0,60,70,135,15,170,130,85,665,2286,340,7,93,98,22,78,54,24,0,47,53,2,500,520,200,220,,,580,240,2300,2260,2950,2960,,,2280,2390,1420,1530,1850,62,83,17,4600,30,23,50,18,46,18,14,14,310,110,480,440,"28,2","19,4","22,8",22.8,"2,2",140,"7,2",400,65,1480,"0,6",4395,95,1045,430,34,34,1,"0,4","2,9","43,0","98,5","0,9","0,3","0,9","3,7","6,0","15,8","0,9","2,7","5,0","11,0","0,5","3,6","50,6","116,0","0,3","11,2","259,3","791,2","2,0","12,8","22,1","49,0","0,5","3,1","127,9","545,2","0,4","9,0","204,9","768,8","0,6","6,3","356,6","1390,0","0,9","308,1","440,7","520,1","0,3","5,5","138,9","264,1","0,2","6,6","64,2","132,4","0,3","3,3","41,0","86,4","1,0","8,1","30,8","71,7","1,2","7,1","21,5","49,7","1,0","4,0","22,2","45,5","2,4","1,0","1,7","3,6","1,3","9,4","1,4","3,6","2,5","9,1","12,7","17,0","2,8","1,4","1,7","4,0","14,0","58,9","2,3","26,6","47,9","62,8","1,4","27,5","49,9","69,4",2020BU03638600,2020,"4,03681721814409","-6,54476329995961e-02","-3,65658516760479e-02","-1,48029744252879e-01","-9,75513242115059e-02","3,13847256607672e-01","-9,71479694668359e-02",    42.5,    15.6,    14.3,56.900002,57.700001,13.9,54.400002,    70.5,    12.2,"84,0","18,0",18365,8,39,22,62,67,11,22.995951,7.7732792,1.7813765,5.0202427,49.554657,15.6,14.3,42.5,13.9,-1.2599037,2.9584513,.0038571863,-.85435915,-1.4310776,1.4907938,.19134001,.59797728,-.046393421,-1.7759492,2.2657282,.76126879,.3749541,-.90049362,1.3386142,4.1187887,.078980632,0,7.1440907,7.3245511,3.2549853,3.6420379,-13.458875,-4.1285095,3.2698772,2.9810896,1866,5224,5224,5196,5190
BU03840502,Holland Park,WK038405,GM0384,Diemen,1,NEE,1112,1,3310,1,10533,1905,1030,880,8,13,63,12,4,70,24,5,1,40,20,5,3,1150,47,39,14,"1,7",27,34,2,2,8,2,22,0,20,25,25,10,60,25,30,190,1068,318,0,100,88,48,51,0,51,1,0,100,12,,,,,,,,,1900,1900,,,,,1900,1890,1320,580,140,83,90,10,1600,,,16,39,28,20,2,2,10,30,0,70,"-99999999,0","2,0","2,0",2,"25,3",10,"3,7",10,5,465,"0,4",2567,30,385,80,18,18,0,"1,5","0,0","17,7","25,5","5,6","1,3","5,6","0,0","6,0","12,0","5,6","0,0","4,0","7,0","1,3","0,0","6,9","16,7","1,3","0,0","34,1","98,4","3,5","2,0","22,0","38,2","1,1","0,3","6,8","18,7","1,2","0,0","37,5","95,0","1,2","0,0","33,5","95,7","1,4","16,0","381,9","488,8","1,2","0,1","31,1","60,5","1,2","0,0","20,3","42,3","1,2","0,1","15,6","30,1","1,6","3,0","6,3","49,9","1,6","3,0","5,4","34,9","1,6","2,0","2,6","33,9","3,2","2,8","1,9","8,7","2,2","4,8","3,2","8,6","4,0","1,0","8,3","16,0","6,1","2,9","2,1","6,0","11,0","54,0","2,8","5,0","37,4","56,0","4,5","1,0","44,0","57,0",2020BU03840502,2020,"3,96811533143419","-1,34149519709491e-01","-3,32238129947118e-02","-4,17257827224741e-02","-1,84180557951282e-02","5,45838705885970e-02","-9,53657387857742e-02",    78.1,     2.2,     5.8,46,37.200001,4.1999998,34.900002,    50.2,    10.5,"42,9","8,7",10533,4,47,48,83,34,27,69.291336,0,1.5748031,.52493441,54.068241,2.2,5.8,78.09999999999999,4.1999998,-1.2599037,1.1491492,2.24298,-1.6373382,-1.9195977,2.4385977,.77594393,.40414095,3.96909,-.53538942,-1.0049688,.3468,-1.7988169,2.0154433,-1.3172171,1.6095849,2.8188398,0,-2.8588471,-2.9310617,-3.1318405,-3.5042498,11.532489,3.5375905,-2.8786509,-2.6244154,1982,6,6,3,21
BU05750000,Dorpskern,WK057500,GM0575,Noordwijk,1,NEE,2201,1,2080,2,3793,8470,4160,4310,17,10,24,29,21,48,39,8,5,90,11,100,12,3800,37,29,34,"2,2",12,6,1,0,1,0,4,5,115,160,65,95,260,170,110,975,3980,362,63,37,94,60,39,22,16,2,58,42,6,1080,700,1080,1320,1600,2370,820,1250,2830,2030,3040,3150,3490,4960,2020,3350,2270,2680,1530,72,82,18,6600,40,32,36,25,35,26,4,5,300,120,100,1620,"38,1","6,8","9,6",9.6,"128,5",285,"13,3",560,66,3900,"1,0",1746,310,3440,460,226,223,3,"0,5","2,3","5,1","9,9","3,5","0,6","6,3","0,0","3,5","8,8","9,1","0,0","1,5","3,8","0,5","2,2","5,9","15,0","0,5","10,0","27,2","64,0","1,7","2,9","7,4","20,3","0,7","0,9","8,0","11,3","0,6","5,1","27,4","47,1","0,5","6,2","46,4","68,3","0,7","30,1","47,0","73,1","0,4","4,1","14,9","32,3","0,5","3,4","13,1","23,2","0,5","2,6","10,0","19,0","1,1","1,9","4,6","19,8","1,1","1,9","4,1","16,7","1,1","1,6","3,0","8,0","1,0","1,3","4,3","10,2","1,4","10,5","1,0","10,3","10,4","0,0","0,4","6,0","1,8","1,6","2,0","3,1","9,0","57,0","2,1","1,0","2,5","6,9","1,8","4,0","7,6","23,5",2020BU05750000,2020,"4,50513761308717","4,02872761943480e-01","2,04632228005642e-01","1,08574486651206e-01","7,35800951531494e-02","-5,59492236478067e-02","7,20351757812899e-02",    83.2,     1.4,     5.6,45.700001,44.900002,7.3000002,41,    47.2,     7.8,"35,0","6,0",3793,21,37,60,72,6,12,26.800472,1.1806376,1.4167651,3.5419126,49.114521,1.4,5.6,83.2,7.3000002,-.52059752,-.4078854,-.21448779,.040473927,.1566125,.30603889,.04518903,.79181367,.28359613,.037176643,-.5082019,.029712491,-.33991373,.48804778,-.34681723,-.51943642,.25022182,0,-1.8796041,-1.927083,-.73922044,-.82712162,13.991405,4.291863,-.3395803,-.30958939,2937,2,96,907,1975
BU18920107,Jonge Veenen,WK189201,GM1892,Zuidplas,1,NEE,2751,1,542,4,5494,1015,530,485,35,6,45,13,1,56,41,3,0,35,36,5,2,325,12,24,64,"3,1",7,10,2,1,4,1,2,5,10,10,5,5,20,15,10,80,364,359,100,0,88,80,20,18,2,0,0,100,12,830,,760,860,970,1400,760,850,3270,,3110,3190,3850,4590,2760,3390,310,340,120,91,91,9,700,,,22,35,8,40,0,1,10,10,0,10,"-99999999,0","0,6","0,9",.9,"138,7",30,"7,6",20,20,435,"1,3",2360,35,385,55,18,18,0,"1,0","0,6","1,0","4,0","8,4","4,5","7,8","0,0","3,0","19,5","8,4","0,0","1,0","6,6","0,8","0,9","1,0","3,3","0,8","3,9","5,0","12,8","5,8","0,0","6,0","37,1","2,0","0,0","1,0","3,3","3,7","0,0","0,0","6,8","0,9","1,7","3,2","9,5","6,1","0,0","7,6","71,7","0,4","1,0","1,0","4,1","0,4","1,0","1,0","5,5","0,5","1,9","2,0","4,4","5,9","0,0","0,0","13,9","5,9","0,0","0,0","11,9","5,9","0,0","0,0","6,0","4,0","3,7","5,7","12,1","5,1","6,1","0,3","9,6","7,9","0,0","1,0","10,5","10,5","5,8","9,7","1,0","17,9","61,2","8,0","0,0","3,0","22,2","7,9","0,0","1,1","24,6",2020BU18920107,2020,"4,13155763523000","2,92927840863185e-02","-5,51234197269346e-03","5,94163282526221e-02","7,43344083747202e-02","-1,19800654568067e-01","2,08550439997360e-02",    83.9,     1.5,     3.9,33.599998,29.9,3.5999999,27.5,    62.5,     7.3,"47,0","9,7",5494,1,12,80,91,10,7,30.541872,0,.98522168,.98522168,52.216747,1.5,3.9,83.90000000000001,3.5999999,.95801485,-.014930517,1.3244811,.26418221,-2.2859879,6.2298131,-1.7816982,.7653814,.60811073,.99145341,-1.0049688,-.83613622,-1.5762384,3.1262765,-1.4576697,-.2152905,-.60598415,0,-1.1740049,-1.2036604,-1.6878408,-1.8885431,11.266989,3.4561484,-2.3914573,-2.1802497,4721,8,389,101,69
BU19660101,Obergum,WK196601,GM1966,Het Hogeland,1,NEE,9951,1,677,4,2516,1655,800,860,17,13,20,26,25,44,42,8,6,20,10,10,7,760,35,31,34,"2,2",4,4,0,1,0,0,3,0,25,40,10,5,35,15,15,150,758,159,90,10,98,63,37,30,7,0,92,8,2,1310,800,1230,1340,1400,1720,1010,1490,2330,1800,2260,2520,2160,2700,1920,2570,250,650,300,66,87,13,1300,,,42,12,42,12,4,4,80,20,40,380,"-99999999,0","6,7","10,1",10.1,"47,5",45,"10,3",140,84,760,"1,0",1153,55,635,125,69,66,3,"1,6","0,0","1,0","2,1","19,1","1,6","15,9","0,0","0,0","2,0","15,9","0,0","0,0","2,0","0,3","2,8","3,0","4,2","0,3","9,0","9,0","12,0","9,7","0,0","0,9","9,0","0,4","3,0","3,0","3,1","0,4","2,0","2,0","2,0","0,3","5,1","6,0","7,7","0,9","1,0","3,8","40,0","0,8","1,3","4,0","5,0","0,8","0,8","3,0","4,0","1,0","0,7","5,0","7,0","1,0","3,0","3,0","5,0","1,0","3,0","3,0","4,0","8,2","0,0","0,0","1,0","1,3","0,5","1,1","17,0","9,2","14,6","0,6","15,1","16,5","0,0","0,0","3,0","10,3","14,8","10,0","0,4","3,0","17,0","15,1","0,0","0,0","7,0","8,7","0,0","2,6","11,0",2020BU19660101,2020,"4,19824514538698","9,59802942432948e-02","-5,31701103798981e-02","1,42907803158091e-01","1,02237503177225e-01","-2,85574367617901e-01","1,89579465905778e-01",    80.5,     1.8,     3.6,46.200001,48.5,7.1999998,46,    53.2,    11.5,"56,4","5,4",2516,25,35,63,66,4,4,15.105741,2.4169185,1.2084593,4.833837,48.338367,1.8,3.6,80.5,7.1999998,.95801485,-.70289034,-.59952617,.37603635,.64513254,.069087923,-.10096195,-.99676716,-.73075986,.18031816,.011977564,-.38823235,.28481495,-.34507707,-.28297511,-.67150939,-1.1197077,0,-.97841513,-1.00313,-1.7101059,-1.9134557,11.115982,3.4098272,-.35055149,-.31959164,5176,9,609,94,1955
BU19660401,Uithuizen,WK196604,GM1966,Het Hogeland,1,NEE,9981,1,651,4,1323,4870,2410,2460,13,11,19,27,29,42,41,8,9,30,6,80,17,2415,43,30,27,"2,0",3,7,0,1,0,0,5,10,65,90,10,15,50,50,40,325,2525,149,76,24,94,50,50,38,12,0,86,14,6,1340,780,1190,1340,1370,1790,1100,1580,2330,1560,2180,2220,2490,2880,1950,2690,490,1830,1240,57,88,12,4000,25,21,53,9,56,9,11,10,300,60,200,1340,"-99999999,0","16,8","22,1",22.1,"34,6",155,"13,8",700,144,2305,"1,0",626,220,1910,395,370,368,2,"0,7","1,3","2,0","3,7","22,5","0,7","23,3","0,0","0,0","0,0","26,4","0,0","0,0","0,0","0,7","2,5","4,0","4,9","0,7","3,5","5,1","6,9","0,8","1,0","1,0","2,7","0,6","1,5","2,0","2,9","0,6","2,6","4,0","5,0","0,5","5,7","8,1","11,7","0,7","3,0","4,9","12,7","0,5","1,9","3,9","7,4","0,7","2,5","4,6","6,6","0,7","2,1","3,3","6,9","0,8","1,0","1,0","1,9","0,8","1,0","1,0","1,0","9,1","0,0","0,0","0,9","1,2","0,6","0,9","27,5","16,9","24,7","0,8","25,7","27,0","0,0","0,0","0,0","16,6","25,3","22,4","0,0","0,0","7,0","23,5","0,0","0,0","0,0","1,0","1,0","2,0","2,8",2020BU19660401,2020,"4,20010238589267","9,78375347489804e-02","-3,56687972981882e-02","9,86763423493352e-02","9,38865330706886e-02","-2,52786028099496e-01","1,93729484726640e-01",    77.5,     1.9,     5.3,46.400002,49.5,8.1999998,46.299999,    50.4,     8.8,"57,5","6,2",1323,29,43,50,57,7,3,10.061602,4.1067762,1.2320329,6.1601644,49.486652,1.9,5.3,77.5,8.1999998,.95801485,-.97849005,-.029878901,.26418221,1.1336526,-.87871599,.48364198,-1.0848746,-1.168269,-.43996173,.7230047,-.34093422,.92617965,-1.5947644,1.2492353,-.44339994,-1.290949,0,-2.4489145,-2.5107744,-.96304274,-1.0775588,13.168223,4.0393519,-1.33797,-1.2198038,5179,4,20,568,485
