buurtcode,buurtnaam,wijkcode,gemeentecode,gemeentenaam,indelingswijziging_wijken_en_buu,water,meest_voorkomende_postcode,dekkingspercentage,omgevingsadressendichtheid,stedelijkheid_adressen_per_km2,bevolkingsdichtheid_inwoners_per,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaa,percentage_personen_15_tot_25_ja,percentage_personen_25_tot_45_ja,percentage_personen_45_tot_65_ja,percentage_personen_65_jaar_en_o,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboorte_totaal,geboortes_per_1000_inwoners,sterfte_totaal,sterfte_relatief,aantal_huishoudens,percentage_eenpersoonshuishouden,percentage_huishoudens_zonder_ki,percentage_huishoudens_met_kinde,gemiddelde_huishoudsgrootte,percentage_westerse_migratieacht,percentage_niet_westerse_migrati,percentage_uit_marokko,percentage_uit_nederlandse_antil,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersem,aantal_bedrijven_landbouw_bosbou,aantal_bedrijven_nijverheid_ener,aantal_bedrijven_handel_en_horec,aantal_bedrijven_vervoer_informa,aantal_bedrijven_financieel_onro,aantal_bedrijven_zakelijke_diens,aantal_bedrijven_overheid_onderw,aantal_bedrijven_cultuur_recreat,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_wonin,perc_huurwoningen_in_bezit_overi,percentage_woningen_met_eigendom,percentage_bouwjaarklasse_tot_20,percentage_bouwjaarklasse_vanaf_,percentage_leegstand_woningen,gemiddeld_gasverbruik_totaal,gemiddeld_gasverbruik_appartemen,gemiddeld_gasverbruik_tussenwoni,gemiddeld_gasverbruik_hoekwoning,gemiddeld_gasverbruik_2_onder_1_,gemiddeld_gasverbruik_vrijstaand,gemiddeld_gasverbruik_huurwoning,gemiddeld_gasverbruikkoopwoning,gemiddeld_elektriciteitsverbruik,v72,v73,v74,gem_elektriciteitsverbruik_2_ond,gem_elektriciteitsverbruik_vrijs,v77,v78,opleidingsniveau_hoog,opleidingsniveau_middelbaar,opleidingsniveau_laag,netto_arbeidsparticipatie,percentage_werknemers,percentage_zelfstandigen,aantal_inkomensontvangers,gemiddeld_inkomen_per_inkomenson,gemiddeld_inkomen_per_inwoner,percentage_personen_met_laag_ink,percentage_personen_met_hoog_ink,percentage_huishoudens_met_laag_,percentage_huishoudens_met_hoog_,percentage_huishoudens_onder_of_,percentage_huishoudens_met_lage_,aantal_personen_met_een_ao_uitke,aantal_personen_met_een_ww_uitke,aantal_personen_met_een_alg_bijs,aantal_personen_met_een_aow_uitk,gemiddeld_gestandaardiseerd_inko,huishoudens_tot_110_percent_van_,huishoudens_tot_120_percent_van_,percentage_HH120,mediaan_vermogen_van_particulier,aantal_jongeren_met_jeugdzorg_in,percentage_jongeren_met_jeugdzor,aantal_wmo_clienten,aantal_wmo_clienten_per_1000_inw,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandst,aantal_personenautos_met_overige,oppervlakte_totaal_in_ha,oppervlakte_land_in_ha,oppervlakte_water_in_ha,huisartsenpraktijk_gemiddelde_af,huisartsenpraktijk_gemiddeld_aan,v117,v118,huisartsenpost_gemiddelde_afstan,apotheek_gemiddelde_afstand_in_k,ziekenhuis_incl_buitenpoliklinie,ziekenhuis_incl_buitenpoli_gem_a,v123,v124,ziekenhuis_excl_buitenpoliklinie,ziekenhuis_excl_buitenpoli_gem_a,v127,v128,grote_supermarkt_gemiddelde_afst,grote_supermarkt_gemiddeld_aanta,v131,v132,winkels_ov_dagelijkse_levensm_ge,winkels_ov_dagel_levensm_gem_aan,v135,v136,warenhuis_gemiddelde_afstand_in_,warenhuis_gemiddeld_aantal_binne,v139,v140,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_k,cafe_gemiddeld_aantal_binnen_3_k,cafe_gemiddeld_aantal_binnen_5_k,cafetaria_gemiddelde_afstand_in_,cafetaria_gemiddeld_aantal_binne,v147,v148,restaurant_gemiddelde_afstand_in,restaurant_gemiddeld_aantal_binn,v151,v152,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_,hotel_gemiddeld_aantal_binnen_10,hotel_gemiddeld_aantal_binnen_20,kinderdagverblijf_gemiddelde_afs,kinderdagverblijf_gemiddeld_aant,v159,v160,buitenschoolse_opvang_gem_afstan,buitenschoolse_opvang_gemiddeld_,v163,v164,basisonderwijs_gemiddelde_afstan,basisonderwijs_gemiddeld_aantal_,v167,v168,voortgezet_onderwijs_gem_afstand,voortgezet_onderwijs_gemiddeld_a,v171,v172,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_k,vmbo_gemiddeld_aantal_binnen_5_k,vmbo_gemiddeld_aantal_binnen_10_,havo_vwo_gemiddelde_afstand_in_k,havo_vwo_gemiddeld_aantal_binnen,v179,v180,brandweerkazerne_gemiddelde_afst,oprit_hoofdverkeersweg_gemiddeld,treinstation_gemiddelde_afstand_,overstapstation_gemiddelde_afsta,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_,bibliotheek_gemiddelde_afstand_i,poppodium_gemiddelde_afstand_in_,bioscoop_gemiddelde_afstand_in_k,bioscoop_gemiddeld_aantal_binnen,v191,v192,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_,attractiepark_gemiddelde_afstand,attractiepark_gemiddeld_aantal_b,v197,v198,theater_gemiddelde_afstand_in_km,theater_gemiddeld_aantal_binnen_,v201,v202,gemiddelde_afstand_tot_museum,gemiddeld_aantal_musea_binnen_5_,gemiddeld_aantal_musea_binnen_10,gemiddeld_aantal_musea_binnen_20,jrstatcode,jaar,leefbarometer,afw,fysiekeomgeving,overlastonveiligheid,socialesamenhang,voorzieningen,v215,ervarengezondheidgoedzeergoed_4,hoogrisicoopangstofdepressie_25,heelveelstressinafgelopen4weken_,eenofmeerlangdurigeaandoeningen_,beperktvanwegegezondheid_17,ernstigbeperktvanwegegezondheid_,langdurigeziekteenbeperkt_19,overgewicht_9,roker_11,voldoetaanalcoholrichtlijn_12,ernstigzeerernstigeenzaam_28,bevolkingsdichtheid,percentage_65plus,percentage_1perHH,percentage_koop,netto_arbeidspa,percentage_niet_w,percentage_migr_w,percentage_hoogOpg,percentage_bijst,percentage_ww,percentage_ao,percentage_mannen,risk_depression,high_stress,perceived_health,chronic_disease,stedelijkheid_adressen_per_km2_n,bevolkingsdichtheid_n,percentage_mannen_n,percentage_gehuwd_n,percentage_65plus_n,geboortes_per_1000_inwoners_n,percentage_1perHH_n,gemiddelde_woningwaarde_n,percentage_hoogOpg_n,percentage_koop_n,percentage_bijst_n,percentage_ww_n,percentage_ao_n,netto_arbeidspa_n,percentage_HH120_n,percentage_niet_w_n,percentage_migr_w_n,missing_indicator,residuals_dep,z_scores_dep,residuals_stress,z_scores_stress,residuals_health,z_scores_health,residuals_chronic,z_scores_chronic,orig_order,z_scores_health_id,z_scores_dep_id,z_scores_stress_id,z_scores_chronic_id
BU06770101,Binnenstad,WK067701,GM0677,Hulst,1,NEE,4561,1,1041,3,3647,1450,665,785,8,8,21,27,36,43,32,14,12,5,1,30,21,880,60,25,15,"1,6",23,4,0,0,0,0,3,0,20,95,5,20,50,30,30,250,1006,159,54,46,87,36,59,43,16,5,85,15,13,1070,760,1290,1230,1300,2480,840,1420,2000,1690,2330,1960,2180,3710,1590,2650,200,510,350,61,81,19,1200,,,48,12,66,9,10,8,120,20,20,520,"-99999999,0","16,8","23,6",23.6,"29,0",35,"16,7",200,138,805,"0,9",2026,30,705,100,45,40,5,"1,0","0,5","2,0","3,0","16,8","0,3","1,1","1,0","1,0","2,0","16,5","0,0","0,0","1,0","0,8","2,4","8,2","10,0","0,3","10,0","13,2","18,0","0,4","1,0","1,0","2,1","0,2","8,0","11,8","15,1","0,2","10,4","14,0","15,0","0,1","21,6","25,0","26,7","0,3","2,0","2,0","7,2","0,3","2,0","9,2","11,2","0,3","3,0","10,2","12,2","0,6","1,0","4,5","6,2","0,9","3,0","3,0","3,0","0,9","2,0","2,0","2,0","1,1","1,0","1,0","1,0","2,0","1,4","46,9","92,4","1,7","118,6","0,4","20,2","20,2","0,0","0,0","0,1","3,0","19,7","41,3","0,0","0,0","4,0","20,2","0,0","0,0","0,1","0,3","1,0","1,0","2,4",2020BU06770101,2020,"4,09223684685960","-1,00280042840856e-02","5,60179903426481e-02","-3,83762919972174e-02","2,91237497533350e-03","-6,64523765767327e-02","3,58702989718827e-02",    59.6,     6.1,     7.5,48.299999,54.599998,9.5,50.799999,    60.7,    10.9,"60,7","15,8",3647,36,60,36,61,4,23,13.793103,1.3793104,1.3793104,8.2758617,45.862068,6.1,7.5,59.6,9.5,.21870868,-.44161344,-1.8279818,-.74250501,1.9885627,-2.0634708,1.7259253,-.99676716,-.84461296,-1.1079555,-.42460805,-.045436669,1.9492556,-1.0393478,1.4407616,-.67150939,2.1338749,0,-.45322317,-.46467161,-.87552828,-.97963792,5.1294818,1.5734683,-3.2327051,-2.9472005,3217,217,1573,676,10
BU06873038,Magistraatwijk II,WK068730,GM0687,Middelburg,3,NEE,4336,1,1999,2,4222,1580,675,905,20,10,20,23,27,46,33,14,8,15,9,20,13,765,39,25,36,"2,1",10,27,2,2,3,7,13,0,5,15,5,0,5,20,15,65,777,152,70,30,97,25,74,73,1,0,82,18,3,870,670,880,1110,1200,1320,850,920,1910,1720,1910,2180,3200,1620,1790,2300,130,520,420,52,90,10,1200,,,58,5,64,3,16,15,80,30,140,400,"-99999999,0","23,9","30,6",30.6,"5,5",65,"14,4",220,140,525,"0,7",1411,15,475,55,37,37,0,"0,3","1,1","7,9","9,9","7,1","0,3","1,2","2,0","3,0","3,0","7,1","0,0","1,0","1,0","0,3","2,1","9,4","13,0","0,3","3,2","52,0","61,0","2,0","1,0","2,0","2,0","1,7","0,0","23,8","25,0","0,3","1,4","47,3","53,1","1,2","0,2","45,3","51,0","0,9","12,0","35,0","81,0","0,3","2,0","21,1","30,0","0,3","2,0","18,8","28,8","0,2","3,0","9,5","18,8","0,8","3,9","8,0","10,0","0,8","2,9","5,0","7,0","2,7","1,3","2,0","3,0","1,6","1,9","1,6","71,5","4,4","97,5","2,0","2,1","6,8","0,0","1,0","1,0","2,0","2,7","2,1","6,8","8,0","10,0","2,1","3,0","6,0","6,0","2,4","1,0","3,0","7,0",2020BU06873038,2020,"3,97744191444977","-1,24822936693917e-01","3,53486868275424e-02","-9,56678240789700e-02","-4,33589334251390e-02","-6,91219382967069e-03","-1,42326721876803e-02",    58.9,     5.7,     8.2,50.700001,54.400002,8.3999996,51,    55.7,    10.5,"64,7","14,7",4222,27,39,25,52,27,10,8.2278481,8.8607597,1.8987342,5.0632911,42.721519,5.7,8.199999999999999,58.9,8.3999996,-.52059752,-.30878037,-3.385962,-.63065088,.88939255,-.16786306,.19134001,-1.0584424,-1.3273218,-1.6328077,2.7232981,.99673533,.39577076,-2.2890351,2.3345509,1.0773296,-.092260562,0,-.86582541,-.88769621,-.52903235,-.59193993,2.2093298,.67771184,-3.4292953,-3.1264284,3245,1236,779,1355,6
BU06873144,Dauwendaele I,WK068731,GM0687,Middelburg,3,NEE,4337,2,1681,2,7520,3065,1545,1520,18,13,27,26,16,52,32,12,4,35,12,20,7,1480,44,21,35,"2,1",14,28,2,2,3,5,16,0,25,20,10,0,25,30,10,115,1468,124,63,37,97,33,67,62,5,0,100,0,3,1020,820,1080,1270,1490,1770,970,1130,2080,1810,2200,2320,2430,2720,1930,2380,230,1170,900,58,92,8,2400,,19,56,7,58,6,16,17,200,60,300,450,"-99999999,0","24,0","28,8",28.8,"2,9",135,"15,1",270,88,1100,"0,7",2705,70,985,115,41,41,0,"0,6","0,9","6,7","9,8","8,3","0,6","1,1","2,0","3,0","3,0","8,3","0,0","1,0","1,0","0,7","0,9","7,3","13,4","0,7","6,1","49,1","64,2","2,2","1,0","2,0","2,0","1,8","0,0","22,9","27,5","0,4","1,9","44,0","54,1","0,7","1,5","43,2","50,7","1,0","12,0","35,9","81,6","0,3","4,0","14,1","30,9","0,3","2,0","11,3","29,0","0,3","2,0","7,6","19,3","0,9","3,4","8,0","10,0","0,9","2,6","5,0","7,0","2,8","1,0","2,0","3,0","0,9","1,2","1,7","70,4","4,5","96,6","2,1","2,2","8,1","0,0","1,0","1,0","2,1","2,8","2,2","6,6","8,0","10,0","2,2","3,0","6,0","6,0","2,6","1,0","3,0","7,0",2020BU06873144,2020,"3,97509546754099","-1,27169383602695e-01","4,96414729856476e-03","-5,97908706467944e-02","-4,08209036399195e-02","-4,83605406045324e-03","-2,66857025540930e-02",    61.3,     5.4,     9.4,50.299999,51,8,48.700001,    58.4,    11.8,"61,7","13,6",7520,16,44,33,58,28,14,7.5040784,9.7879286,1.9575857,6.5252852,50.407829,5.4,9.4,61.3,8,-.52059752,.45310393,.42710343,-.74250501,-.45403755,.54298985,.55671746,-1.3051432,-1.3900988,-1.251097,3.113415,1.114815,1.1027391,-1.4559102,2.1047194,1.1533661,.59270424,0,-1.6194277,-1.6603346,.30266243,.33865222,4.1401973,1.2700053,-3.2376873,-2.9517426,3248,430,153,3551,9
BU07150101,Binnenstad-Java,WK071501,GM0715,Terneuzen,1,NEE,4531,1,1288,3,3456,2675,1315,1360,7,7,22,29,35,40,34,16,10,25,9,40,15,1720,60,26,14,"1,5",21,11,1,1,0,1,7,0,30,130,40,55,75,70,45,450,1850,135,50,50,88,38,57,37,20,5,83,17,12,1010,780,1190,1270,1200,2340,940,1140,2130,1960,2230,2330,2400,3440,1900,2470,290,950,800,52,85,15,2400,,25,50,12,65,7,14,14,200,50,180,870,"-99999999,0","21,6","28,1",28.1,"14,9",70,"20,1",360,135,1270,"0,7",1637,80,1110,160,80,77,3,"0,6","0,8","3,3","4,0","4,2","0,6","4,5","1,0","1,0","2,0","4,5","1,0","1,0","1,0","0,4","3,9","7,4","8,0","0,3","14,7","26,7","29,0","0,4","2,0","2,0","2,5","0,3","14,3","16,2","17,2","0,3","11,2","16,4","19,0","0,3","23,1","29,9","31,2","0,7","5,0","8,0","15,9","0,6","1,9","8,3","11,0","0,6","2,0","9,7","13,0","1,2","0,5","5,6","9,0","1,9","2,3","4,0","4,0","1,9","2,3","4,0","4,0","1,9","1,0","2,0","2,0","1,5","2,1","27,6","73,1","1,1","99,3","0,6","0,6","0,6","1,0","1,0","1,0","10,8","0,7","21,9","0,0","0,0","11,0","0,6","2,0","2,0","2,0","0,6","1,0","1,0","4,9",2020BU07150101,2020,"3,99851525350514","-1,03749597638541e-01","1,72641965714372e-02","2,44113255697820e-02","1,06035978007288e-02","-1,65317532201555e-01","9,28881462106619e-03",    60.6,     5.8,     7.6,48.700001,52.5,8.5,48.799999,    58.3,    10.9,"58,5","13,5",3456,35,60,38,52,11,21,10.841122,6.728972,1.8691589,7.4766355,49.158878,5.8,7.6,60.6,8.5,.21870868,-.48573712,-.19248278,-.51879674,1.8664327,-.16786306,1.7259253,-1.208225,-1.1006565,-1.0125278,1.8263239,.93739539,1.5627782,-2.2890351,2.0153403,-.13925403,1.7913926,0,-.57417816,-.58868194,-.58355892,-.65295029,3.9826493,1.2216775,-3.3677032,-3.0702758,3263,478,1308,1222,7
BU07180209,Bloemenlaan e.o. West,WK071802,GM0718,Vlissingen,1,NEE,4382,1,3185,1,7521,1315,620,695,20,10,25,27,19,52,30,13,5,15,14,10,8,670,47,21,32,"2,0",17,35,14,4,3,2,11,0,5,5,5,0,5,15,5,50,669,108,69,31,97,27,73,67,5,0,99,1,3,930,780,910,1040,1040,1470,900,1010,1670,1470,1640,1770,1710,3100,1490,2140,130,470,370,54,91,9,1000,,,57,6,67,3,21,22,80,30,140,210,"-99999999,0","29,2","33,4",33.4,"3,0",45,"12,5",140,106,485,"0,7",2774,35,420,65,18,17,1,"0,5","3,4","7,8","10,0","0,8","0,5","0,8","1,0","3,0","3,0","0,8","1,0","1,0","1,0","1,0","0,6","10,0","14,0","0,5","17,8","43,0","51,2","1,4","1,0","2,0","2,0","0,3","3,6","21,0","23,0","0,3","9,2","45,1","52,3","0,6","2,2","43,7","51,3","0,9","19,6","40,2","80,0","0,4","3,8","13,9","20,7","0,3","5,3","14,9","25,7","0,5","4,6","9,7","14,5","2,1","2,0","2,5","10,0","2,1","2,0","2,0","7,0","2,1","1,0","1,0","3,0","1,2","1,2","3,3","75,5","2,4","101,7","1,3","1,7","1,2","1,0","1,0","1,0","2,0","0,8","1,0","7,0","7,0","10,0","1,3","3,0","6,0","6,0","1,6","1,0","2,0","7,0",2020BU07180209,2020,"3,95330645428544","-1,48958396858249e-01","8,23384901961890e-02","-1,54333651750392e-01","-5,73555498340640e-02","2,76475867591002e-02","-4,72552722290822e-02",    56.0,     6.2,     9.8,52.700001,54.400002,8.8000002,51.900002,    58.3,    12.5,"63,5","15,6",7521,19,47,27,54,35,17,9.885932,10.646388,2.2813687,6.0836501,47.148289,6.2,9.800000000000001,56,8.8000002,-1.2599037,.45333493,-1.1899067,-.96621329,-.08764752,1.0168918,.77594393,-1.446115,-1.183506,-1.53738,3.4746218,1.7644533,.88918006,-2.0113268,2.6920667,1.6856215,1.1064278,0,-1.9519678,-2.0012746,-.429602,-.48068625,2.9295988,.89865434,-3.79162,-3.4567535,3289,881,82,1585,4
BU09171300,Nieuw Lotbroek-Noord,WK091713,GM0917,Heerlen,1,NEE,6433,1,1526,2,1501,1740,860,875,12,9,21,32,26,38,45,8,9,15,9,15,9,840,36,34,30,"2,0",16,6,2,1,0,0,3,0,15,20,10,5,10,10,15,90,868,160,93,7,98,71,29,23,6,0,99,1,2,1170,940,1030,1150,1350,1940,970,1260,2710,1920,2600,2670,3040,3470,2090,2970,240,570,460,63,88,12,1500,,,43,13,43,12,6,5,160,30,40,420,"-99999999,0","9,6","12,7",12.7,"43,2",35,"10,4",155,89,1015,"1,2",879,75,920,95,122,116,7,"1,1","0,7","5,2","13,1","7,8","1,2","5,6","0,0","2,0","5,2","7,8","0,0","1,0","2,2","0,4","1,1","7,9","20,9","1,2","0,2","16,9","56,0","1,3","1,5","6,3","16,9","0,7","1,8","13,0","44,0","0,2","5,8","28,9","84,0","0,4","1,7","15,0","46,3","1,2","4,5","40,0","175,6","0,4","1,9","9,6","26,5","0,4","1,9","5,4","14,5","0,8","0,9","5,7","19,5","1,3","3,2","6,6","20,8","1,3","1,2","4,6","16,8","1,3","2,0","2,7","11,0","2,8","1,9","1,4","5,3","0,6","10,8","1,3","5,7","5,4","0,0","3,0","5,7","3,5","1,3","4,0","5,0","10,0","14,0","5,3","0,0","2,0","6,9","1,3","2,0","4,2","15,6",2020BU09171300,2020,"4,11405600323785","1,17911520941653e-02","1,59211421224602e-02","-2,06218659475340e-03","1,13520528972584e-02","-1,25455542139052e-02","-8,74302116894895e-04",    56.0,     6.7,     8.5,56.799999,61.5,13.9,59.099998,    64.1,    11.4,"61,6","12,8",1501,26,36,71,63,6,16,13.793103,2.2988505,1.7241379,9.1954021,49.425289,6.7,8.5,56,13.9,-.52059752,-.93736959,-.060320292,.71159875,.76726258,-.16786306,-.027886458,-.98795646,-.84461296,.56202888,-.037700903,.64642531,2.3939126,-.76163954,.049003799,-.51943642,.93518662,0,1.989218,2.0394659,1.4045267,1.5715399,-8.1555777,-2.5017233,4.4538856,4.0605292,3997,5152,5056,4925,5220
BU09172200,Heksenberg,WK091722,GM0917,Heerlen,1,NEE,6414,1,1217,3,3305,2350,1200,1150,14,11,24,33,18,43,41,9,6,20,9,20,7,1125,37,30,33,"2,1",19,8,2,1,0,1,4,0,40,40,10,5,30,40,30,195,1130,138,80,20,96,74,25,15,10,0,100,0,4,1220,900,1130,1410,1440,1910,1060,1280,2850,2030,2940,3080,3270,3480,2290,3040,210,940,700,64,88,12,1900,,,43,12,45,9,7,7,230,30,60,370,"-99999999,0","9,7","12,4",12.4,"30,3",45,"8,7",145,62,1335,"1,2",1874,155,1210,125,81,71,10,"1,3","0,2","5,2","22,3","6,4","1,3","3,5","1,0","2,0","4,1","6,4","0,0","1,0","2,0","1,3","0,1","8,5","29,6","0,4","2,2","19,4","105,2","3,6","6,0","6,0","15,0","0,5","1,7","20,0","86,5","0,3","2,6","27,9","138,8","0,4","1,3","15,6","99,0","3,0","9,9","22,5","157,4","0,4","1,1","12,3","40,8","0,4","1,0","5,7","28,7","0,4","1,0","8,7","26,7","2,4","5,2","17,5","20,0","2,4","5,2","13,9","16,0","2,8","0,7","9,3","11,0","4,0","2,9","3,6","3,7","3,9","13,6","1,7","3,9","3,6","2,0","3,0","5,0","2,2","1,8","4,3","6,0","10,0","14,0","3,8","2,0","2,0","6,0","2,9","3,1","4,0","14,0",2020BU09172200,2020,"4,03989625763197","-6,23685935117145e-02","2,37041915447495e-02","-5,04200177962906e-02","2,68452371128212e-03","-2,32208662027920e-02","-1,51164247686639e-02",    55.6,     6.2,     8.4,56.5,59.599998,13.8,56.200001,    67.0,    13.4,"62,9","13,4",3305,18,37,74,64,8,19,8.9361706,2.5531914,1.2765957,9.7872343,51.063831,6.2,8.4,55.6,13.8,.21870868,-.52062023,.75253642,.26418221,-.20977753,-.16786306,.04518903,-1.1817927,-1.2658846,.70517039,.069315962,-.25152338,2.6801016,-.62278539,.010698539,-.36736345,1.4489102,0,1.2517916,1.283412,1.0902102,1.2198478,-7.9251838,-2.4310498,4.4050407,4.0159984,4004,5139,4806,4738,5218
BU09172401,Beersdal,WK091724,GM0917,Heerlen,1,NEE,6413,1,1268,3,1758,1600,805,795,14,10,23,34,19,43,43,9,5,15,8,20,13,755,35,34,31,"2,1",17,6,2,1,0,0,3,0,30,25,10,10,20,15,10,115,749,151,90,10,97,69,30,21,9,0,87,13,3,1270,1070,1170,1230,1490,2100,1140,1320,3020,2010,3080,2810,3080,4810,2510,3240,200,570,480,62,88,12,1300,,,43,12,44,11,6,7,140,30,40,270,"-99999999,0","9,5","12,6",12.6,"32,8",25,"7,0",90,56,930,"1,2",1024,130,840,90,91,91,0,"1,0","0,5","6,6","19,6","5,6","1,5","5,0","0,5","2,2","5,0","5,6","0,0","1,0","2,0","1,0","0,7","9,2","25,3","1,0","0,9","37,9","93,2","2,9","4,4","6,0","15,8","0,6","2,5","32,7","81,7","0,4","2,9","52,1","128,0","0,9","0,8","37,7","89,0","2,5","7,7","24,9","162,1","0,5","1,1","13,0","39,9","1,3","0,1","5,9","28,7","0,5","1,2","8,7","24,2","1,9","7,0","17,6","20,0","1,9","7,0","14,1","16,0","2,7","0,9","10,0","11,0","3,5","2,5","2,7","3,0","3,9","13,6","1,7","3,2","2,9","2,0","3,0","5,0","2,9","0,5","2,8","6,0","10,0","14,0","3,1","2,0","2,2","6,0","2,1","4,0","4,0","14,9",2020BU09172401,2020,"4,09235484735025","-9,91000379343396e-03","-5,78186436714654e-03","-2,31265989692748e-02","1,44645496287119e-02","-7,00183294770159e-03","1,15357428619767e-02",    56.1,     6.7,     9.1,56.900002,60.5,13.5,57.900002,    66.0,    14.8,"59,8","13,4",1758,19,35,69,62,6,17,12.5,2.5,1.875,8.75,50.3125,6.7,9.1,56.1,13.5,.21870868,-.87799895,.37981197,.48789048,-.08764752,-.40481403,-.10096195,-1.0672531,-.95677179,.46660119,.046935055,.94911504,2.1785319,-.90049362,.036235377,-.51943642,1.1064278,0,2.2470012,2.3037605,2.154932,2.4111764,-9.4603319,-2.9019566,4.625113,4.2166343,4006,5195,5106,5120,5222
BU09173400,Eikenderveld,WK091734,GM0917,Heerlen,1,NEE,6411,1,2029,2,6643,2545,1270,1275,13,9,29,29,19,50,29,16,6,15,6,25,10,1495,56,23,22,"1,7",20,18,4,1,1,2,9,0,20,20,10,5,20,25,20,120,1470,114,61,39,95,37,63,39,23,1,99,1,5,870,500,1020,1300,1630,2080,890,830,2250,1840,2460,2600,3070,2960,2130,2430,360,820,830,56,90,10,2100,,22,49,8,66,3,13,12,280,40,170,450,"-99999999,0","19,9","24,3",24.3,"4,1",35,"6,9",205,81,1145,"0,8",2989,60,1010,135,38,38,0,"1,4","0,0","9,4","19,8","3,6","1,3","3,6","1,0","3,0","5,0","3,6","1,0","1,0","2,0","0,9","0,8","9,6","25,0","0,3","10,1","51,7","90,5","0,9","3,2","7,0","15,0","0,3","4,1","42,0","72,1","0,3","12,1","62,8","103,0","0,8","3,7","54,0","88,3","1,0","5,0","29,9","174,2","0,4","1,1","21,6","40,4","1,6","0,0","17,3","28,5","0,4","1,0","9,2","21,6","1,7","13,0","14,4","20,1","1,7","11,0","12,4","16,1","1,8","7,0","7,7","11,1","1,8","0,6","1,0","1,2","4,1","14,1","1,4","1,5","1,2","2,1","3,0","5,0","5,7","1,7","0,6","6,0","10,0","14,0","1,0","2,0","3,0","6,0","1,3","3,3","6,0","15,0",2020BU09173400,2020,"3,84965767470680","-2,52607176436882e-01","-3,08104877153909e-02","-1,93576295571650e-01","-5,01908479534161e-02","6,90702078284844e-02","-4,70997530249097e-02",    48.6,    10.0,    12.8,61,64.300003,16,62.299999,    64.4,    15.5,"62,2","18,2",6643,19,56,37,56,18,20,14.145383,6.6797643,1.5717093,11.001965,49.901768,10,12.8,48.6,16,-.52059752,.25050461,.17605373,-1.0780674,-.08764752,-.87871599,1.4336233,-1.3932506,-.81405759,-1.0602416,1.8056191,.3405925,3.2675018,-1.7336185,1.5301405,.39300132,1.6201514,0,3.3227961,3.4067302,3.75367,4.2000213,-8.9180021,-2.7355969,4.6032462,4.1966987,4015,5177,5187,5209,5221
BU09174102,Heerlerbaan-West,WK091741,GM0917,Heerlen,1,NEE,6418,1,1301,3,1064,1480,700,775,13,8,16,27,37,34,47,5,14,5,3,55,37,720,39,35,26,"2,0",13,5,1,0,0,0,3,0,15,15,15,25,50,35,15,175,738,310,56,44,93,61,39,0,39,0,39,61,7,1030,90,1270,1440,1610,2220,160,1570,3270,2310,3270,3490,3510,4850,2380,3840,410,360,180,68,74,26,1200,,,34,30,33,28,4,4,40,20,10,520,"-99999999,0","5,3","6,9",6.9,"193,6",30,"10,1",155,105,770,"1,1",554,50,670,100,139,139,0,"1,1","0,4","9,8","16,8","2,0","1,1","2,0","1,1","2,9","3,9","2,0","1,0","1,0","1,9","0,9","1,3","11,7","24,0","0,8","2,1","36,9","83,1","3,0","3,0","6,2","14,0","0,7","1,3","29,7","68,0","0,8","1,8","42,1","92,6","0,3","2,5","42,5","83,8","2,3","9,1","18,6","167,7","0,8","0,9","18,6","36,9","0,8","0,7","13,9","26,1","1,2","0,2","7,4","17,2","1,8","5,2","12,8","20,4","1,8","3,2","10,8","16,9","1,8","5,2","7,0","11,6","2,2","1,3","3,5","3,5","5,7","17,7","1,3","2,9","1,9","3,0","3,0","5,0","2,9","2,1","1,0","6,0","8,3","14,0","2,9","2,1","3,0","6,0","2,8","3,0","6,0","13,0",2020BU09174102,2020,"4,28863055630085","1,86365705157168e-01","3,17598756455781e-03","3,92803244931772e-02","6,38195925259183e-02","1,48345208899784e-02","6,52552796835359e-02",    58.8,     4.8,     7.0,49.900002,58,12.7,55.400002,    53.3,     6.4,"59,1","11,9",1064,37,39,61,68,5,13,27.702703,.67567569,1.3513514,2.7027028,47.297298,4.8,7,58.8,12.7,.21870868,-1.0383227,-1.1159853,.93530703,2.1106927,-1.5895689,.19134001,.333655,.3618522,.084890485,-.72067046,-.10153358,-.74572569,-.067368783,-.69156456,-.59547287,.42146304,0,1.8476514,1.8943232,1.3271486,1.4849607,-10.05926,-3.0856779,5.0369635,4.5921111,4027,5210,5025,4879,5223
