"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Overgewicht_9";"Roker_11";"VoldoetAanAlcoholRichtlijn_12";"ErnstigZeerErnstigEenzaam_28"
"459190";"80200";"MW00000";"BU03941294";"2020JJ00";"    55.7";"     8.8";"    43.7";"     7.2"
"459194";"80200";"MW00000";"BU03941295";"2020JJ00";"    50.0";"     6.2";"    43.1";"     8.5"
"459198";"80200";"MW00000";"WK039413  ";"2020JJ00";"    51.4";"     8.8";"    42.2";"     6.9"
"459202";"80200";"MW00000";"BU03941397";"2020JJ00";"    51.1";"     9.0";"    41.9";"     7.0"
"459206";"80200";"MW00000";"BU03941398";"2020JJ00";"    53.9";"     7.0";"    44.0";"     6.6"
"459210";"80200";"MW00000";"BU03941399";"2020JJ00";"       .";"       .";"       .";"       ."
"459214";"80200";"MW00000";"WK039415  ";"2020JJ00";"    54.9";"     7.8";"    44.8";"     7.7"
"459218";"80200";"MW00000";"BU03941567";"2020JJ00";"    54.4";"     7.2";"    46.4";"     7.4"
"459222";"80200";"MW00000";"BU03941569";"2020JJ00";"    55.2";"     8.9";"    41.3";"     8.7"
"459226";"80200";"MW00000";"BU03941570";"2020JJ00";"    53.8";"     7.9";"    43.7";"     6.2"
"459230";"80200";"MW00000";"BU03941571";"2020JJ00";"    59.0";"     8.8";"    43.5";"     8.1"
"459234";"80200";"MW00000";"WK039416  ";"2020JJ00";"       .";"       .";"       .";"       ."
"459238";"80200";"MW00000";"BU03941663";"2020JJ00";"       .";"       .";"       .";"       ."
"459242";"80200";"MW00000";"WK039420  ";"2020JJ00";"    55.9";"     9.7";"    43.4";"     7.7"
"459246";"80200";"MW00000";"BU03942038";"2020JJ00";"    55.4";"     9.3";"    43.6";"     8.0"
"459250";"80200";"MW00000";"BU03942042";"2020JJ00";"    65.2";"    13.0";"    40.8";"     4.9"
"459254";"80200";"MW00000";"BU03942096";"2020JJ00";"    54.2";"    13.2";"    42.3";"     4.2"
"459258";"80200";"MW00000";"WK039421  ";"2020JJ00";"    49.5";"    10.4";"    44.8";"     7.0"
"459262";"80200";"MW00000";"BU03942120";"2020JJ00";"    49.3";"    12.2";"    46.1";"     7.8"
"459266";"80200";"MW00000";"BU03942121";"2020JJ00";"    48.8";"     4.0";"    40.4";"     4.1"
"459270";"80200";"MW00000";"BU03942128";"2020JJ00";"       .";"       .";"       .";"       ."
"459274";"80200";"MW00000";"WK039422  ";"2020JJ00";"    58.5";"     8.5";"    46.4";"     8.7"
"459278";"80200";"MW00000";"BU03942272";"2020JJ00";"    58.5";"     8.4";"    46.5";"     8.7"
"459282";"80200";"MW00000";"BU03942273";"2020JJ00";"    57.4";"    10.1";"    40.2";"     7.3"
"459286";"80200";"MW00000";"GM1655    ";"2020JJ00";"    63.4";"     9.1";"    54.9";"    10.2"
"459290";"80200";"MW00000";"WK165501  ";"2020JJ00";"    62.9";"     8.3";"    55.1";"     9.6"
"459294";"80200";"MW00000";"BU16550101";"2020JJ00";"    63.6";"     8.4";"    55.9";"     9.9"
"459298";"80200";"MW00000";"BU16550102";"2020JJ00";"    60.6";"     8.3";"    50.4";"     9.1"
"459302";"80200";"MW00000";"BU16550109";"2020JJ00";"    58.0";"     6.6";"    51.9";"     6.8"
"459306";"80200";"MW00000";"WK165502  ";"2020JJ00";"    69.8";"    11.6";"    55.6";"    11.0"
"459310";"80200";"MW00000";"BU16550201";"2020JJ00";"    69.8";"    11.9";"    55.0";"    11.3"
"459314";"80200";"MW00000";"BU16550209";"2020JJ00";"    71.4";"     6.0";"    67.0";"     5.6"
"459318";"80200";"MW00000";"WK165503  ";"2020JJ00";"    64.2";"     9.5";"    55.9";"    10.6"
"459322";"80200";"MW00000";"BU16550301";"2020JJ00";"    65.9";"    10.4";"    58.0";"    11.7"
"459326";"80200";"MW00000";"BU16550302";"2020JJ00";"    64.3";"     9.0";"    58.9";"    11.2"
"459330";"80200";"MW00000";"BU16550303";"2020JJ00";"    62.7";"     8.8";"    52.9";"     9.2"
"459334";"80200";"MW00000";"BU16550304";"2020JJ00";"    65.5";"    10.0";"    55.0";"    10.5"
"459338";"80200";"MW00000";"BU16550305";"2020JJ00";"    62.5";"     9.5";"    53.6";"    10.4"
"459342";"80200";"MW00000";"BU16550307";"2020JJ00";"    61.4";"     8.8";"    54.3";"     8.2"
"459346";"80200";"MW00000";"BU16550308";"2020JJ00";"    61.9";"     7.3";"    48.8";"     6.9"
"459350";"80200";"MW00000";"BU16550309";"2020JJ00";"    60.1";"     7.6";"    52.3";"     9.3"
"459354";"80200";"MW00000";"WK165504  ";"2020JJ00";"    61.1";"     8.5";"    52.8";"     9.8"
"459358";"80200";"MW00000";"BU16550401";"2020JJ00";"    61.6";"     8.8";"    53.0";"    10.3"
"459362";"80200";"MW00000";"BU16550402";"2020JJ00";"    60.0";"     7.4";"    53.9";"     7.7"
"459366";"80200";"MW00000";"BU16550403";"2020JJ00";"    58.8";"     6.2";"    54.7";"     7.4"
"459370";"80200";"MW00000";"BU16550408";"2020JJ00";"    58.4";"     7.7";"    48.4";"     8.6"
"459374";"80200";"MW00000";"BU16550409";"2020JJ00";"    58.6";"     7.4";"    53.7";"     7.8"
"459378";"80200";"MW00000";"WK165505  ";"2020JJ00";"    63.4";"     9.6";"    53.9";"    10.7"
"459382";"80200";"MW00000";"BU16550501";"2020JJ00";"    64.6";"    10.1";"    54.2";"    11.3"
"459386";"80200";"MW00000";"BU16550509";"2020JJ00";"    57.9";"     7.0";"    52.6";"     7.8"
"459390";"80200";"MW00000";"GM0160    ";"2020JJ00";"    63.1";"     8.9";"    55.1";"     9.1"
"459394";"80200";"MW00000";"WK016001  ";"2020JJ00";"    62.1";"     7.8";"    53.0";"     8.1"
"459398";"80200";"MW00000";"BU01600101";"2020JJ00";"    68.4";"    11.5";"    53.2";"     5.1"
"459402";"80200";"MW00000";"BU01600102";"2020JJ00";"    60.2";"     6.7";"    52.9";"     8.9"
"459406";"80200";"MW00000";"WK016002  ";"2020JJ00";"    58.0";"     7.8";"    45.2";"     6.4"
"459410";"80200";"MW00000";"BU01600201";"2020JJ00";"    58.0";"     7.8";"    45.2";"     6.4"
"459414";"80200";"MW00000";"WK016003  ";"2020JJ00";"       .";"       .";"       .";"       ."
"459418";"80200";"MW00000";"BU01600301";"2020JJ00";"       .";"       .";"       .";"       ."
"459422";"80200";"MW00000";"WK016004  ";"2020JJ00";"    60.4";"     8.4";"    51.6";"     8.0"
"459426";"80200";"MW00000";"BU01600401";"2020JJ00";"    61.4";"     7.8";"    50.2";"     7.1"
"459430";"80200";"MW00000";"BU01600402";"2020JJ00";"    56.7";"     6.2";"    56.4";"     8.2"
"459434";"80200";"MW00000";"BU01600403";"2020JJ00";"    62.3";"     8.5";"    54.0";"     8.7"
"459438";"80200";"MW00000";"BU01600404";"2020JJ00";"    58.1";"     9.7";"    46.7";"     8.0"
"459442";"80200";"MW00000";"BU01600405";"2020JJ00";"    55.8";"     6.6";"    53.9";"     5.6"
"459446";"80200";"MW00000";"BU01600406";"2020JJ00";"    61.6";"     9.4";"    47.4";"     7.3"
"459450";"80200";"MW00000";"BU01600407";"2020JJ00";"    59.6";"    10.4";"    48.2";"     8.4"
"459454";"80200";"MW00000";"WK016005  ";"2020JJ00";"    66.8";"     9.8";"    53.2";"     8.6"
"459458";"80200";"MW00000";"BU01600501";"2020JJ00";"    68.1";"    10.7";"    53.2";"     8.6"
"459462";"80200";"MW00000";"BU01600502";"2020JJ00";"    64.9";"     9.1";"    53.4";"     8.6"
"459466";"80200";"MW00000";"BU01600503";"2020JJ00";"    63.6";"     7.2";"    53.2";"     8.4"
"459470";"80200";"MW00000";"WK016006  ";"2020JJ00";"    65.5";"     8.1";"    45.2";"     6.0"
"459474";"80200";"MW00000";"BU01600601";"2020JJ00";"    65.5";"     8.1";"    45.2";"     6.0"
"459478";"80200";"MW00000";"WK016007  ";"2020JJ00";"    58.5";"     9.7";"    56.3";"    10.1"
"459482";"80200";"MW00000";"BU01600701";"2020JJ00";"    58.5";"     9.7";"    56.3";"    10.1"
"459486";"80200";"MW00000";"WK016008  ";"2020JJ00";"    65.7";"    11.0";"    51.9";"     9.4"
"459490";"80200";"MW00000";"BU01600801";"2020JJ00";"    61.7";"     8.1";"    56.4";"     7.0"
"459494";"80200";"MW00000";"BU01600802";"2020JJ00";"    63.8";"     9.5";"    51.5";"    10.4"
"459498";"80200";"MW00000";"BU01600803";"2020JJ00";"    67.1";"    12.8";"    52.8";"     9.9"
"459502";"80200";"MW00000";"BU01600804";"2020JJ00";"    66.7";"     9.3";"    47.9";"     6.9"
"459506";"80200";"MW00000";"BU01600805";"2020JJ00";"    66.1";"     9.5";"    44.3";"     7.9"
"459510";"80200";"MW00000";"WK016009  ";"2020JJ00";"    61.3";"     8.7";"    54.9";"     9.3"
"459514";"80200";"MW00000";"BU01600901";"2020JJ00";"    61.6";"     8.2";"    57.9";"     9.9"
"459518";"80200";"MW00000";"BU01600902";"2020JJ00";"    62.6";"     9.5";"    52.6";"     9.6"
"459522";"80200";"MW00000";"BU01600903";"2020JJ00";"    61.4";"     9.2";"    52.7";"     9.9"
"459526";"80200";"MW00000";"BU01600904";"2020JJ00";"    61.6";"     9.0";"    48.7";"     5.8"
"459530";"80200";"MW00000";"BU01600905";"2020JJ00";"    67.0";"    10.4";"    45.3";"     7.1"
"459534";"80200";"MW00000";"BU01600906";"2020JJ00";"    58.1";"    10.3";"    49.1";"     7.9"
"459538";"80200";"MW00000";"BU01600907";"2020JJ00";"    57.4";"     8.2";"    53.7";"     6.1"
"459542";"80200";"MW00000";"BU01600908";"2020JJ00";"    57.4";"     7.9";"    51.3";"     6.8"
"459546";"80200";"MW00000";"BU01600909";"2020JJ00";"    50.5";"     7.3";"    51.0";"     5.8"
"459550";"80200";"MW00000";"WK016010  ";"2020JJ00";"    61.8";"    11.4";"    57.4";"    12.5"
"459554";"80200";"MW00000";"BU01601001";"2020JJ00";"    61.8";"    11.4";"    57.4";"    12.5"
"459558";"80200";"MW00000";"WK016011  ";"2020JJ00";"    58.1";"     7.0";"    63.6";"     7.8"
"459562";"80200";"MW00000";"BU01601101";"2020JJ00";"    58.1";"     7.0";"    63.6";"     7.8"
"459566";"80200";"MW00000";"WK016012  ";"2020JJ00";"    64.3";"     7.9";"    55.1";"     8.7"
"459570";"80200";"MW00000";"BU01601201";"2020JJ00";"    64.0";"     7.5";"    60.4";"     9.9"
"459574";"80200";"MW00000";"BU01601202";"2020JJ00";"    64.8";"     8.6";"    47.3";"     7.0"
"459578";"80200";"MW00000";"WK016013  ";"2020JJ00";"    63.8";"     8.3";"    53.4";"     6.5"
"459582";"80200";"MW00000";"BU01601301";"2020JJ00";"    63.8";"     8.3";"    53.4";"     6.5"
"459586";"80200";"MW00000";"WK016014  ";"2020JJ00";"    57.4";"     7.8";"    49.2";"     7.3"
"459590";"80200";"MW00000";"BU01601401";"2020JJ00";"    57.4";"     7.8";"    49.2";"     7.3"
"459594";"80200";"MW00000";"WK016015  ";"2020JJ00";"    60.6";"    15.4";"    44.4";"    14.5"
"459598";"80200";"MW00000";"BU01601501";"2020JJ00";"    60.6";"    15.4";"    44.4";"    14.5"
"459602";"80200";"MW00000";"WK016016  ";"2020JJ00";"    62.2";"     9.3";"    54.9";"     7.5"
"459606";"80200";"MW00000";"BU01601601";"2020JJ00";"    62.2";"     9.3";"    54.9";"     7.5"
"459610";"80200";"MW00000";"WK016017  ";"2020JJ00";"    69.3";"    10.8";"    51.1";"     8.8"
"459614";"80200";"MW00000";"BU01601701";"2020JJ00";"    70.2";"    11.4";"    51.8";"     9.0"
"459618";"80200";"MW00000";"BU01601702";"2020JJ00";"    66.8";"     9.1";"    49.1";"     8.2"
"459622";"80200";"MW00000";"WK016018  ";"2020JJ00";"    63.2";"     9.6";"    43.3";"     7.0"
"459626";"80200";"MW00000";"BU01601801";"2020JJ00";"    63.2";"     9.6";"    43.3";"     7.0"
"459630";"80200";"MW00000";"WK016019  ";"2020JJ00";"    63.1";"    10.2";"    54.4";"     9.2"
"459634";"80200";"MW00000";"BU01601901";"2020JJ00";"    64.7";"    11.7";"    54.2";"     9.3"
"459638";"80200";"MW00000";"BU01601902";"2020JJ00";"    61.3";"     9.3";"    52.0";"    10.8"
"459642";"80200";"MW00000";"BU01601903";"2020JJ00";"    64.3";"    10.0";"    56.4";"     9.1"
"459646";"80200";"MW00000";"BU01601904";"2020JJ00";"    61.9";"     9.3";"    55.9";"     7.7"
"459650";"80200";"MW00000";"WK016020  ";"2020JJ00";"    64.4";"     8.4";"    57.0";"     7.3"
"459654";"80200";"MW00000";"BU01602001";"2020JJ00";"    64.1";"     8.4";"    56.9";"     7.4"
"459658";"80200";"MW00000";"BU01602002";"2020JJ00";"    65.9";"     8.2";"    57.3";"     6.9"
"459662";"80200";"MW00000";"WK016021  ";"2020JJ00";"    64.2";"     7.0";"    55.8";"     7.9"
"459666";"80200";"MW00000";"BU01602101";"2020JJ00";"    64.2";"     7.0";"    55.8";"     7.9"
"459670";"80200";"MW00000";"WK016022  ";"2020JJ00";"    60.8";"     7.2";"    57.6";"     6.8"
"459674";"80200";"MW00000";"BU01602201";"2020JJ00";"    60.8";"     7.2";"    57.6";"     6.8"
"459678";"80200";"MW00000";"WK016023  ";"2020JJ00";"    60.9";"     8.8";"    52.1";"     6.8"
"459682";"80200";"MW00000";"BU01602301";"2020JJ00";"    60.9";"     8.8";"    52.1";"     6.8"
"459686";"80200";"MW00000";"WK016024  ";"2020JJ00";"    62.2";"     7.7";"    59.8";"     7.8"
"459690";"80200";"MW00000";"BU01602401";"2020JJ00";"    62.8";"     6.7";"    60.5";"     8.5"
"459694";"80200";"MW00000";"BU01602402";"2020JJ00";"    61.4";"     9.1";"    58.9";"     6.9"
"459698";"80200";"MW00000";"WK016025  ";"2020JJ00";"    70.1";"    10.8";"    54.2";"     8.0"
"459702";"80200";"MW00000";"BU01602501";"2020JJ00";"    71.3";"    11.5";"    54.0";"     8.2"
"459706";"80200";"MW00000";"BU01602502";"2020JJ00";"    68.8";"    10.0";"    54.4";"     7.7"
"459710";"80200";"MW00000";"WK016026  ";"2020JJ00";"    63.9";"     9.3";"    55.6";"     8.9"
"459714";"80200";"MW00000";"BU01602601";"2020JJ00";"    64.0";"     9.3";"    56.7";"     9.4"
"459718";"80200";"MW00000";"BU01602602";"2020JJ00";"    60.8";"     7.4";"    64.5";"     9.0"
"459722";"80200";"MW00000";"BU01602603";"2020JJ00";"    65.1";"     5.8";"    53.1";"     6.2"
"459726";"80200";"MW00000";"BU01602604";"2020JJ00";"    63.3";"    10.4";"    47.0";"     6.4"
"459730";"80200";"MW00000";"WK016027  ";"2020JJ00";"    66.7";"     6.0";"    56.9";"     5.3"
"459734";"80200";"MW00000";"BU01602701";"2020JJ00";"    66.7";"     6.0";"    56.9";"     5.3"
"459738";"80200";"MW00000";"WK016028  ";"2020JJ00";"    62.9";"     8.8";"    57.5";"     9.9"
"459742";"80200";"MW00000";"BU01602801";"2020JJ00";"    63.8";"     9.2";"    62.9";"    12.4"
"459746";"80200";"MW00000";"BU01602802";"2020JJ00";"    60.5";"     6.6";"    57.1";"     8.3"
"459750";"80200";"MW00000";"BU01602803";"2020JJ00";"    64.7";"     9.5";"    56.0";"     8.8"
"459754";"80200";"MW00000";"BU01602804";"2020JJ00";"    63.1";"     9.5";"    59.0";"     9.6"
"459758";"80200";"MW00000";"BU01602805";"2020JJ00";"    58.8";"     6.4";"    58.2";"     7.8"
"459762";"80200";"MW00000";"BU01602806";"2020JJ00";"    62.5";"     9.1";"    51.0";"     8.1"
"459766";"80200";"MW00000";"BU01602807";"2020JJ00";"    62.0";"     8.9";"    48.2";"     8.9"
"459770";"80200";"MW00000";"BU01602808";"2020JJ00";"    63.5";"     8.8";"    55.2";"     9.4"
"459774";"80200";"MW00000";"BU01602809";"2020JJ00";"    63.3";"     8.3";"    66.8";"    12.3"
"459778";"80200";"MW00000";"WK016029  ";"2020JJ00";"    65.9";"     9.4";"    49.3";"     6.5"
"459782";"80200";"MW00000";"BU01602901";"2020JJ00";"    67.8";"     9.7";"    47.4";"     6.1"
"459786";"80200";"MW00000";"BU01602902";"2020JJ00";"    65.0";"     9.2";"    50.2";"     6.8"
"459790";"80200";"MW00000";"GM0243    ";"2020JJ00";"    59.7";"     9.2";"    59.1";"     9.4"
"459794";"80200";"MW00000";"WK024301  ";"2020JJ00";"    58.5";"    11.5";"    56.9";"     9.3"
"459798";"80200";"MW00000";"BU02430101";"2020JJ00";"    58.3";"    11.4";"    57.3";"     9.8"
"459802";"80200";"MW00000";"BU02430102";"2020JJ00";"    58.7";"    11.5";"    56.2";"     8.6"
"459806";"80200";"MW00000";"WK024302  ";"2020JJ00";"    57.3";"     8.8";"    47.9";"     5.6"
"459810";"80200";"MW00000";"BU02430201";"2020JJ00";"    57.3";"     8.7";"    48.0";"     5.5"
"459814";"80200";"MW00000";"BU02430202";"2020JJ00";"       .";"       .";"       .";"       ."
"459818";"80200";"MW00000";"BU02430203";"2020JJ00";"       .";"       .";"       .";"       ."
"459822";"80200";"MW00000";"BU02430204";"2020JJ00";"       .";"       .";"       .";"       ."
"459826";"80200";"MW00000";"WK024303  ";"2020JJ00";"    62.0";"     9.6";"    59.2";"     9.6"
"459830";"80200";"MW00000";"BU02430301";"2020JJ00";"    64.0";"    10.4";"    60.4";"    10.5"
"459834";"80200";"MW00000";"BU02430302";"2020JJ00";"    59.9";"     8.8";"    58.0";"     8.7"
"459838";"80200";"MW00000";"WK024304  ";"2020JJ00";"    55.8";"     8.6";"    54.6";"     7.4"
"459842";"80200";"MW00000";"BU02430401";"2020JJ00";"    57.6";"     9.6";"    54.8";"     8.3"
"459846";"80200";"MW00000";"BU02430402";"2020JJ00";"    53.2";"     7.2";"    54.3";"     6.2"
"459850";"80200";"MW00000";"WK024305  ";"2020JJ00";"    63.1";"    10.1";"    65.7";"    12.2"
"459854";"80200";"MW00000";"BU02430501";"2020JJ00";"    61.9";"     9.9";"    59.8";"     9.8"
"459858";"80200";"MW00000";"BU02430502";"2020JJ00";"    62.2";"    10.2";"    67.2";"    13.0"
"459862";"80200";"MW00000";"BU02430503";"2020JJ00";"    64.2";"    10.2";"    71.1";"    14.5"
"459866";"80200";"MW00000";"BU02430504";"2020JJ00";"    68.1";"    10.5";"    67.0";"    11.9"
"459870";"80200";"MW00000";"WK024306  ";"2020JJ00";"    59.4";"     8.7";"    54.4";"     7.4"
"459874";"80200";"MW00000";"BU02430601";"2020JJ00";"    57.7";"     7.4";"    54.3";"     7.1"
"459878";"80200";"MW00000";"BU02430602";"2020JJ00";"    60.5";"     9.7";"    54.5";"     7.7"
"459882";"80200";"MW00000";"WK024307  ";"2020JJ00";"    63.4";"    13.8";"    57.8";"    11.4"
"459886";"80200";"MW00000";"BU02430701";"2020JJ00";"    64.1";"    10.8";"    62.0";"    10.6"
"459890";"80200";"MW00000";"BU02430702";"2020JJ00";"    63.0";"    15.5";"    55.4";"    11.9"
"459894";"80200";"MW00000";"WK024308  ";"2020JJ00";"    59.3";"     9.1";"    60.3";"    10.0"
"459898";"80200";"MW00000";"BU02430801";"2020JJ00";"    56.0";"     7.7";"    65.5";"     9.9"
"459902";"80200";"MW00000";"BU02430802";"2020JJ00";"    64.7";"     9.7";"    65.8";"    12.3"
"459906";"80200";"MW00000";"BU02430803";"2020JJ00";"    59.1";"     9.4";"    57.9";"     8.9"
"459910";"80200";"MW00000";"BU02430804";"2020JJ00";"    57.7";"     8.2";"    55.6";"     8.5"
"459914";"80200";"MW00000";"BU02430805";"2020JJ00";"    58.5";"     8.8";"    53.3";"     9.2"
"459918";"80200";"MW00000";"BU02430806";"2020JJ00";"    63.5";"    12.1";"    55.4";"     9.0"
"459922";"80200";"MW00000";"BU02430807";"2020JJ00";"    61.5";"    10.7";"    72.9";"    15.1"
"459926";"80200";"MW00000";"BU02430808";"2020JJ00";"    66.8";"    13.6";"    59.4";"    13.8"
"459930";"80200";"MW00000";"WK024309  ";"2020JJ00";"    54.6";"     6.8";"    58.8";"     7.6"
"459934";"80200";"MW00000";"BU02430901";"2020JJ00";"    56.1";"     7.1";"    58.8";"     8.2"
"459938";"80200";"MW00000";"BU02430902";"2020JJ00";"    52.3";"     6.3";"    58.8";"     6.7"
"459942";"80200";"MW00000";"WK024310  ";"2020JJ00";"    61.5";"     9.9";"    61.5";"    10.8"
"459946";"80200";"MW00000";"BU02431001";"2020JJ00";"    53.8";"     6.7";"    55.1";"     6.6"
"459950";"80200";"MW00000";"BU02431002";"2020JJ00";"    57.3";"     8.9";"    62.1";"    10.9"
"459954";"80200";"MW00000";"BU02431003";"2020JJ00";"       .";"       .";"       .";"       ."
"459958";"80200";"MW00000";"BU02431004";"2020JJ00";"    65.2";"    12.4";"    65.6";"    13.5"
"459962";"80200";"MW00000";"BU02431005";"2020JJ00";"    64.2";"     9.4";"    61.1";"    10.3"
"459966";"80200";"MW00000";"BU02431006";"2020JJ00";"    66.8";"    12.8";"    66.2";"    14.0"
"459970";"80200";"MW00000";"WK024311  ";"2020JJ00";"    58.6";"     9.1";"    56.5";"     8.3"
"459974";"80200";"MW00000";"BU02431101";"2020JJ00";"    60.9";"    10.1";"    54.6";"     8.1"
"459978";"80200";"MW00000";"BU02431102";"2020JJ00";"    55.2";"     7.7";"    55.3";"     7.1"
"459982";"80200";"MW00000";"BU02431103";"2020JJ00";"    60.3";"     9.9";"    59.1";"     9.6"
"459986";"80200";"MW00000";"BU02431104";"2020JJ00";"       .";"       .";"       .";"       ."
"459990";"80200";"MW00000";"WK024312  ";"2020JJ00";"    58.9";"     8.4";"    56.8";"     8.2"
"459994";"80200";"MW00000";"BU02431201";"2020JJ00";"    60.1";"     7.7";"    58.0";"     8.5"
"459998";"80200";"MW00000";"BU02431202";"2020JJ00";"    56.9";"     7.1";"    55.1";"     7.9"
"460002";"80200";"MW00000";"BU02431203";"2020JJ00";"    57.7";"     8.3";"    52.0";"     7.7"
"460006";"80200";"MW00000";"BU02431204";"2020JJ00";"    64.5";"     9.8";"    58.1";"     8.5"
"460010";"80200";"MW00000";"BU02431205";"2020JJ00";"    56.7";"     8.2";"    60.0";"     8.8"
"460014";"80200";"MW00000";"BU02431206";"2020JJ00";"    57.9";"     7.9";"    55.2";"     7.3"
"460018";"80200";"MW00000";"BU02431207";"2020JJ00";"    62.0";"     9.8";"    56.8";"     8.7"
"460022";"80200";"MW00000";"BU02431210";"2020JJ00";"    49.8";"    13.9";"    57.6";"     5.3"
"460026";"80200";"MW00000";"BU02431211";"2020JJ00";"       .";"       .";"       .";"       ."
"460030";"80200";"MW00000";"BU02431212";"2020JJ00";"       .";"       .";"       .";"       ."
"460034";"80200";"MW00000";"BU02431213";"2020JJ00";"    58.8";"    10.7";"    43.5";"     6.7"
"460038";"80200";"MW00000";"WK024313  ";"2020JJ00";"       .";"       .";"       .";"       ."
"460042";"80200";"MW00000";"BU02431301";"2020JJ00";"       .";"       .";"       .";"       ."
"460046";"80200";"MW00000";"BU02431302";"2020JJ00";"       .";"       .";"       .";"       ."
"460050";"80200";"MW00000";"BU02431303";"2020JJ00";"       .";"       .";"       .";"       ."
"460054";"80200";"MW00000";"WK024314  ";"2020JJ00";"    58.5";"     8.0";"    54.3";"     7.8"
"460058";"80200";"MW00000";"BU02431401";"2020JJ00";"    59.7";"     8.2";"    54.6";"     8.4"
"460062";"80200";"MW00000";"BU02431402";"2020JJ00";"    54.6";"     7.5";"    52.6";"     5.0"
"460066";"80200";"MW00000";"BU02431403";"2020JJ00";"    52.3";"     5.4";"    55.8";"     8.0"
"460070";"80200";"MW00000";"WK024315  ";"2020JJ00";"    57.8";"     8.1";"    56.2";"     6.7"
"460074";"80200";"MW00000";"BU02431501";"2020JJ00";"    59.7";"     8.0";"    58.1";"     7.1"
"460078";"80200";"MW00000";"BU02431502";"2020JJ00";"    57.3";"    10.3";"    57.4";"     9.5"
"460082";"80200";"MW00000";"BU02431503";"2020JJ00";"    53.3";"     7.9";"    61.9";"     6.8"
"460086";"80200";"MW00000";"BU02431504";"2020JJ00";"    57.1";"     7.2";"    58.3";"     6.1"
"460090";"80200";"MW00000";"BU02431505";"2020JJ00";"    60.4";"    10.7";"    51.0";"     7.3"
"460094";"80200";"MW00000";"BU02431506";"2020JJ00";"    50.8";"     5.8";"    53.5";"     4.9"
"460098";"80200";"MW00000";"GM0523    ";"2020JJ00";"    61.9";"     8.2";"    62.5";"     9.4"
"460102";"80200";"MW00000";"WK052301  ";"2020JJ00";"    62.3";"     8.1";"    61.6";"     8.6"
"460106";"80200";"MW00000";"BU05230101";"2020JJ00";"    58.1";"     6.6";"    64.1";"     9.5"
"460110";"80200";"MW00000";"BU05230102";"2020JJ00";"    62.4";"     8.1";"    61.5";"     9.1"
"460114";"80200";"MW00000";"BU05230103";"2020JJ00";"    65.6";"     7.9";"    62.8";"     8.0"
"460118";"80200";"MW00000";"BU05230104";"2020JJ00";"       .";"       .";"       .";"       ."
"460122";"80200";"MW00000";"BU05230105";"2020JJ00";"    58.3";"     9.1";"    54.7";"     6.4"
"460126";"80200";"MW00000";"BU05230106";"2020JJ00";"       .";"       .";"       .";"       ."
"460130";"80200";"MW00000";"BU05230107";"2020JJ00";"    62.0";"     7.4";"    63.4";"     8.0"
"460134";"80200";"MW00000";"BU05230108";"2020JJ00";"    64.2";"    12.6";"    56.3";"     7.5"
"460138";"80200";"MW00000";"WK052302  ";"2020JJ00";"    62.2";"     8.1";"    65.4";"    11.2"
"460142";"80200";"MW00000";"BU05230201";"2020JJ00";"       .";"       .";"       .";"       ."
"460146";"80200";"MW00000";"BU05230202";"2020JJ00";"    62.2";"     8.1";"    65.6";"    11.2"
"460150";"80200";"MW00000";"WK052303  ";"2020JJ00";"    62.6";"     8.8";"    63.1";"     9.7"
"460154";"80200";"MW00000";"BU05230301";"2020JJ00";"    66.2";"    10.0";"    63.7";"    10.6"
"460158";"80200";"MW00000";"BU05230302";"2020JJ00";"    63.1";"     8.1";"    68.7";"    11.6"
"460162";"80200";"MW00000";"BU05230303";"2020JJ00";"    58.9";"     8.5";"    57.2";"     6.7"
"460166";"80200";"MW00000";"BU05230304";"2020JJ00";"       .";"       .";"       .";"       ."
"460170";"80200";"MW00000";"BU05230305";"2020JJ00";"    55.4";"     7.2";"    58.3";"     6.4"
"460174";"80200";"MW00000";"BU05230306";"2020JJ00";"    61.8";"     9.6";"    51.3";"     6.1"
"460178";"80200";"MW00000";"BU05230307";"2020JJ00";"       .";"       .";"       .";"       ."
"460182";"80200";"MW00000";"BU05230308";"2020JJ00";"       .";"       .";"       .";"       ."
"460186";"80200";"MW00000";"BU05230309";"2020JJ00";"       .";"       .";"       .";"       ."
"460190";"80200";"MW00000";"BU05230310";"2020JJ00";"       .";"       .";"       .";"       ."
"460194";"80200";"MW00000";"WK052304  ";"2020JJ00";"    60.3";"     7.9";"    60.1";"     8.2"
"460198";"80200";"MW00000";"BU05230401";"2020JJ00";"    60.3";"     8.1";"    60.6";"     8.8"
"460202";"80200";"MW00000";"BU05230402";"2020JJ00";"    59.4";"     6.2";"    56.8";"     6.4"
"460206";"80200";"MW00000";"BU05230403";"2020JJ00";"    61.6";"     7.1";"    59.4";"     6.3"
"460210";"80200";"MW00000";"BU05230404";"2020JJ00";"       .";"       .";"       .";"       ."
"460214";"80200";"MW00000";"BU05230405";"2020JJ00";"    52.5";"    12.9";"    56.4";"     9.3"
"460218";"80200";"MW00000";"GM0072    ";"2020JJ00";"    59.7";"    11.6";"    56.9";"     7.6"
"460222";"80200";"MW00000";"WK007200  ";"2020JJ00";"    59.7";"    11.5";"    57.2";"     7.8"
"460226";"80200";"MW00000";"BU00720001";"2020JJ00";"    58.2";"     9.9";"    61.2";"     9.1"
