"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Overgewicht_9";"Roker_11";"VoldoetAanAlcoholRichtlijn_12";"ErnstigZeerErnstigEenzaam_28"
"444874";"80200";"MW00000";"BU07570006";"2020JJ00";"    61.6";"     9.6";"    42.2";"     8.9"
"444878";"80200";"MW00000";"BU07570007";"2020JJ00";"    66.2";"     5.4";"    31.4";"     4.8"
"444882";"80200";"MW00000";"BU07570008";"2020JJ00";"    58.0";"     7.8";"    36.5";"     6.4"
"444886";"80200";"MW00000";"BU07570009";"2020JJ00";"    45.7";"    10.1";"    45.8";"     5.7"
"444890";"80200";"MW00000";"WK075701  ";"2020JJ00";"    57.6";"     7.2";"    45.4";"     6.9"
"444894";"80200";"MW00000";"BU07570100";"2020JJ00";"    58.7";"     7.5";"    46.3";"     6.8"
"444898";"80200";"MW00000";"BU07570109";"2020JJ00";"    54.8";"     6.7";"    43.2";"     7.1"
"444902";"80200";"MW00000";"WK075702  ";"2020JJ00";"    59.4";"     7.5";"    47.5";"     8.6"
"444906";"80200";"MW00000";"BU07570200";"2020JJ00";"    59.8";"     7.6";"    47.8";"     8.9"
"444910";"80200";"MW00000";"BU07570206";"2020JJ00";"    59.2";"     6.7";"    42.4";"     5.9"
"444914";"80200";"MW00000";"BU07570207";"2020JJ00";"    58.3";"     5.6";"    51.2";"     9.0"
"444918";"80200";"MW00000";"BU07570208";"2020JJ00";"    54.8";"     7.7";"    46.2";"     6.7"
"444922";"80200";"MW00000";"BU07570209";"2020JJ00";"    58.3";"     7.2";"    41.4";"     5.3"
"444926";"80200";"MW00000";"WK075730  ";"2020JJ00";"    56.4";"     9.2";"    50.3";"     8.3"
"444930";"80200";"MW00000";"BU07573000";"2020JJ00";"    56.4";"     9.2";"    50.3";"     8.3"
"444934";"80200";"MW00000";"WK075731  ";"2020JJ00";"    49.2";"     7.2";"    47.8";"     6.8"
"444938";"80200";"MW00000";"BU07573100";"2020JJ00";"    49.2";"     7.2";"    47.8";"     6.8"
"444942";"80200";"MW00000";"GM0758    ";"2020JJ00";"    58.2";"    10.9";"    51.4";"    11.8"
"444946";"80200";"MW00000";"WK075800  ";"2020JJ00";"    56.4";"    14.6";"    47.7";"    13.3"
"444950";"80200";"MW00000";"BU07580001";"2020JJ00";"    55.4";"    15.5";"    48.1";"    13.6"
"444954";"80200";"MW00000";"BU07580002";"2020JJ00";"    54.2";"    11.4";"    44.5";"    11.2"
"444958";"80200";"MW00000";"BU07580003";"2020JJ00";"    65.5";"    22.6";"    58.3";"    17.5"
"444962";"80200";"MW00000";"BU07580004";"2020JJ00";"    59.5";"    17.0";"    54.1";"    17.1"
"444966";"80200";"MW00000";"BU07580005";"2020JJ00";"    54.8";"    15.4";"    47.0";"    13.6"
"444970";"80200";"MW00000";"BU07580006";"2020JJ00";"    55.4";"    13.8";"    42.9";"    11.5"
"444974";"80200";"MW00000";"WK075801  ";"2020JJ00";"    64.3";"    13.9";"    59.1";"    14.7"
"444978";"80200";"MW00000";"BU07580100";"2020JJ00";"    61.6";"    11.7";"    51.1";"    11.7"
"444982";"80200";"MW00000";"BU07580101";"2020JJ00";"    63.3";"    14.8";"    58.4";"    15.1"
"444986";"80200";"MW00000";"BU07580102";"2020JJ00";"    65.1";"    14.5";"    60.1";"    14.7"
"444990";"80200";"MW00000";"BU07580103";"2020JJ00";"    65.1";"    16.2";"    65.1";"    17.2"
"444994";"80200";"MW00000";"BU07580104";"2020JJ00";"    65.7";"    12.3";"    57.9";"    13.4"
"444998";"80200";"MW00000";"BU07580105";"2020JJ00";"    56.5";"     9.4";"    44.0";"    12.3"
"445002";"80200";"MW00000";"BU07580106";"2020JJ00";"    64.3";"    14.0";"    62.3";"    16.9"
"445006";"80200";"MW00000";"BU07580107";"2020JJ00";"    60.8";"    10.0";"    45.7";"    10.3"
"445010";"80200";"MW00000";"WK075802  ";"2020JJ00";"    57.2";"    10.6";"    51.7";"    12.4"
"445014";"80200";"MW00000";"BU07580200";"2020JJ00";"    60.5";"    12.2";"    53.7";"    13.6"
"445018";"80200";"MW00000";"BU07580201";"2020JJ00";"    52.1";"     7.6";"    47.7";"     9.9"
"445022";"80200";"MW00000";"BU07580202";"2020JJ00";"    51.1";"    11.0";"    42.4";"     9.7"
"445026";"80200";"MW00000";"BU07580203";"2020JJ00";"    59.1";"    10.1";"    56.1";"    13.9"
"445030";"80200";"MW00000";"BU07580204";"2020JJ00";"    49.8";"     5.8";"    50.4";"     8.1"
"445034";"80200";"MW00000";"BU07580205";"2020JJ00";"    69.3";"    18.4";"    57.7";"    14.6"
"445038";"80200";"MW00000";"WK075803  ";"2020JJ00";"    53.8";"     9.1";"    49.6";"    11.1"
"445042";"80200";"MW00000";"BU07580300";"2020JJ00";"    52.9";"    10.0";"    46.2";"     9.7"
"445046";"80200";"MW00000";"BU07580301";"2020JJ00";"    56.7";"     9.5";"    54.1";"    12.7"
"445050";"80200";"MW00000";"BU07580302";"2020JJ00";"    52.4";"     8.6";"    52.0";"    12.1"
"445054";"80200";"MW00000";"BU07580303";"2020JJ00";"    50.8";"     8.4";"    42.6";"     9.1"
"445058";"80200";"MW00000";"BU07580309";"2020JJ00";"    52.5";"     6.5";"    44.0";"     5.6"
"445062";"80200";"MW00000";"WK075804  ";"2020JJ00";"    52.8";"     9.9";"    48.5";"    11.3"
"445066";"80200";"MW00000";"BU07580400";"2020JJ00";"    53.9";"    11.0";"    47.1";"    11.1"
"445070";"80200";"MW00000";"BU07580401";"2020JJ00";"    51.1";"     8.2";"    50.8";"    11.8"
"445074";"80200";"MW00000";"WK075805  ";"2020JJ00";"    62.2";"    13.6";"    53.4";"    12.6"
"445078";"80200";"MW00000";"BU07580500";"2020JJ00";"    65.1";"    19.1";"    54.5";"    15.2"
"445082";"80200";"MW00000";"BU07580501";"2020JJ00";"    65.5";"    16.7";"    57.3";"    14.7"
"445086";"80200";"MW00000";"BU07580502";"2020JJ00";"    65.6";"    18.4";"    55.2";"    14.1"
"445090";"80200";"MW00000";"BU07580503";"2020JJ00";"    60.3";"    10.5";"    52.1";"    11.9"
"445094";"80200";"MW00000";"BU07580504";"2020JJ00";"    62.0";"    12.6";"    53.5";"    12.3"
"445098";"80200";"MW00000";"BU07580505";"2020JJ00";"    51.2";"     9.6";"    41.7";"     5.9"
"445102";"80200";"MW00000";"BU07580506";"2020JJ00";"       .";"       .";"       .";"       ."
"445106";"80200";"MW00000";"BU07580507";"2020JJ00";"    50.1";"     5.5";"    49.6";"     8.0"
"445110";"80200";"MW00000";"BU07580508";"2020JJ00";"    55.1";"     7.2";"    46.7";"     7.2"
"445114";"80200";"MW00000";"BU07580509";"2020JJ00";"    57.7";"     7.1";"    45.7";"     6.8"
"445118";"80200";"MW00000";"WK075806  ";"2020JJ00";"    62.7";"    11.5";"    49.9";"    11.5"
"445122";"80200";"MW00000";"BU07580600";"2020JJ00";"    61.4";"    11.7";"    44.0";"    10.8"
"445126";"80200";"MW00000";"BU07580601";"2020JJ00";"    65.5";"    12.1";"    47.6";"    10.0"
"445130";"80200";"MW00000";"BU07580602";"2020JJ00";"    65.9";"    13.3";"    50.1";"    13.2"
"445134";"80200";"MW00000";"BU07580603";"2020JJ00";"    61.8";"    10.4";"    49.6";"    10.5"
"445138";"80200";"MW00000";"BU07580604";"2020JJ00";"    62.0";"    11.9";"    54.8";"    12.8"
"445142";"80200";"MW00000";"BU07580605";"2020JJ00";"    61.3";"    10.4";"    52.7";"    11.6"
"445146";"80200";"MW00000";"BU07580606";"2020JJ00";"    62.9";"    10.3";"    49.7";"    11.1"
"445150";"80200";"MW00000";"BU07580607";"2020JJ00";"    71.2";"     6.8";"    55.3";"     8.4"
"445154";"80200";"MW00000";"BU07580609";"2020JJ00";"    56.5";"     7.9";"    45.5";"     9.6"
"445158";"80200";"MW00000";"WK075807  ";"2020JJ00";"    55.8";"     8.2";"    47.5";"     9.6"
"445162";"80200";"MW00000";"BU07580700";"2020JJ00";"    56.1";"     8.5";"    47.7";"     9.9"
"445166";"80200";"MW00000";"BU07580701";"2020JJ00";"    55.8";"     7.8";"    48.1";"     9.4"
"445170";"80200";"MW00000";"BU07580709";"2020JJ00";"    52.1";"     5.4";"    42.2";"     6.4"
"445174";"80200";"MW00000";"WK075808  ";"2020JJ00";"    51.8";"     7.5";"    50.7";"    10.2"
"445178";"80200";"MW00000";"BU07580800";"2020JJ00";"    52.0";"     7.5";"    51.0";"    10.2"
"445182";"80200";"MW00000";"BU07580809";"2020JJ00";"    48.7";"     8.1";"    44.5";"     9.6"
"445186";"80200";"MW00000";"WK075809  ";"2020JJ00";"    56.6";"     7.1";"    50.4";"     9.4"
"445190";"80200";"MW00000";"BU07580900";"2020JJ00";"    56.7";"     7.1";"    50.4";"     9.5"
"445194";"80200";"MW00000";"BU07580909";"2020JJ00";"    55.3";"     7.2";"    50.9";"     7.9"
"445198";"80200";"MW00000";"WK075810  ";"2020JJ00";"    54.6";"     7.9";"    48.2";"     9.9"
"445202";"80200";"MW00000";"BU07581000";"2020JJ00";"    54.6";"     7.9";"    48.3";"    10.0"
"445206";"80200";"MW00000";"BU07581008";"2020JJ00";"    56.5";"     7.6";"    47.0";"     8.4"
"445210";"80200";"MW00000";"BU07581009";"2020JJ00";"    52.8";"     6.8";"    44.3";"     6.8"
"445214";"80200";"MW00000";"GM0501    ";"2020JJ00";"    60.9";"     9.4";"    52.3";"    10.2"
"445218";"80200";"MW00000";"WK050100  ";"2020JJ00";"    61.0";"     9.5";"    52.9";"    10.7"
"445222";"80200";"MW00000";"BU05010000";"2020JJ00";"    58.7";"    10.4";"    52.5";"    10.7"
"445226";"80200";"MW00000";"BU05010001";"2020JJ00";"    60.3";"     8.0";"    57.6";"    12.3"
"445230";"80200";"MW00000";"BU05010002";"2020JJ00";"    62.0";"     9.3";"    50.4";"    10.3"
"445234";"80200";"MW00000";"BU05010003";"2020JJ00";"    63.8";"     9.7";"    53.9";"    11.8"
"445238";"80200";"MW00000";"BU05010004";"2020JJ00";"    59.4";"     7.9";"    47.3";"     8.8"
"445242";"80200";"MW00000";"BU05010005";"2020JJ00";"    63.3";"     9.6";"    51.0";"     9.1"
"445246";"80200";"MW00000";"BU05010006";"2020JJ00";"    59.8";"    10.3";"    53.6";"    10.6"
"445250";"80200";"MW00000";"BU05010009";"2020JJ00";"    61.2";"     7.8";"    46.8";"     6.8"
"445254";"80200";"MW00000";"WK050101  ";"2020JJ00";"    59.2";"     9.3";"    48.1";"     8.6"
"445258";"80200";"MW00000";"BU05010100";"2020JJ00";"    60.7";"     9.7";"    48.5";"     9.0"
"445262";"80200";"MW00000";"BU05010109";"2020JJ00";"    54.6";"     8.1";"    46.9";"     7.4"
"445266";"80200";"MW00000";"WK050102  ";"2020JJ00";"    61.2";"     8.7";"    51.9";"     7.8"
"445270";"80200";"MW00000";"BU05010200";"2020JJ00";"    64.1";"     9.6";"    50.7";"     9.0"
"445274";"80200";"MW00000";"BU05010201";"2020JJ00";"    61.9";"     7.9";"    53.3";"     7.7"
"445278";"80200";"MW00000";"BU05010202";"2020JJ00";"    55.1";"    10.4";"    51.3";"     7.1"
"445282";"80200";"MW00000";"BU05010209";"2020JJ00";"    56.0";"     8.8";"    49.9";"     6.6"
"445286";"80200";"MW00000";"WK050103  ";"2020JJ00";"       .";"       .";"       .";"       ."
"445290";"80200";"MW00000";"BU05010300";"2020JJ00";"       .";"       .";"       .";"       ."
"445294";"80200";"MW00000";"GM1876    ";"2020JJ00";"    58.6";"     7.8";"    51.5";"     8.0"
"445298";"80200";"MW00000";"WK187600  ";"2020JJ00";"    59.5";"     7.6";"    51.8";"     8.4"
"445302";"80200";"MW00000";"BU18760000";"2020JJ00";"    60.8";"     7.8";"    52.7";"     9.2"
"445306";"80200";"MW00000";"BU18760001";"2020JJ00";"    59.0";"     8.0";"    51.9";"     8.1"
"445310";"80200";"MW00000";"BU18760002";"2020JJ00";"    51.6";"     6.0";"    50.1";"     7.0"
"445314";"80200";"MW00000";"BU18760004";"2020JJ00";"    61.1";"     6.6";"    48.2";"     6.4"
"445318";"80200";"MW00000";"BU18760005";"2020JJ00";"    58.9";"     8.9";"    52.4";"     8.4"
"445322";"80200";"MW00000";"BU18760006";"2020JJ00";"    56.2";"     6.2";"    49.7";"     6.3"
"445326";"80200";"MW00000";"BU18760007";"2020JJ00";"    54.5";"     6.8";"    46.4";"     5.9"
"445330";"80200";"MW00000";"BU18760008";"2020JJ00";"    55.1";"     9.2";"    51.9";"     7.8"
"445334";"80200";"MW00000";"BU18760009";"2020JJ00";"    60.6";"     7.0";"    51.6";"     6.4"
"445338";"80200";"MW00000";"WK187601  ";"2020JJ00";"    59.7";"     7.8";"    51.3";"     8.3"
"445342";"80200";"MW00000";"BU18760100";"2020JJ00";"    60.9";"     7.9";"    52.8";"     9.2"
"445346";"80200";"MW00000";"BU18760101";"2020JJ00";"    60.3";"     8.8";"    49.2";"     7.2"
"445350";"80200";"MW00000";"BU18760102";"2020JJ00";"    59.9";"     8.8";"    52.3";"     7.0"
"445354";"80200";"MW00000";"BU18760103";"2020JJ00";"    57.4";"     6.7";"    48.2";"     6.7"
"445358";"80200";"MW00000";"BU18760104";"2020JJ00";"    58.0";"     8.5";"    49.4";"     7.7"
"445362";"80200";"MW00000";"BU18760105";"2020JJ00";"    57.3";"     7.4";"    50.0";"     7.1"
"445366";"80200";"MW00000";"WK187602  ";"2020JJ00";"    57.7";"     7.5";"    51.8";"     8.2"
"445370";"80200";"MW00000";"BU18760200";"2020JJ00";"    58.4";"     7.7";"    53.9";"     9.2"
"445374";"80200";"MW00000";"BU18760201";"2020JJ00";"    58.6";"     7.1";"    40.7";"     5.6"
"445378";"80200";"MW00000";"BU18760202";"2020JJ00";"    58.9";"     7.8";"    49.9";"     6.7"
"445382";"80200";"MW00000";"BU18760203";"2020JJ00";"    59.1";"     8.5";"    57.7";"     6.3"
"445386";"80200";"MW00000";"BU18760204";"2020JJ00";"    55.9";"     7.5";"    50.2";"     6.4"
"445390";"80200";"MW00000";"BU18760207";"2020JJ00";"    57.8";"     7.7";"    47.6";"     6.3"
"445394";"80200";"MW00000";"BU18760208";"2020JJ00";"    56.8";"     6.5";"    47.4";"     7.4"
"445398";"80200";"MW00000";"BU18760209";"2020JJ00";"    54.7";"     6.9";"    48.5";"     6.8"
"445402";"80200";"MW00000";"WK187603  ";"2020JJ00";"    57.7";"     8.4";"    51.1";"     7.2"
"445406";"80200";"MW00000";"BU18760300";"2020JJ00";"    57.7";"     7.8";"    53.1";"     8.3"
"445410";"80200";"MW00000";"BU18760301";"2020JJ00";"    55.5";"     9.7";"    48.2";"     7.0"
"445414";"80200";"MW00000";"BU18760302";"2020JJ00";"    63.5";"     9.7";"    51.1";"     6.7"
"445418";"80200";"MW00000";"BU18760303";"2020JJ00";"    55.6";"     7.9";"    47.5";"     6.2"
"445422";"80200";"MW00000";"BU18760304";"2020JJ00";"    55.9";"     6.7";"    46.3";"     5.6"
"445426";"80200";"MW00000";"BU18760305";"2020JJ00";"    61.6";"     7.8";"    48.7";"     7.4"
"445430";"80200";"MW00000";"BU18760306";"2020JJ00";"    49.4";"    11.2";"    39.2";"     5.6"
"445434";"80200";"MW00000";"BU18760307";"2020JJ00";"    48.8";"     8.2";"    45.0";"     7.1"
"445438";"80200";"MW00000";"BU18760308";"2020JJ00";"    54.4";"    10.4";"    51.3";"     5.6"
"445442";"80200";"MW00000";"BU18760309";"2020JJ00";"    57.1";"     8.4";"    50.1";"     6.0"
"445446";"80200";"MW00000";"BU18760310";"2020JJ00";"    56.6";"     6.3";"    49.6";"     5.4"
"445450";"80200";"MW00000";"WK187604  ";"2020JJ00";"    57.1";"     7.7";"    51.4";"     7.4"
"445454";"80200";"MW00000";"BU18760400";"2020JJ00";"    58.8";"     7.9";"    55.2";"     8.8"
"445458";"80200";"MW00000";"BU18760401";"2020JJ00";"    54.6";"     6.5";"    51.9";"     6.5"
"445462";"80200";"MW00000";"BU18760402";"2020JJ00";"    53.6";"     7.6";"    49.1";"     6.2"
"445466";"80200";"MW00000";"BU18760403";"2020JJ00";"    62.1";"     8.8";"    47.7";"     7.7"
"445470";"80200";"MW00000";"BU18760404";"2020JJ00";"    55.2";"     7.1";"    54.6";"     7.5"
"445474";"80200";"MW00000";"BU18760405";"2020JJ00";"    55.0";"     6.9";"    52.4";"     8.0"
"445478";"80200";"MW00000";"BU18760406";"2020JJ00";"    54.6";"     8.5";"    46.9";"     6.1"
"445482";"80200";"MW00000";"BU18760407";"2020JJ00";"    59.3";"     7.1";"    55.4";"     6.5"
"445486";"80200";"MW00000";"BU18760408";"2020JJ00";"    57.2";"     7.2";"    51.7";"     6.9"
"445490";"80200";"MW00000";"BU18760409";"2020JJ00";"    52.8";"     6.8";"    50.3";"     7.4"
"445494";"80200";"MW00000";"BU18760410";"2020JJ00";"    55.9";"     7.6";"    48.4";"     6.8"
"445498";"80200";"MW00000";"GM0213    ";"2020JJ00";"    58.7";"     8.5";"    53.4";"     8.6"
"445502";"80200";"MW00000";"WK021301  ";"2020JJ00";"    54.4";"     8.1";"    52.2";"     6.8"
"445506";"80200";"MW00000";"BU02130100";"2020JJ00";"    58.2";"     8.6";"    47.7";"     6.3"
"445510";"80200";"MW00000";"BU02130101";"2020JJ00";"    52.0";"     8.6";"    53.8";"     7.6"
"445514";"80200";"MW00000";"BU02130102";"2020JJ00";"    52.3";"     5.3";"    58.7";"     5.1"
"445518";"80200";"MW00000";"WK021302  ";"2020JJ00";"    55.7";"     7.2";"    51.2";"     5.6"
"445522";"80200";"MW00000";"BU02130200";"2020JJ00";"    55.7";"     7.2";"    51.2";"     5.6"
"445526";"80200";"MW00000";"WK021303  ";"2020JJ00";"    58.8";"     8.4";"    53.9";"     9.1"
"445530";"80200";"MW00000";"BU02130300";"2020JJ00";"    57.3";"     6.8";"    56.8";"    10.2"
"445534";"80200";"MW00000";"BU02130301";"2020JJ00";"    61.8";"     9.3";"    54.4";"     9.3"
"445538";"80200";"MW00000";"BU02130302";"2020JJ00";"    62.7";"    10.4";"    56.1";"    11.4"
"445542";"80200";"MW00000";"BU02130303";"2020JJ00";"    59.3";"     7.8";"    55.7";"     9.9"
"445546";"80200";"MW00000";"BU02130304";"2020JJ00";"    53.5";"     6.2";"    46.5";"     5.9"
"445550";"80200";"MW00000";"BU02130305";"2020JJ00";"    53.4";"     6.5";"    48.8";"     6.9"
"445554";"80200";"MW00000";"BU02130306";"2020JJ00";"    59.8";"     9.0";"    53.0";"     6.8"
"445558";"80200";"MW00000";"BU02130307";"2020JJ00";"       .";"       .";"       .";"       ."
"445562";"80200";"MW00000";"BU02130308";"2020JJ00";"    47.2";"     7.2";"    47.4";"     5.5"
"445566";"80200";"MW00000";"BU02130309";"2020JJ00";"    63.8";"    10.9";"    54.2";"     9.4"
"445570";"80200";"MW00000";"BU02130310";"2020JJ00";"       .";"       .";"       .";"       ."
"445574";"80200";"MW00000";"BU02130311";"2020JJ00";"    64.0";"     5.9";"    42.5";"     4.5"
"445578";"80200";"MW00000";"BU02130312";"2020JJ00";"    53.9";"     6.4";"    51.8";"     5.8"
"445582";"80200";"MW00000";"BU02130313";"2020JJ00";"    49.5";"    10.5";"    49.1";"     9.9"
"445586";"80200";"MW00000";"BU02130314";"2020JJ00";"    49.3";"     6.8";"    50.6";"     5.9"
"445590";"80200";"MW00000";"BU02130315";"2020JJ00";"    53.1";"     6.9";"    50.5";"     6.9"
"445594";"80200";"MW00000";"BU02130316";"2020JJ00";"    57.2";"     8.4";"    48.3";"     5.5"
"445598";"80200";"MW00000";"BU02130317";"2020JJ00";"    51.4";"     6.5";"    49.4";"     7.3"
"445602";"80200";"MW00000";"WK021304  ";"2020JJ00";"    56.7";"     7.1";"    48.9";"     6.0"
"445606";"80200";"MW00000";"BU02130400";"2020JJ00";"    56.2";"     7.3";"    48.7";"     6.1"
"445610";"80200";"MW00000";"BU02130401";"2020JJ00";"    58.3";"     7.4";"    45.5";"     7.1"
"445614";"80200";"MW00000";"BU02130402";"2020JJ00";"    60.1";"     6.0";"    52.6";"     4.7"
"445618";"80200";"MW00000";"WK021305  ";"2020JJ00";"    56.0";"     7.3";"    57.7";"     6.0"
"445622";"80200";"MW00000";"BU02130500";"2020JJ00";"    57.5";"     7.0";"    59.7";"     6.7"
"445626";"80200";"MW00000";"BU02130501";"2020JJ00";"    54.6";"     8.3";"    55.7";"     6.0"
"445630";"80200";"MW00000";"BU02130502";"2020JJ00";"    56.5";"     5.9";"    58.9";"     5.3"
"445634";"80200";"MW00000";"WK021306  ";"2020JJ00";"    59.2";"     8.7";"    53.0";"     8.7"
"445638";"80200";"MW00000";"BU02130600";"2020JJ00";"    55.9";"     6.9";"    56.6";"     9.3"
"445642";"80200";"MW00000";"BU02130601";"2020JJ00";"    60.2";"     9.5";"    48.1";"     8.5"
"445646";"80200";"MW00000";"BU02130602";"2020JJ00";"    65.3";"    10.6";"    57.5";"     9.8"
"445650";"80200";"MW00000";"BU02130603";"2020JJ00";"    59.4";"     9.0";"    49.3";"     8.7"
"445654";"80200";"MW00000";"BU02130604";"2020JJ00";"    48.1";"     7.1";"    48.0";"     4.8"
"445658";"80200";"MW00000";"BU02130605";"2020JJ00";"    62.4";"     9.2";"    55.6";"    10.0"
"445662";"80200";"MW00000";"BU02130606";"2020JJ00";"    57.6";"     7.9";"    52.1";"     8.8"
"445666";"80200";"MW00000";"BU02130607";"2020JJ00";"    51.1";"     5.6";"    50.4";"     6.2"
"445670";"80200";"MW00000";"BU02130608";"2020JJ00";"    46.8";"     6.6";"    47.6";"     5.5"
"445674";"80200";"MW00000";"BU02130609";"2020JJ00";"    55.7";"     8.0";"    46.6";"     6.3"
"445678";"80200";"MW00000";"BU02130610";"2020JJ00";"    53.5";"     7.4";"    48.2";"     7.2"
"445682";"80200";"MW00000";"GM0899    ";"2020JJ00";"    64.8";"    13.3";"    59.4";"    13.5"
"445686";"80200";"MW00000";"WK089901  ";"2020JJ00";"    65.2";"    12.5";"    56.6";"    12.6"
"445690";"80200";"MW00000";"BU08990124";"2020JJ00";"    66.5";"    14.0";"    52.7";"    10.5"
"445694";"80200";"MW00000";"BU08990126";"2020JJ00";"    64.9";"    10.9";"    53.9";"    10.6"
"445698";"80200";"MW00000";"BU08990134";"2020JJ00";"    68.3";"    15.8";"    61.8";"    15.4"
"445702";"80200";"MW00000";"BU08990135";"2020JJ00";"    65.5";"    12.2";"    63.1";"    15.1"
"445706";"80200";"MW00000";"BU08990136";"2020JJ00";"    57.9";"     8.8";"    48.9";"     8.9"
"445710";"80200";"MW00000";"BU08990144";"2020JJ00";"    63.3";"    11.4";"    52.8";"    11.7"
"445714";"80200";"MW00000";"WK089902  ";"2020JJ00";"    65.5";"    14.3";"    60.5";"    13.9"
"445718";"80200";"MW00000";"BU08990201";"2020JJ00";"       .";"       .";"       .";"       ."
"445722";"80200";"MW00000";"BU08990202";"2020JJ00";"    60.8";"    10.9";"    50.8";"     8.9"
"445726";"80200";"MW00000";"BU08990203";"2020JJ00";"    67.7";"    16.7";"    61.3";"    14.7"
"445730";"80200";"MW00000";"BU08990204";"2020JJ00";"    60.1";"     9.0";"    56.6";"    10.7"
"445734";"80200";"MW00000";"BU08990205";"2020JJ00";"    67.3";"    11.5";"    65.0";"    12.5"
"445738";"80200";"MW00000";"BU08990207";"2020JJ00";"    67.8";"    18.9";"    63.5";"    17.3"
"445742";"80200";"MW00000";"BU08990208";"2020JJ00";"    65.4";"    13.2";"    60.0";"    15.2"
"445746";"80200";"MW00000";"BU08990209";"2020JJ00";"    65.8";"    15.4";"    57.7";"    14.1"
"445750";"80200";"MW00000";"BU08990225";"2020JJ00";"    64.4";"    11.6";"    58.5";"    10.3"
"445754";"80200";"MW00000";"BU08990242";"2020JJ00";"    65.2";"    10.6";"    54.5";"    12.7"
"445758";"80200";"MW00000";"BU08990243";"2020JJ00";"    67.3";"    14.4";"    70.8";"    17.2"
"445762";"80200";"MW00000";"WK089903  ";"2020JJ00";"    66.4";"    15.3";"    60.2";"    13.9"
"445766";"80200";"MW00000";"BU08990314";"2020JJ00";"       .";"       .";"       .";"       ."
"445770";"80200";"MW00000";"BU08990315";"2020JJ00";"    62.3";"    23.0";"    54.8";"    11.9"
"445774";"80200";"MW00000";"BU08990316";"2020JJ00";"    61.8";"    10.9";"    53.9";"    11.3"
"445778";"80200";"MW00000";"BU08990317";"2020JJ00";"    68.7";"    18.8";"    61.1";"    15.4"
"445782";"80200";"MW00000";"BU08990318";"2020JJ00";"    67.3";"    14.2";"    62.8";"    14.2"
"445786";"80200";"MW00000";"BU08990332";"2020JJ00";"       .";"       .";"       .";"       ."
"445790";"80200";"MW00000";"BU08990333";"2020JJ00";"    62.9";"     8.8";"    67.5";"    13.1"
"445794";"80200";"MW00000";"BU08990337";"2020JJ00";"       .";"       .";"       .";"       ."
"445798";"80200";"MW00000";"BU08990339";"2020JJ00";"       .";"       .";"       .";"       ."
"445802";"80200";"MW00000";"BU08990340";"2020JJ00";"       .";"       .";"       .";"       ."
"445806";"80200";"MW00000";"BU08990345";"2020JJ00";"    70.4";"    20.2";"    64.7";"    16.0"
"445810";"80200";"MW00000";"WK089904  ";"2020JJ00";"    66.5";"    12.8";"    55.6";"    11.6"
"445814";"80200";"MW00000";"BU08990428";"2020JJ00";"    56.4";"    10.2";"    55.6";"    16.3"
"445818";"80200";"MW00000";"BU08990429";"2020JJ00";"    66.5";"    12.7";"    54.5";"    10.5"
"445822";"80200";"MW00000";"BU08990430";"2020JJ00";"    68.6";"    13.5";"    56.7";"    11.7"
"445826";"80200";"MW00000";"BU08990431";"2020JJ00";"       .";"       .";"       .";"       ."
"445830";"80200";"MW00000";"BU08990438";"2020JJ00";"       .";"       .";"       .";"       ."
"445834";"80200";"MW00000";"BU08990441";"2020JJ00";"       .";"       .";"       .";"       ."
"445838";"80200";"MW00000";"WK089905  ";"2020JJ00";"    62.8";"    12.2";"    60.9";"    14.2"
"445842";"80200";"MW00000";"BU08990506";"2020JJ00";"    65.5";"    13.8";"    63.0";"    14.5"
"445846";"80200";"MW00000";"BU08990510";"2020JJ00";"    58.3";"    10.5";"    62.2";"    14.9"
"445850";"80200";"MW00000";"BU08990511";"2020JJ00";"    61.9";"     9.5";"    58.7";"    12.1"
"445854";"80200";"MW00000";"BU08990512";"2020JJ00";"    61.4";"    12.5";"    65.6";"    16.1"
"445858";"80200";"MW00000";"BU08990513";"2020JJ00";"    63.6";"    16.4";"    58.5";"    15.5"
"445862";"80200";"MW00000";"BU08990519";"2020JJ00";"    62.3";"    12.2";"    54.0";"    13.0"
"445866";"80200";"MW00000";"BU08990520";"2020JJ00";"    57.5";"    12.3";"    51.5";"    12.1"
"445870";"80200";"MW00000";"BU08990521";"2020JJ00";"    68.3";"    11.2";"    58.3";"    12.7"
"445874";"80200";"MW00000";"BU08990522";"2020JJ00";"    59.4";"    22.8";"    68.2";"    24.8"
"445878";"80200";"MW00000";"BU08990523";"2020JJ00";"    63.1";"    11.9";"    66.7";"    15.6"
"445882";"80200";"MW00000";"BU08990527";"2020JJ00";"    64.0";"    10.8";"    52.2";"    10.3"
"445886";"80200";"MW00000";"GM0312    ";"2020JJ00";"    50.7";"     7.1";"    54.4";"     7.6"
"445890";"80200";"MW00000";"WK031200  ";"2020JJ00";"    47.3";"     6.7";"    54.9";"     7.2"
"445894";"80200";"MW00000";"BU03120000";"2020JJ00";"    47.1";"     6.6";"    55.0";"     7.2"
"445898";"80200";"MW00000";"BU03120001";"2020JJ00";"    48.5";"     7.5";"    51.1";"     7.0"
"445902";"80200";"MW00000";"BU03120008";"2020JJ00";"    60.2";"    15.0";"    54.8";"    19.1"
