"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"SoortRegio_2";"Codering_3";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19"
"328082";"80200";"MW00000";"BU16520008";"2020JJ00";"Buurt     ";"BU16520008          ";"    41.1";"    41.8";"     5.7";"    38.8"
"328085";"80200";"MW00000";"BU16520009";"2020JJ00";"Buurt     ";"BU16520009          ";"    39.7";"    48.0";"     7.8";"    45.3"
"328088";"80200";"MW00000";"WK165201  ";"2020JJ00";"Wijk      ";"WK165201            ";"    44.5";"    50.2";"     7.2";"    46.4"
"328091";"80200";"MW00000";"BU16520100";"2020JJ00";"Buurt     ";"BU16520100          ";"    45.1";"    51.2";"     7.5";"    47.4"
"328094";"80200";"MW00000";"BU16520108";"2020JJ00";"Buurt     ";"BU16520108          ";"    37.8";"    44.9";"     5.8";"    38.8"
"328097";"80200";"MW00000";"BU16520109";"2020JJ00";"Buurt     ";"BU16520109          ";"    44.1";"    47.3";"     6.0";"    44.2"
"328100";"80200";"MW00000";"WK165202  ";"2020JJ00";"Wijk      ";"WK165202            ";"    40.2";"    44.1";"     6.1";"    40.5"
"328103";"80200";"MW00000";"BU16520200";"2020JJ00";"Buurt     ";"BU16520200          ";"    41.0";"    45.4";"     6.8";"    41.9"
"328106";"80200";"MW00000";"BU16520208";"2020JJ00";"Buurt     ";"BU16520208          ";"    41.0";"    48.0";"     5.3";"    42.2"
"328109";"80200";"MW00000";"BU16520209";"2020JJ00";"Buurt     ";"BU16520209          ";"    38.3";"    40.2";"     5.2";"    37.2"
"328112";"80200";"MW00000";"WK165203  ";"2020JJ00";"Wijk      ";"WK165203            ";"    44.8";"    49.3";"     7.3";"    46.1"
"328115";"80200";"MW00000";"BU16520300";"2020JJ00";"Buurt     ";"BU16520300          ";"    46.6";"    52.9";"     7.8";"    49.6"
"328118";"80200";"MW00000";"BU16520309";"2020JJ00";"Buurt     ";"BU16520309          ";"    41.5";"    42.9";"     6.4";"    39.9"
"328121";"80200";"MW00000";"WK165204  ";"2020JJ00";"Wijk      ";"WK165204            ";"    42.3";"    46.3";"     7.3";"    43.9"
"328124";"80200";"MW00000";"BU16520400";"2020JJ00";"Buurt     ";"BU16520400          ";"    42.5";"    46.6";"     7.6";"    44.2"
"328127";"80200";"MW00000";"BU16520408";"2020JJ00";"Buurt     ";"BU16520408          ";"    43.3";"    47.3";"     6.9";"    44.6"
"328130";"80200";"MW00000";"BU16520409";"2020JJ00";"Buurt     ";"BU16520409          ";"    36.9";"    40.8";"     4.2";"    37.7"
"328133";"80200";"MW00000";"WK165205  ";"2020JJ00";"Wijk      ";"WK165205            ";"    41.4";"    47.4";"     6.2";"    44.3"
"328136";"80200";"MW00000";"BU16520500";"2020JJ00";"Buurt     ";"BU16520500          ";"    43.5";"    50.3";"     6.9";"    46.9"
"328139";"80200";"MW00000";"BU16520508";"2020JJ00";"Buurt     ";"BU16520508          ";"    36.8";"    40.8";"     4.8";"    39.3"
"328142";"80200";"MW00000";"BU16520509";"2020JJ00";"Buurt     ";"BU16520509          ";"    36.5";"    40.7";"     4.2";"    38.1"
"328145";"80200";"MW00000";"WK165206  ";"2020JJ00";"Wijk      ";"WK165206            ";"    42.5";"    48.2";"     6.7";"    44.6"
"328148";"80200";"MW00000";"BU16520600";"2020JJ00";"Buurt     ";"BU16520600          ";"    43.3";"    48.9";"     6.9";"    45.2"
"328151";"80200";"MW00000";"BU16520609";"2020JJ00";"Buurt     ";"BU16520609          ";"    39.5";"    45.3";"     5.5";"    42.3"
"328154";"80200";"MW00000";"GM0907    ";"2020JJ00";"Gemeente  ";"GM0907              ";"    45.1";"    48.4";"     7.6";"    45.9"
"328157";"80200";"MW00000";"WK090700  ";"2020JJ00";"Wijk      ";"WK090700            ";"    42.9";"    45.6";"     6.3";"    42.8"
"328160";"80200";"MW00000";"BU09070000";"2020JJ00";"Buurt     ";"BU09070000          ";"    42.8";"    46.1";"     6.1";"    43.3"
"328163";"80200";"MW00000";"BU09070001";"2020JJ00";"Buurt     ";"BU09070001          ";"    41.6";"    42.2";"     5.5";"    39.4"
"328166";"80200";"MW00000";"BU09070009";"2020JJ00";"Buurt     ";"BU09070009          ";"    45.1";"    46.5";"     9.3";"    43.9"
"328169";"80200";"MW00000";"WK090701  ";"2020JJ00";"Wijk      ";"WK090701            ";"    44.9";"    47.3";"     7.7";"    45.0"
"328172";"80200";"MW00000";"BU09070100";"2020JJ00";"Buurt     ";"BU09070100          ";"    46.0";"    47.9";"     8.1";"    45.9"
"328175";"80200";"MW00000";"BU09070108";"2020JJ00";"Buurt     ";"BU09070108          ";"    40.8";"    46.4";"     6.4";"    43.4"
"328178";"80200";"MW00000";"BU09070109";"2020JJ00";"Buurt     ";"BU09070109          ";"    42.4";"    44.6";"     6.2";"    41.7"
"328181";"80200";"MW00000";"WK090702  ";"2020JJ00";"Wijk      ";"WK090702            ";"    44.7";"    47.4";"     6.7";"    44.7"
"328184";"80200";"MW00000";"BU09070200";"2020JJ00";"Buurt     ";"BU09070200          ";"    45.1";"    47.5";"     6.5";"    44.5"
"328187";"80200";"MW00000";"BU09070209";"2020JJ00";"Buurt     ";"BU09070209          ";"    43.1";"    47.1";"     7.1";"    45.2"
"328190";"80200";"MW00000";"WK090703  ";"2020JJ00";"Wijk      ";"WK090703            ";"    46.6";"    50.5";"     8.4";"    48.0"
"328193";"80200";"MW00000";"BU09070300";"2020JJ00";"Buurt     ";"BU09070300          ";"    48.9";"    52.2";"    10.5";"    49.8"
"328196";"80200";"MW00000";"BU09070301";"2020JJ00";"Buurt     ";"BU09070301          ";"    42.7";"    44.0";"     6.8";"    41.8"
"328199";"80200";"MW00000";"BU09070302";"2020JJ00";"Buurt     ";"BU09070302          ";"    47.8";"    53.1";"     9.2";"    50.1"
"328202";"80200";"MW00000";"BU09070303";"2020JJ00";"Buurt     ";"BU09070303          ";"    45.1";"    47.3";"     6.9";"    45.5"
"328205";"80200";"MW00000";"BU09070309";"2020JJ00";"Buurt     ";"BU09070309          ";"       .";"       .";"       .";"       ."
"328208";"80200";"MW00000";"WK090704  ";"2020JJ00";"Wijk      ";"WK090704            ";"    43.0";"    45.7";"     6.4";"    43.0"
"328211";"80200";"MW00000";"BU09070400";"2020JJ00";"Buurt     ";"BU09070400          ";"    42.4";"    45.5";"     5.9";"    42.9"
"328214";"80200";"MW00000";"BU09070408";"2020JJ00";"Buurt     ";"BU09070408          ";"    41.1";"    45.3";"    12.7";"    36.3"
"328217";"80200";"MW00000";"BU09070409";"2020JJ00";"Buurt     ";"BU09070409          ";"    45.9";"    46.7";"     7.8";"    44.8"
"328220";"80200";"MW00000";"GM0784    ";"2020JJ00";"Gemeente  ";"GM0784              ";"    45.0";"    48.2";"     7.1";"    44.9"
"328223";"80200";"MW00000";"WK078400  ";"2020JJ00";"Wijk      ";"WK078400            ";"    45.9";"    48.6";"     7.4";"    45.5"
"328226";"80200";"MW00000";"BU07840000";"2020JJ00";"Buurt     ";"BU07840000          ";"    46.1";"    48.8";"     7.5";"    45.6"
"328229";"80200";"MW00000";"BU07840007";"2020JJ00";"Buurt     ";"BU07840007          ";"    43.3";"    47.7";"     6.8";"    45.0"
"328232";"80200";"MW00000";"BU07840009";"2020JJ00";"Buurt     ";"BU07840009          ";"    34.5";"    38.3";"     4.0";"    36.2"
"328235";"80200";"MW00000";"WK078401  ";"2020JJ00";"Wijk      ";"WK078401            ";"    43.8";"    47.8";"     6.7";"    44.3"
"328238";"80200";"MW00000";"BU07840100";"2020JJ00";"Buurt     ";"BU07840100          ";"    44.7";"    48.9";"     7.0";"    45.4"
"328241";"80200";"MW00000";"BU07840107";"2020JJ00";"Buurt     ";"BU07840107          ";"    34.3";"    34.2";"     3.5";"    31.4"
"328244";"80200";"MW00000";"BU07840109";"2020JJ00";"Buurt     ";"BU07840109          ";"    37.3";"    40.2";"     4.3";"    36.8"
"328247";"80200";"MW00000";"WK078402  ";"2020JJ00";"Wijk      ";"WK078402            ";"    41.3";"    45.1";"     5.9";"    41.7"
"328250";"80200";"MW00000";"BU07840200";"2020JJ00";"Buurt     ";"BU07840200          ";"    39.9";"    44.4";"     5.8";"    40.9"
"328253";"80200";"MW00000";"BU07840209";"2020JJ00";"Buurt     ";"BU07840209          ";"    43.4";"    46.2";"     6.2";"    42.8"
"328256";"80200";"MW00000";"WK078403  ";"2020JJ00";"Wijk      ";"WK078403            ";"    41.8";"    45.0";"     5.6";"    40.1"
"328259";"80200";"MW00000";"BU07840300";"2020JJ00";"Buurt     ";"BU07840300          ";"    40.9";"    44.8";"     5.4";"    42.5"
"328262";"80200";"MW00000";"BU07840309";"2020JJ00";"Buurt     ";"BU07840309          ";"    42.9";"    45.3";"     5.9";"    37.0"
"328265";"80200";"MW00000";"GM1924    ";"2020JJ00";"Gemeente  ";"GM1924              ";"    44.1";"    46.9";"     7.1";"    44.4"
"328268";"80200";"MW00000";"WK192400  ";"2020JJ00";"Wijk      ";"WK192400            ";"    43.4";"    44.6";"     6.9";"    43.1"
"328271";"80200";"MW00000";"BU19240001";"2020JJ00";"Buurt     ";"BU19240001          ";"    44.9";"    45.8";"     7.5";"    44.1"
"328274";"80200";"MW00000";"BU19240002";"2020JJ00";"Buurt     ";"BU19240002          ";"    40.3";"    45.1";"     5.8";"    44.1"
"328277";"80200";"MW00000";"BU19240003";"2020JJ00";"Buurt     ";"BU19240003          ";"    39.6";"    39.0";"     4.8";"    37.6"
"328280";"80200";"MW00000";"WK192401  ";"2020JJ00";"Wijk      ";"WK192401            ";"    42.6";"    44.9";"     6.2";"    42.9"
"328283";"80200";"MW00000";"BU19240101";"2020JJ00";"Buurt     ";"BU19240101          ";"    43.3";"    46.8";"     6.6";"    44.5"
"328286";"80200";"MW00000";"BU19240102";"2020JJ00";"Buurt     ";"BU19240102          ";"    44.8";"    47.3";"     6.9";"    45.3"
"328289";"80200";"MW00000";"BU19240103";"2020JJ00";"Buurt     ";"BU19240103          ";"    41.8";"    43.4";"     5.5";"    41.4"
"328292";"80200";"MW00000";"BU19240104";"2020JJ00";"Buurt     ";"BU19240104          ";"    39.2";"    37.2";"     4.9";"    38.9"
"328295";"80200";"MW00000";"BU19240105";"2020JJ00";"Buurt     ";"BU19240105          ";"    43.4";"    45.1";"     7.4";"    43.5"
"328298";"80200";"MW00000";"BU19240106";"2020JJ00";"Buurt     ";"BU19240106          ";"       .";"       .";"       .";"       ."
"328301";"80200";"MW00000";"BU19240107";"2020JJ00";"Buurt     ";"BU19240107          ";"       .";"       .";"       .";"       ."
"328304";"80200";"MW00000";"BU19240108";"2020JJ00";"Buurt     ";"BU19240108          ";"    40.2";"    42.6";"     5.3";"    40.7"
"328307";"80200";"MW00000";"BU19240109";"2020JJ00";"Buurt     ";"BU19240109          ";"    39.4";"    41.4";"     5.1";"    39.4"
"328310";"80200";"MW00000";"WK192402  ";"2020JJ00";"Wijk      ";"WK192402            ";"    45.8";"    47.9";"     7.8";"    46.2"
"328313";"80200";"MW00000";"BU19240201";"2020JJ00";"Buurt     ";"BU19240201          ";"    43.8";"    45.4";"     6.3";"    44.1"
"328316";"80200";"MW00000";"BU19240202";"2020JJ00";"Buurt     ";"BU19240202          ";"    46.7";"    49.0";"     8.4";"    47.3"
"328319";"80200";"MW00000";"BU19240203";"2020JJ00";"Buurt     ";"BU19240203          ";"       .";"       .";"       .";"       ."
"328322";"80200";"MW00000";"BU19240204";"2020JJ00";"Buurt     ";"BU19240204          ";"       .";"       .";"       .";"       ."
"328325";"80200";"MW00000";"BU19240205";"2020JJ00";"Buurt     ";"BU19240205          ";"    43.1";"    44.1";"     8.9";"    41.3"
"328328";"80200";"MW00000";"WK192403  ";"2020JJ00";"Wijk      ";"WK192403            ";"    45.3";"    47.0";"     7.2";"    44.9"
"328331";"80200";"MW00000";"BU19240301";"2020JJ00";"Buurt     ";"BU19240301          ";"    40.9";"    42.4";"     5.8";"    40.6"
"328334";"80200";"MW00000";"BU19240302";"2020JJ00";"Buurt     ";"BU19240302          ";"    44.6";"    47.2";"     7.3";"    45.5"
"328337";"80200";"MW00000";"BU19240303";"2020JJ00";"Buurt     ";"BU19240303          ";"    45.7";"    46.5";"     6.9";"    44.1"
"328340";"80200";"MW00000";"BU19240304";"2020JJ00";"Buurt     ";"BU19240304          ";"    48.3";"    50.2";"     8.4";"    48.2"
"328343";"80200";"MW00000";"BU19240305";"2020JJ00";"Buurt     ";"BU19240305          ";"    34.3";"    36.2";"     3.6";"    33.2"
"328346";"80200";"MW00000";"BU19240306";"2020JJ00";"Buurt     ";"BU19240306          ";"    41.2";"    41.1";"     4.7";"    38.0"
"328349";"80200";"MW00000";"BU19240307";"2020JJ00";"Buurt     ";"BU19240307          ";"    45.4";"    45.0";"     5.7";"    43.4"
"328352";"80200";"MW00000";"WK192404  ";"2020JJ00";"Wijk      ";"WK192404            ";"    45.3";"    48.7";"     7.7";"    45.5"
"328355";"80200";"MW00000";"BU19240401";"2020JJ00";"Buurt     ";"BU19240401          ";"    46.2";"    49.8";"     7.9";"    46.6"
"328358";"80200";"MW00000";"BU19240402";"2020JJ00";"Buurt     ";"BU19240402          ";"    43.4";"    45.1";"     6.0";"    41.9"
"328361";"80200";"MW00000";"BU19240403";"2020JJ00";"Buurt     ";"BU19240403          ";"    39.5";"    43.8";"     8.2";"    40.4"
"328364";"80200";"MW00000";"WK192405  ";"2020JJ00";"Wijk      ";"WK192405            ";"    44.2";"    47.6";"     6.7";"    44.1"
"328367";"80200";"MW00000";"BU19240501";"2020JJ00";"Buurt     ";"BU19240501          ";"    44.9";"    49.4";"     7.2";"    45.7"
"328370";"80200";"MW00000";"BU19240502";"2020JJ00";"Buurt     ";"BU19240502          ";"    41.1";"    40.3";"     4.6";"    37.4"
"328373";"80200";"MW00000";"WK192406  ";"2020JJ00";"Wijk      ";"WK192406            ";"    44.1";"    47.4";"     7.2";"    44.2"
"328376";"80200";"MW00000";"BU19240601";"2020JJ00";"Buurt     ";"BU19240601          ";"    46.0";"    50.7";"     7.9";"    47.5"
"328379";"80200";"MW00000";"BU19240602";"2020JJ00";"Buurt     ";"BU19240602          ";"    41.9";"    43.7";"     6.2";"    40.5"
"328382";"80200";"MW00000";"BU19240603";"2020JJ00";"Buurt     ";"BU19240603          ";"    46.7";"    51.9";"     8.3";"    48.8"
"328385";"80200";"MW00000";"BU19240604";"2020JJ00";"Buurt     ";"BU19240604          ";"    41.2";"    39.3";"     4.9";"    36.2"
"328388";"80200";"MW00000";"BU19240605";"2020JJ00";"Buurt     ";"BU19240605          ";"    37.0";"    39.5";"    12.1";"    36.8"
"328391";"80200";"MW00000";"BU19240606";"2020JJ00";"Buurt     ";"BU19240606          ";"    37.8";"    39.9";"     5.0";"    36.4"
"328394";"80200";"MW00000";"WK192407  ";"2020JJ00";"Wijk      ";"WK192407            ";"    42.9";"    48.1";"     7.7";"    45.1"
"328397";"80200";"MW00000";"BU19240701";"2020JJ00";"Buurt     ";"BU19240701          ";"    44.2";"    48.4";"     7.9";"    45.4"
"328400";"80200";"MW00000";"BU19240702";"2020JJ00";"Buurt     ";"BU19240702          ";"    41.9";"    48.7";"     7.8";"    45.9"
"328403";"80200";"MW00000";"BU19240703";"2020JJ00";"Buurt     ";"BU19240703          ";"    43.4";"    49.3";"     8.0";"    45.8"
"328406";"80200";"MW00000";"BU19240704";"2020JJ00";"Buurt     ";"BU19240704          ";"    43.1";"    46.4";"     6.9";"    43.1"
"328409";"80200";"MW00000";"BU19240705";"2020JJ00";"Buurt     ";"BU19240705          ";"    37.0";"    38.0";"     5.0";"    35.2"
"328412";"80200";"MW00000";"WK192408  ";"2020JJ00";"Wijk      ";"WK192408            ";"    42.5";"    45.0";"     7.0";"    41.8"
"328415";"80200";"MW00000";"BU19240801";"2020JJ00";"Buurt     ";"BU19240801          ";"    43.3";"    46.0";"     7.3";"    42.8"
"328418";"80200";"MW00000";"BU19240802";"2020JJ00";"Buurt     ";"BU19240802          ";"    38.3";"    39.4";"     5.1";"    36.6"
"328421";"80200";"MW00000";"WK192409  ";"2020JJ00";"Wijk      ";"WK192409            ";"    42.5";"    46.7";"     6.4";"    43.9"
"328424";"80200";"MW00000";"BU19240901";"2020JJ00";"Buurt     ";"BU19240901          ";"    43.3";"    47.8";"     6.7";"    45.0"
"328427";"80200";"MW00000";"BU19240902";"2020JJ00";"Buurt     ";"BU19240902          ";"    41.2";"    42.3";"     5.1";"    39.1"
"328430";"80200";"MW00000";"BU19240903";"2020JJ00";"Buurt     ";"BU19240903          ";"    33.0";"    36.6";"     3.9";"    33.9"
"328433";"80200";"MW00000";"WK192410  ";"2020JJ00";"Wijk      ";"WK192410            ";"    45.0";"    47.3";"     7.4";"    45.2"
"328436";"80200";"MW00000";"BU19241001";"2020JJ00";"Buurt     ";"BU19241001          ";"    44.6";"    46.3";"     7.0";"    44.5"
"328439";"80200";"MW00000";"BU19241002";"2020JJ00";"Buurt     ";"BU19241002          ";"    47.3";"    48.8";"     7.6";"    46.6"
"328442";"80200";"MW00000";"BU19241003";"2020JJ00";"Buurt     ";"BU19241003          ";"    42.2";"    45.6";"     6.5";"    43.3"
"328445";"80200";"MW00000";"BU19241004";"2020JJ00";"Buurt     ";"BU19241004          ";"    46.6";"    51.0";"     9.1";"    48.7"
"328448";"80200";"MW00000";"BU19241005";"2020JJ00";"Buurt     ";"BU19241005          ";"    42.4";"    42.0";"     5.7";"    40.1"
"328451";"80200";"MW00000";"BU19241006";"2020JJ00";"Buurt     ";"BU19241006          ";"    37.1";"    41.7";"     4.7";"    39.5"
"328454";"80200";"MW00000";"WK192411  ";"2020JJ00";"Wijk      ";"WK192411            ";"    44.5";"    46.9";"     6.6";"    43.9"
"328457";"80200";"MW00000";"BU19241101";"2020JJ00";"Buurt     ";"BU19241101          ";"    45.3";"    47.7";"     6.9";"    44.8"
"328460";"80200";"MW00000";"BU19241102";"2020JJ00";"Buurt     ";"BU19241102          ";"    40.5";"    40.5";"     4.2";"    38.3"
"328463";"80200";"MW00000";"BU19241103";"2020JJ00";"Buurt     ";"BU19241103          ";"    37.0";"    40.6";"     4.8";"    36.2"
"328466";"80200";"MW00000";"WK192412  ";"2020JJ00";"Wijk      ";"WK192412            ";"    43.4";"    45.9";"     6.7";"    42.5"
"328469";"80200";"MW00000";"BU19241201";"2020JJ00";"Buurt     ";"BU19241201          ";"    43.8";"    46.3";"     6.8";"    42.8"
"328472";"80200";"MW00000";"BU19241202";"2020JJ00";"Buurt     ";"BU19241202          ";"    38.4";"    40.4";"     5.7";"    38.3"
"328475";"80200";"MW00000";"WK192413  ";"2020JJ00";"Wijk      ";"WK192413            ";"    45.1";"    49.5";"     7.2";"    45.6"
"328478";"80200";"MW00000";"BU19241301";"2020JJ00";"Buurt     ";"BU19241301          ";"    47.2";"    52.9";"     8.0";"    48.8"
"328481";"80200";"MW00000";"BU19241302";"2020JJ00";"Buurt     ";"BU19241302          ";"    39.9";"    40.9";"     5.2";"    37.8"
"328484";"80200";"MW00000";"GM0664    ";"2020JJ00";"Gemeente  ";"GM0664              ";"    45.5";"    49.7";"     7.3";"    46.8"
"328487";"80200";"MW00000";"WK066401  ";"2020JJ00";"Wijk      ";"WK066401            ";"    46.4";"    50.8";"     7.7";"    47.8"
"328490";"80200";"MW00000";"BU06640101";"2020JJ00";"Buurt     ";"BU06640101          ";"    45.9";"    48.7";"     6.8";"    45.9"
"328493";"80200";"MW00000";"BU06640102";"2020JJ00";"Buurt     ";"BU06640102          ";"    46.8";"    53.9";"     8.9";"    50.4"
"328496";"80200";"MW00000";"BU06640103";"2020JJ00";"Buurt     ";"BU06640103          ";"    49.4";"    55.9";"     9.4";"    52.5"
"328499";"80200";"MW00000";"BU06640104";"2020JJ00";"Buurt     ";"BU06640104          ";"    47.3";"    50.5";"     7.6";"    48.1"
"328502";"80200";"MW00000";"BU06640105";"2020JJ00";"Buurt     ";"BU06640105          ";"    48.3";"    51.3";"     8.0";"    48.8"
"328505";"80200";"MW00000";"BU06640106";"2020JJ00";"Buurt     ";"BU06640106          ";"    40.7";"    41.6";"     4.4";"    39.0"
"328508";"80200";"MW00000";"BU06640107";"2020JJ00";"Buurt     ";"BU06640107          ";"    37.6";"    42.3";"     5.7";"    38.2"
"328511";"80200";"MW00000";"BU06640108";"2020JJ00";"Buurt     ";"BU06640108          ";"    44.3";"    42.7";"     4.1";"    40.8"
"328514";"80200";"MW00000";"BU06640109";"2020JJ00";"Buurt     ";"BU06640109          ";"    36.8";"    38.0";"     3.9";"    35.5"
"328517";"80200";"MW00000";"BU06640110";"2020JJ00";"Buurt     ";"BU06640110          ";"    42.4";"    45.6";"     5.7";"    42.5"
"328520";"80200";"MW00000";"BU06640111";"2020JJ00";"Buurt     ";"BU06640111          ";"    44.0";"    41.8";"     4.5";"    39.4"
"328523";"80200";"MW00000";"WK066402  ";"2020JJ00";"Wijk      ";"WK066402            ";"    43.9";"    48.1";"     7.0";"    45.3"
"328526";"80200";"MW00000";"BU06640220";"2020JJ00";"Buurt     ";"BU06640220          ";"    44.4";"    48.4";"     7.1";"    45.7"
"328529";"80200";"MW00000";"BU06640229";"2020JJ00";"Buurt     ";"BU06640229          ";"    39.5";"    44.8";"     5.8";"    41.8"
"328532";"80200";"MW00000";"WK066403  ";"2020JJ00";"Wijk      ";"WK066403            ";"    42.6";"    45.9";"     6.2";"    42.8"
"328535";"80200";"MW00000";"BU06640330";"2020JJ00";"Buurt     ";"BU06640330          ";"    43.6";"    48.9";"     7.6";"    45.7"
"328538";"80200";"MW00000";"BU06640331";"2020JJ00";"Buurt     ";"BU06640331          ";"    41.6";"    41.7";"     4.1";"    38.7"
"328541";"80200";"MW00000";"BU06640338";"2020JJ00";"Buurt     ";"BU06640338          ";"    39.5";"    42.7";"     5.3";"    39.6"
"328544";"80200";"MW00000";"BU06640339";"2020JJ00";"Buurt     ";"BU06640339          ";"       .";"       .";"       .";"       ."
"328547";"80200";"MW00000";"WK066404  ";"2020JJ00";"Wijk      ";"WK066404            ";"    40.9";"    44.1";"     5.0";"    40.9"
"328550";"80200";"MW00000";"BU06640440";"2020JJ00";"Buurt     ";"BU06640440          ";"    42.1";"    45.4";"     5.5";"    42.3"
"328553";"80200";"MW00000";"BU06640449";"2020JJ00";"Buurt     ";"BU06640449          ";"    38.8";"    41.8";"     4.2";"    38.4"
"328556";"80200";"MW00000";"WK066405  ";"2020JJ00";"Wijk      ";"WK066405            ";"    45.2";"    47.5";"     6.8";"    44.4"
"328559";"80200";"MW00000";"BU06640550";"2020JJ00";"Buurt     ";"BU06640550          ";"    45.3";"    47.8";"     7.0";"    44.6"
"328562";"80200";"MW00000";"BU06640551";"2020JJ00";"Buurt     ";"BU06640551          ";"    41.3";"    42.5";"     4.4";"    39.3"
"328565";"80200";"MW00000";"BU06640559";"2020JJ00";"Buurt     ";"BU06640559          ";"       .";"       .";"       .";"       ."
"328568";"80200";"MW00000";"WK066406  ";"2020JJ00";"Wijk      ";"WK066406            ";"    40.5";"    43.9";"     5.3";"    41.2"
"328571";"80200";"MW00000";"BU06640660";"2020JJ00";"Buurt     ";"BU06640660          ";"    40.5";"    43.9";"     5.3";"    41.2"
"328574";"80200";"MW00000";"WK066407  ";"2020JJ00";"Wijk      ";"WK066407            ";"    41.4";"    44.5";"     5.5";"    42.1"
"328577";"80200";"MW00000";"BU06640770";"2020JJ00";"Buurt     ";"BU06640770          ";"    41.6";"    44.8";"     5.5";"    42.5"
"328580";"80200";"MW00000";"BU06640778";"2020JJ00";"Buurt     ";"BU06640778          ";"    42.0";"    44.1";"     6.2";"    41.3"
"328583";"80200";"MW00000";"BU06640779";"2020JJ00";"Buurt     ";"BU06640779          ";"       .";"       .";"       .";"       ."
"328586";"80200";"MW00000";"WK066408  ";"2020JJ00";"Wijk      ";"WK066408            ";"    42.5";"    47.7";"     6.1";"    45.0"
"328589";"80200";"MW00000";"BU06640880";"2020JJ00";"Buurt     ";"BU06640880          ";"    43.2";"    49.2";"     6.6";"    46.4"
"328592";"80200";"MW00000";"BU06640889";"2020JJ00";"Buurt     ";"BU06640889          ";"    39.5";"    41.7";"     4.3";"    39.4"
"328595";"80200";"MW00000";"WK066409  ";"2020JJ00";"Wijk      ";"WK066409            ";"    44.0";"    49.3";"     5.7";"    47.6"
"328598";"80200";"MW00000";"BU06640990";"2020JJ00";"Buurt     ";"BU06640990          ";"    44.0";"    49.3";"     5.7";"    47.6"
"328601";"80200";"MW00000";"GM0785    ";"2020JJ00";"Gemeente  ";"GM0785              ";"    44.7";"    47.3";"     7.2";"    44.5"
"328604";"80200";"MW00000";"WK078501  ";"2020JJ00";"Wijk      ";"WK078501            ";"    47.8";"    52.4";"     8.2";"    49.6"
"328607";"80200";"MW00000";"BU07850101";"2020JJ00";"Buurt     ";"BU07850101          ";"    47.8";"    52.4";"     8.2";"    49.6"
"328610";"80200";"MW00000";"WK078502  ";"2020JJ00";"Wijk      ";"WK078502            ";"    44.8";"    45.7";"     6.5";"    43.3"
"328613";"80200";"MW00000";"BU07850202";"2020JJ00";"Buurt     ";"BU07850202          ";"    44.8";"    45.7";"     6.5";"    43.3"
"328616";"80200";"MW00000";"WK078503  ";"2020JJ00";"Wijk      ";"WK078503            ";"    42.9";"    43.9";"     6.1";"    40.7"
"328619";"80200";"MW00000";"BU07850303";"2020JJ00";"Buurt     ";"BU07850303          ";"    43.3";"    44.5";"     6.3";"    41.2"
"328622";"80200";"MW00000";"BU07850304";"2020JJ00";"Buurt     ";"BU07850304          ";"    38.7";"    37.9";"     3.4";"    35.5"
"328625";"80200";"MW00000";"WK078504  ";"2020JJ00";"Wijk      ";"WK078504            ";"    42.6";"    44.6";"     5.4";"    41.6"
"328628";"80200";"MW00000";"BU07850405";"2020JJ00";"Buurt     ";"BU07850405          ";"    44.4";"    45.5";"     6.3";"    42.2"
"328631";"80200";"MW00000";"BU07850406";"2020JJ00";"Buurt     ";"BU07850406          ";"    41.4";"    43.9";"     4.8";"    41.1"
"328634";"80200";"MW00000";"WK078505  ";"2020JJ00";"Wijk      ";"WK078505            ";"    44.4";"    47.9";"     7.3";"    45.3"
"328637";"80200";"MW00000";"BU07850507";"2020JJ00";"Buurt     ";"BU07850507          ";"    44.4";"    47.9";"     7.3";"    45.3"
"328640";"80200";"MW00000";"WK078506  ";"2020JJ00";"Wijk      ";"WK078506            ";"    48.1";"    52.4";"     9.1";"    49.9"
"328643";"80200";"MW00000";"BU07850608";"2020JJ00";"Buurt     ";"BU07850608          ";"    48.1";"    52.4";"     9.1";"    49.9"
"328646";"80200";"MW00000";"WK078507  ";"2020JJ00";"Wijk      ";"WK078507            ";"    44.7";"    47.3";"     7.0";"    45.0"
"328649";"80200";"MW00000";"BU07850709";"2020JJ00";"Buurt     ";"BU07850709          ";"    42.7";"    45.0";"     6.5";"    42.8"
"328652";"80200";"MW00000";"BU07850710";"2020JJ00";"Buurt     ";"BU07850710          ";"    47.5";"    50.5";"     7.7";"    48.1"
"328655";"80200";"MW00000";"WK078508  ";"2020JJ00";"Wijk      ";"WK078508            ";"    40.8";"    40.9";"     5.2";"    38.6"
"328658";"80200";"MW00000";"BU07850811";"2020JJ00";"Buurt     ";"BU07850811          ";"    37.5";"    39.6";"     4.5";"    37.3"
"328661";"80200";"MW00000";"BU07850812";"2020JJ00";"Buurt     ";"BU07850812          ";"    45.3";"    41.2";"     4.1";"    39.7"
"328664";"80200";"MW00000";"BU07850813";"2020JJ00";"Buurt     ";"BU07850813          ";"    41.2";"    41.5";"     6.0";"    38.9"
"328667";"80200";"MW00000";"WK078509  ";"2020JJ00";"Wijk      ";"WK078509            ";"    43.4";"    43.4";"     5.7";"    41.2"
