"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"SoortRegio_2";"Codering_3";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19"
"347774";"80200";"MW00000";"BU17341603";"2020JJ00";"Buurt     ";"BU17341603          ";"    45.2";"    45.4";"     5.5";"    42.6"
"347777";"80200";"MW00000";"WK173417  ";"2020JJ00";"Wijk      ";"WK173417            ";"    43.8";"    45.7";"     6.0";"    43.2"
"347780";"80200";"MW00000";"BU17341701";"2020JJ00";"Buurt     ";"BU17341701          ";"    48.0";"    51.2";"     5.7";"    47.4"
"347783";"80200";"MW00000";"BU17341702";"2020JJ00";"Buurt     ";"BU17341702          ";"    46.4";"    45.0";"     6.3";"    42.0"
"347786";"80200";"MW00000";"BU17341703";"2020JJ00";"Buurt     ";"BU17341703          ";"    42.4";"    43.4";"     4.7";"    42.8"
"347789";"80200";"MW00000";"BU17341704";"2020JJ00";"Buurt     ";"BU17341704          ";"    41.2";"    39.5";"     3.8";"    37.2"
"347792";"80200";"MW00000";"BU17341705";"2020JJ00";"Buurt     ";"BU17341705          ";"    45.5";"    46.3";"     4.1";"    43.6"
"347795";"80200";"MW00000";"BU17341706";"2020JJ00";"Buurt     ";"BU17341706          ";"    43.7";"    46.4";"     6.5";"    43.9"
"347798";"80200";"MW00000";"WK173418  ";"2020JJ00";"Wijk      ";"WK173418            ";"    45.3";"    47.0";"     7.4";"    44.6"
"347801";"80200";"MW00000";"BU17341801";"2020JJ00";"Buurt     ";"BU17341801          ";"    43.9";"    42.5";"     7.5";"    39.9"
"347804";"80200";"MW00000";"BU17341802";"2020JJ00";"Buurt     ";"BU17341802          ";"    48.7";"    52.6";"     9.4";"    50.4"
"347807";"80200";"MW00000";"BU17341803";"2020JJ00";"Buurt     ";"BU17341803          ";"       .";"       .";"       .";"       ."
"347810";"80200";"MW00000";"BU17341804";"2020JJ00";"Buurt     ";"BU17341804          ";"    42.9";"    39.2";"     4.6";"    37.8"
"347813";"80200";"MW00000";"BU17341805";"2020JJ00";"Buurt     ";"BU17341805          ";"    42.4";"    45.5";"     7.0";"    42.9"
"347816";"80200";"MW00000";"BU17341806";"2020JJ00";"Buurt     ";"BU17341806          ";"    41.5";"    43.2";"     7.3";"    41.4"
"347819";"80200";"MW00000";"BU17341807";"2020JJ00";"Buurt     ";"BU17341807          ";"    47.1";"    48.7";"     7.6";"    46.0"
"347822";"80200";"MW00000";"BU17341808";"2020JJ00";"Buurt     ";"BU17341808          ";"    42.7";"    44.6";"     5.8";"    42.1"
"347825";"80200";"MW00000";"GM0590    ";"2020JJ00";"Gemeente  ";"GM0590              ";"    46.4";"    47.7";"     7.7";"    44.5"
"347828";"80200";"MW00000";"WK059000  ";"2020JJ00";"Wijk      ";"WK059000            ";"    46.4";"    47.7";"     7.7";"    44.5"
"347831";"80200";"MW00000";"BU05900001";"2020JJ00";"Buurt     ";"BU05900001          ";"    46.5";"    48.5";"     7.8";"    45.2"
"347834";"80200";"MW00000";"BU05900002";"2020JJ00";"Buurt     ";"BU05900002          ";"    44.6";"    43.1";"     5.8";"    40.3"
"347837";"80200";"MW00000";"BU05900003";"2020JJ00";"Buurt     ";"BU05900003          ";"    48.0";"    50.6";"     8.6";"    47.2"
"347840";"80200";"MW00000";"BU05900004";"2020JJ00";"Buurt     ";"BU05900004          ";"    45.4";"    45.2";"     6.7";"    42.3"
"347843";"80200";"MW00000";"BU05900005";"2020JJ00";"Buurt     ";"BU05900005          ";"    46.3";"    46.1";"     7.6";"    43.3"
"347846";"80200";"MW00000";"BU05900006";"2020JJ00";"Buurt     ";"BU05900006          ";"    45.4";"    47.0";"     7.6";"    43.5"
"347849";"80200";"MW00000";"BU05900007";"2020JJ00";"Buurt     ";"BU05900007          ";"    46.2";"    48.5";"     8.4";"    45.1"
"347852";"80200";"MW00000";"BU05900008";"2020JJ00";"Buurt     ";"BU05900008          ";"       .";"       .";"       .";"       ."
"347855";"80200";"MW00000";"GM1894    ";"2020JJ00";"Gemeente  ";"GM1894              ";"    46.0";"    49.4";"     8.3";"    46.9"
"347858";"80200";"MW00000";"WK189400  ";"2020JJ00";"Wijk      ";"WK189400            ";"    46.2";"    48.6";"     8.8";"    46.0"
"347861";"80200";"MW00000";"BU18940000";"2020JJ00";"Buurt     ";"BU18940000          ";"    46.8";"    49.1";"     9.1";"    46.3"
"347864";"80200";"MW00000";"BU18940001";"2020JJ00";"Buurt     ";"BU18940001          ";"    45.7";"    49.2";"     9.2";"    46.6"
"347867";"80200";"MW00000";"BU18940002";"2020JJ00";"Buurt     ";"BU18940002          ";"    43.3";"    46.2";"     5.9";"    44.8"
"347870";"80200";"MW00000";"BU18940003";"2020JJ00";"Buurt     ";"BU18940003          ";"    46.5";"    40.4";"     5.4";"    40.0"
"347873";"80200";"MW00000";"WK189401  ";"2020JJ00";"Wijk      ";"WK189401            ";"    46.8";"    50.2";"     8.6";"    47.6"
"347876";"80200";"MW00000";"BU18940100";"2020JJ00";"Buurt     ";"BU18940100          ";"    46.1";"    49.9";"     7.6";"    47.2"
"347879";"80200";"MW00000";"BU18940101";"2020JJ00";"Buurt     ";"BU18940101          ";"    48.1";"    51.6";"     9.3";"    48.8"
"347882";"80200";"MW00000";"BU18940102";"2020JJ00";"Buurt     ";"BU18940102          ";"    47.0";"    51.0";"     8.6";"    48.5"
"347885";"80200";"MW00000";"BU18940104";"2020JJ00";"Buurt     ";"BU18940104          ";"    41.4";"    44.0";"     6.9";"    41.6"
"347888";"80200";"MW00000";"BU18940105";"2020JJ00";"Buurt     ";"BU18940105          ";"    43.6";"    42.0";"     5.8";"    39.7"
"347891";"80200";"MW00000";"BU18940106";"2020JJ00";"Buurt     ";"BU18940106          ";"    34.8";"    37.3";"     7.2";"    36.1"
"347894";"80200";"MW00000";"BU18940107";"2020JJ00";"Buurt     ";"BU18940107          ";"    45.3";"    47.3";"     5.4";"    45.9"
"347897";"80200";"MW00000";"BU18940108";"2020JJ00";"Buurt     ";"BU18940108          ";"    40.5";"    44.4";"     6.4";"    41.1"
"347900";"80200";"MW00000";"BU18940109";"2020JJ00";"Buurt     ";"BU18940109          ";"    42.4";"    53.2";"    12.0";"    50.1"
"347903";"80200";"MW00000";"WK189402  ";"2020JJ00";"Wijk      ";"WK189402            ";"    46.0";"    49.3";"     8.0";"    46.6"
"347906";"80200";"MW00000";"BU18940200";"2020JJ00";"Buurt     ";"BU18940200          ";"    46.1";"    49.3";"     8.3";"    46.6"
"347909";"80200";"MW00000";"BU18940203";"2020JJ00";"Buurt     ";"BU18940203          ";"    48.4";"    51.9";"     7.9";"    49.0"
"347912";"80200";"MW00000";"BU18940204";"2020JJ00";"Buurt     ";"BU18940204          ";"    40.0";"    45.1";"     6.2";"    45.8"
"347915";"80200";"MW00000";"BU18940208";"2020JJ00";"Buurt     ";"BU18940208          ";"    43.5";"    45.2";"     6.0";"    42.5"
"347918";"80200";"MW00000";"BU18940209";"2020JJ00";"Buurt     ";"BU18940209          ";"       .";"       .";"       .";"       ."
"347921";"80200";"MW00000";"WK189403  ";"2020JJ00";"Wijk      ";"WK189403            ";"    45.1";"    49.5";"     8.0";"    46.7"
"347924";"80200";"MW00000";"BU18940300";"2020JJ00";"Buurt     ";"BU18940300          ";"    46.5";"    51.0";"     8.3";"    48.3"
"347927";"80200";"MW00000";"BU18940308";"2020JJ00";"Buurt     ";"BU18940308          ";"    41.0";"    44.4";"     7.1";"    41.3"
"347930";"80200";"MW00000";"BU18940309";"2020JJ00";"Buurt     ";"BU18940309          ";"    39.4";"    43.3";"     6.8";"    40.6"
"347933";"80200";"MW00000";"WK189404  ";"2020JJ00";"Wijk      ";"WK189404            ";"    46.6";"    48.6";"     8.3";"    46.6"
"347936";"80200";"MW00000";"BU18940400";"2020JJ00";"Buurt     ";"BU18940400          ";"    47.0";"    49.6";"     8.6";"    47.7"
"347939";"80200";"MW00000";"BU18940402";"2020JJ00";"Buurt     ";"BU18940402          ";"    46.4";"    49.6";"    11.9";"    47.0"
"347942";"80200";"MW00000";"BU18940403";"2020JJ00";"Buurt     ";"BU18940403          ";"    45.1";"    42.8";"     5.6";"    40.3"
"347945";"80200";"MW00000";"BU18940408";"2020JJ00";"Buurt     ";"BU18940408          ";"    43.9";"    44.6";"     6.8";"    42.3"
"347948";"80200";"MW00000";"BU18940409";"2020JJ00";"Buurt     ";"BU18940409          ";"    43.1";"    42.2";"     5.7";"    39.8"
"347951";"80200";"MW00000";"WK189405  ";"2020JJ00";"Wijk      ";"WK189405            ";"    43.9";"    48.3";"     7.8";"    45.7"
"347954";"80200";"MW00000";"BU18940500";"2020JJ00";"Buurt     ";"BU18940500          ";"    44.4";"    48.9";"     8.1";"    46.3"
"347957";"80200";"MW00000";"BU18940502";"2020JJ00";"Buurt     ";"BU18940502          ";"    40.9";"    43.2";"     5.2";"    42.2"
"347960";"80200";"MW00000";"BU18940506";"2020JJ00";"Buurt     ";"BU18940506          ";"    33.1";"    45.0";"     5.6";"    40.5"
"347963";"80200";"MW00000";"BU18940507";"2020JJ00";"Buurt     ";"BU18940507          ";"    35.3";"    39.0";"     5.8";"    36.6"
"347966";"80200";"MW00000";"BU18940508";"2020JJ00";"Buurt     ";"BU18940508          ";"    43.5";"    47.4";"     6.4";"    45.2"
"347969";"80200";"MW00000";"BU18940509";"2020JJ00";"Buurt     ";"BU18940509          ";"    49.8";"    45.8";"     6.0";"    44.0"
"347972";"80200";"MW00000";"GM0765    ";"2020JJ00";"Gemeente  ";"GM0765              ";"    49.2";"    52.7";"    11.4";"    50.2"
"347975";"80200";"MW00000";"WK076500  ";"2020JJ00";"Wijk      ";"WK076500            ";"    49.5";"    53.9";"    11.7";"    51.0"
"347978";"80200";"MW00000";"BU07650000";"2020JJ00";"Buurt     ";"BU07650000          ";"    49.6";"    54.0";"    11.7";"    51.2"
"347981";"80200";"MW00000";"BU07650009";"2020JJ00";"Buurt     ";"BU07650009          ";"    42.5";"    43.2";"     8.3";"    40.8"
"347984";"80200";"MW00000";"WK076501  ";"2020JJ00";"Wijk      ";"WK076501            ";"    48.8";"    50.7";"    10.9";"    48.7"
"347987";"80200";"MW00000";"BU07650100";"2020JJ00";"Buurt     ";"BU07650100          ";"    48.9";"    50.8";"    10.8";"    48.8"
"347990";"80200";"MW00000";"BU07650101";"2020JJ00";"Buurt     ";"BU07650101          ";"    48.4";"    50.3";"    10.5";"    47.9"
"347993";"80200";"MW00000";"BU07650109";"2020JJ00";"Buurt     ";"BU07650109          ";"    46.4";"    46.5";"    15.0";"    44.4"
"347996";"80200";"MW00000";"GM1926    ";"2020JJ00";"Gemeente  ";"GM1926              ";"    47.2";"    45.0";"     7.2";"    42.4"
"347999";"80200";"MW00000";"WK192601  ";"2020JJ00";"Wijk      ";"WK192601            ";"    46.9";"    45.1";"     7.1";"    42.6"
"348002";"80200";"MW00000";"BU19260101";"2020JJ00";"Buurt     ";"BU19260101          ";"    47.1";"    45.8";"     7.5";"    43.5"
"348005";"80200";"MW00000";"BU19260102";"2020JJ00";"Buurt     ";"BU19260102          ";"    49.1";"    49.4";"     8.3";"    46.8"
"348008";"80200";"MW00000";"BU19260103";"2020JJ00";"Buurt     ";"BU19260103          ";"    44.1";"    39.3";"     5.3";"    37.2"
"348011";"80200";"MW00000";"BU19260104";"2020JJ00";"Buurt     ";"BU19260104          ";"    43.3";"    37.5";"     4.2";"    35.6"
"348014";"80200";"MW00000";"BU19260105";"2020JJ00";"Buurt     ";"BU19260105          ";"    50.1";"    47.0";"     7.3";"    44.1"
"348017";"80200";"MW00000";"BU19260106";"2020JJ00";"Buurt     ";"BU19260106          ";"    52.7";"    53.4";"    10.7";"    50.5"
"348020";"80200";"MW00000";"BU19260107";"2020JJ00";"Buurt     ";"BU19260107          ";"    45.2";"    37.6";"     5.6";"    35.6"
"348023";"80200";"MW00000";"BU19260108";"2020JJ00";"Buurt     ";"BU19260108          ";"    51.3";"    50.0";"     7.2";"    47.1"
"348026";"80200";"MW00000";"BU19260109";"2020JJ00";"Buurt     ";"BU19260109          ";"       .";"       .";"       .";"       ."
"348029";"80200";"MW00000";"BU19260111";"2020JJ00";"Buurt     ";"BU19260111          ";"    38.5";"    39.2";"     5.2";"    36.6"
"348032";"80200";"MW00000";"BU19260112";"2020JJ00";"Buurt     ";"BU19260112          ";"    40.6";"    40.2";"     5.9";"    37.6"
"348035";"80200";"MW00000";"BU19260113";"2020JJ00";"Buurt     ";"BU19260113          ";"    40.3";"    40.5";"     5.1";"    38.4"
"348038";"80200";"MW00000";"BU19260114";"2020JJ00";"Buurt     ";"BU19260114          ";"    40.1";"    36.8";"     3.9";"    34.6"
"348041";"80200";"MW00000";"WK192602  ";"2020JJ00";"Wijk      ";"WK192602            ";"    47.4";"    44.2";"     7.0";"    41.4"
"348044";"80200";"MW00000";"BU19260221";"2020JJ00";"Buurt     ";"BU19260221          ";"    49.0";"    48.7";"     8.2";"    45.6"
"348047";"80200";"MW00000";"BU19260222";"2020JJ00";"Buurt     ";"BU19260222          ";"    46.9";"    42.5";"     6.5";"    39.6"
"348050";"80200";"MW00000";"BU19260223";"2020JJ00";"Buurt     ";"BU19260223          ";"    44.9";"    40.8";"     5.9";"    38.4"
"348053";"80200";"MW00000";"BU19260224";"2020JJ00";"Buurt     ";"BU19260224          ";"    43.2";"    39.8";"     4.8";"    37.3"
"348056";"80200";"MW00000";"BU19260225";"2020JJ00";"Buurt     ";"BU19260225          ";"    51.4";"    46.5";"     7.8";"    43.9"
"348059";"80200";"MW00000";"BU19260226";"2020JJ00";"Buurt     ";"BU19260226          ";"    45.7";"    38.1";"     5.9";"    35.7"
"348062";"80200";"MW00000";"BU19260227";"2020JJ00";"Buurt     ";"BU19260227          ";"    50.4";"    47.4";"     8.5";"    44.0"
"348065";"80200";"MW00000";"BU19260231";"2020JJ00";"Buurt     ";"BU19260231          ";"    43.1";"    44.7";"     8.1";"    41.6"
"348068";"80200";"MW00000";"BU19260232";"2020JJ00";"Buurt     ";"BU19260232          ";"    46.3";"    41.7";"     5.6";"    38.8"
"348071";"80200";"MW00000";"WK192603  ";"2020JJ00";"Wijk      ";"WK192603            ";"    47.8";"    46.8";"     7.8";"    44.0"
"348074";"80200";"MW00000";"BU19260341";"2020JJ00";"Buurt     ";"BU19260341          ";"    48.0";"    46.9";"     8.6";"    44.5"
"348077";"80200";"MW00000";"BU19260342";"2020JJ00";"Buurt     ";"BU19260342          ";"    47.6";"    43.1";"     6.0";"    40.9"
"348080";"80200";"MW00000";"BU19260343";"2020JJ00";"Buurt     ";"BU19260343          ";"    50.6";"    52.0";"     9.1";"    48.7"
"348083";"80200";"MW00000";"BU19260344";"2020JJ00";"Buurt     ";"BU19260344          ";"    47.7";"    45.5";"     8.1";"    42.9"
"348086";"80200";"MW00000";"BU19260351";"2020JJ00";"Buurt     ";"BU19260351          ";"       .";"       .";"       .";"       ."
"348089";"80200";"MW00000";"BU19260352";"2020JJ00";"Buurt     ";"BU19260352          ";"    37.5";"    37.6";"     4.4";"    35.3"
"348092";"80200";"MW00000";"BU19260353";"2020JJ00";"Buurt     ";"BU19260353          ";"    38.9";"    37.4";"     4.3";"    33.8"
"348095";"80200";"MW00000";"GM0439    ";"2020JJ00";"Gemeente  ";"GM0439              ";"    49.9";"    49.6";"     8.7";"    46.2"
"348098";"80200";"MW00000";"WK043901  ";"2020JJ00";"Wijk      ";"WK043901            ";"    50.3";"    52.9";"     9.8";"    49.1"
"348101";"80200";"MW00000";"BU04390101";"2020JJ00";"Buurt     ";"BU04390101          ";"    50.9";"    52.1";"     9.6";"    48.7"
"348104";"80200";"MW00000";"BU04390102";"2020JJ00";"Buurt     ";"BU04390102          ";"    49.9";"    57.1";"    11.4";"    52.4"
"348107";"80200";"MW00000";"BU04390103";"2020JJ00";"Buurt     ";"BU04390103          ";"    50.3";"    51.3";"     9.1";"    47.6"
"348110";"80200";"MW00000";"WK043902  ";"2020JJ00";"Wijk      ";"WK043902            ";"    49.7";"    50.5";"     9.0";"    47.0"
"348113";"80200";"MW00000";"BU04390201";"2020JJ00";"Buurt     ";"BU04390201          ";"    50.4";"    52.7";"     9.9";"    48.8"
"348116";"80200";"MW00000";"BU04390202";"2020JJ00";"Buurt     ";"BU04390202          ";"       .";"       .";"       .";"       ."
"348119";"80200";"MW00000";"BU04390203";"2020JJ00";"Buurt     ";"BU04390203          ";"    47.7";"    49.5";"     9.2";"    45.5"
"348122";"80200";"MW00000";"BU04390204";"2020JJ00";"Buurt     ";"BU04390204          ";"    49.4";"    49.8";"     8.6";"    46.6"
"348125";"80200";"MW00000";"BU04390205";"2020JJ00";"Buurt     ";"BU04390205          ";"    48.4";"    43.8";"     6.6";"    41.3"
"348128";"80200";"MW00000";"WK043903  ";"2020JJ00";"Wijk      ";"WK043903            ";"    51.3";"    52.6";"     9.9";"    48.7"
"348131";"80200";"MW00000";"BU04390301";"2020JJ00";"Buurt     ";"BU04390301          ";"    52.3";"    54.4";"    10.4";"    50.0"
"348134";"80200";"MW00000";"BU04390302";"2020JJ00";"Buurt     ";"BU04390302          ";"    50.7";"    51.6";"     9.6";"    48.0"
"348137";"80200";"MW00000";"BU04390303";"2020JJ00";"Buurt     ";"BU04390303          ";"    45.4";"    39.9";"     5.3";"    37.4"
"348140";"80200";"MW00000";"WK043904  ";"2020JJ00";"Wijk      ";"WK043904            ";"    49.0";"    46.7";"     7.8";"    43.5"
"348143";"80200";"MW00000";"BU04390401";"2020JJ00";"Buurt     ";"BU04390401          ";"    48.3";"    45.4";"     7.2";"    42.3"
"348146";"80200";"MW00000";"BU04390402";"2020JJ00";"Buurt     ";"BU04390402          ";"    49.6";"    47.7";"     8.4";"    44.5"
"348149";"80200";"MW00000";"WK043905  ";"2020JJ00";"Wijk      ";"WK043905            ";"    51.3";"    49.4";"     8.8";"    46.4"
"348152";"80200";"MW00000";"BU04390501";"2020JJ00";"Buurt     ";"BU04390501          ";"    53.8";"    53.5";"    10.4";"    49.8"
"348155";"80200";"MW00000";"BU04390502";"2020JJ00";"Buurt     ";"BU04390502          ";"    49.3";"    46.1";"     7.4";"    43.1"
"348158";"80200";"MW00000";"BU04390503";"2020JJ00";"Buurt     ";"BU04390503          ";"    49.5";"    46.6";"     7.2";"    44.0"
"348161";"80200";"MW00000";"BU04390504";"2020JJ00";"Buurt     ";"BU04390504          ";"    51.1";"    49.0";"     9.1";"    46.3"
"348164";"80200";"MW00000";"BU04390505";"2020JJ00";"Buurt     ";"BU04390505          ";"    41.4";"    40.1";"     5.5";"    36.9"
"348167";"80200";"MW00000";"BU04390506";"2020JJ00";"Buurt     ";"BU04390506          ";"    48.6";"    48.2";"     5.9";"    45.6"
"348170";"80200";"MW00000";"WK043906  ";"2020JJ00";"Wijk      ";"WK043906            ";"    48.9";"    47.9";"     8.1";"    44.8"
"348173";"80200";"MW00000";"BU04390601";"2020JJ00";"Buurt     ";"BU04390601          ";"    48.9";"    47.7";"     8.0";"    44.4"
"348176";"80200";"MW00000";"BU04390602";"2020JJ00";"Buurt     ";"BU04390602          ";"    49.2";"    48.4";"     8.3";"    45.4"
"348179";"80200";"MW00000";"BU04390603";"2020JJ00";"Buurt     ";"BU04390603          ";"    38.3";"    37.6";"     5.4";"    34.5"
"348182";"80200";"MW00000";"WK043907  ";"2020JJ00";"Wijk      ";"WK043907            ";"    49.3";"    48.3";"     8.2";"    45.2"
"348185";"80200";"MW00000";"BU04390701";"2020JJ00";"Buurt     ";"BU04390701          ";"    50.4";"    47.5";"     8.4";"    44.8"
"348188";"80200";"MW00000";"BU04390702";"2020JJ00";"Buurt     ";"BU04390702          ";"    49.4";"    47.7";"     8.3";"    44.5"
"348191";"80200";"MW00000";"BU04390703";"2020JJ00";"Buurt     ";"BU04390703          ";"    48.4";"    46.5";"     7.9";"    43.4"
"348194";"80200";"MW00000";"BU04390704";"2020JJ00";"Buurt     ";"BU04390704          ";"    49.9";"    50.5";"     9.0";"    47.5"
"348197";"80200";"MW00000";"BU04390705";"2020JJ00";"Buurt     ";"BU04390705          ";"    49.2";"    48.0";"     7.7";"    44.9"
"348200";"80200";"MW00000";"GM0273    ";"2020JJ00";"Gemeente  ";"GM0273              ";"    45.6";"    46.6";"     7.4";"    44.2"
"348203";"80200";"MW00000";"WK027300  ";"2020JJ00";"Wijk      ";"WK027300            ";"    45.9";"    46.9";"     7.4";"    44.5"
"348206";"80200";"MW00000";"BU02730000";"2020JJ00";"Buurt     ";"BU02730000          ";"    48.1";"    53.6";"     9.5";"    50.7"
"348209";"80200";"MW00000";"BU02730001";"2020JJ00";"Buurt     ";"BU02730001          ";"    47.6";"    48.6";"     7.8";"    46.0"
"348212";"80200";"MW00000";"BU02730002";"2020JJ00";"Buurt     ";"BU02730002          ";"    43.7";"    43.6";"     6.6";"    41.3"
"348215";"80200";"MW00000";"BU02730003";"2020JJ00";"Buurt     ";"BU02730003          ";"    48.2";"    47.3";"     7.6";"    44.8"
"348218";"80200";"MW00000";"BU02730004";"2020JJ00";"Buurt     ";"BU02730004          ";"    44.9";"    45.6";"     6.8";"    43.7"
"348221";"80200";"MW00000";"BU02730005";"2020JJ00";"Buurt     ";"BU02730005          ";"    38.2";"    43.6";"     5.0";"    40.8"
"348224";"80200";"MW00000";"BU02730006";"2020JJ00";"Buurt     ";"BU02730006          ";"    40.3";"    41.3";"     6.0";"    39.0"
"348227";"80200";"MW00000";"BU02730007";"2020JJ00";"Buurt     ";"BU02730007          ";"    42.7";"    39.5";"     5.6";"    36.8"
"348230";"80200";"MW00000";"BU02730008";"2020JJ00";"Buurt     ";"BU02730008          ";"    42.5";"    44.1";"     7.1";"    41.8"
"348233";"80200";"MW00000";"BU02730009";"2020JJ00";"Buurt     ";"BU02730009          ";"    38.2";"    40.3";"     5.4";"    37.7"
"348236";"80200";"MW00000";"WK027301  ";"2020JJ00";"Wijk      ";"WK027301            ";"    42.7";"    43.4";"     6.9";"    41.2"
"348239";"80200";"MW00000";"BU02730100";"2020JJ00";"Buurt     ";"BU02730100          ";"    39.7";"    45.0";"     6.7";"    42.9"
"348242";"80200";"MW00000";"BU02730108";"2020JJ00";"Buurt     ";"BU02730108          ";"    43.1";"    43.0";"     6.8";"    40.8"
"348245";"80200";"MW00000";"BU02730109";"2020JJ00";"Buurt     ";"BU02730109          ";"    45.4";"    43.8";"     9.1";"    42.2"
"348248";"80200";"MW00000";"GM0177    ";"2020JJ00";"Gemeente  ";"GM0177              ";"    44.3";"    47.1";"     7.2";"    44.8"
"348251";"80200";"MW00000";"WK017701  ";"2020JJ00";"Wijk      ";"WK017701            ";"    45.3";"    47.8";"     7.6";"    45.5"
"348254";"80200";"MW00000";"BU01770101";"2020JJ00";"Buurt     ";"BU01770101          ";"    47.1";"    55.4";"     9.7";"    52.6"
"348257";"80200";"MW00000";"BU01770102";"2020JJ00";"Buurt     ";"BU01770102          ";"    49.0";"    55.4";"    11.0";"    52.8"
"348260";"80200";"MW00000";"BU01770103";"2020JJ00";"Buurt     ";"BU01770103          ";"    42.3";"    45.4";"     6.8";"    43.3"
"348263";"80200";"MW00000";"BU01770104";"2020JJ00";"Buurt     ";"BU01770104          ";"    46.0";"    50.4";"     8.7";"    48.2"
"348266";"80200";"MW00000";"BU01770105";"2020JJ00";"Buurt     ";"BU01770105          ";"    49.2";"    51.0";"     9.2";"    48.7"
"348269";"80200";"MW00000";"BU01770106";"2020JJ00";"Buurt     ";"BU01770106          ";"    43.5";"    45.3";"     6.2";"    43.4"
"348272";"80200";"MW00000";"BU01770107";"2020JJ00";"Buurt     ";"BU01770107          ";"    47.3";"    49.2";"     8.7";"    46.8"
"348275";"80200";"MW00000";"BU01770108";"2020JJ00";"Buurt     ";"BU01770108          ";"    42.3";"    40.5";"     4.6";"    38.4"
"348278";"80200";"MW00000";"BU01770109";"2020JJ00";"Buurt     ";"BU01770109          ";"       .";"       .";"       .";"       ."
"348281";"80200";"MW00000";"BU01770110";"2020JJ00";"Buurt     ";"BU01770110          ";"    44.7";"    48.2";"     7.7";"    45.9"
"348284";"80200";"MW00000";"BU01770111";"2020JJ00";"Buurt     ";"BU01770111          ";"    43.4";"    42.7";"     5.8";"    40.9"
"348287";"80200";"MW00000";"BU01770112";"2020JJ00";"Buurt     ";"BU01770112          ";"    43.6";"    40.8";"     5.2";"    39.3"
"348290";"80200";"MW00000";"BU01770113";"2020JJ00";"Buurt     ";"BU01770113          ";"    44.9";"    45.0";"     6.1";"    41.8"
"348293";"80200";"MW00000";"BU01770114";"2020JJ00";"Buurt     ";"BU01770114          ";"       .";"       .";"       .";"       ."
"348296";"80200";"MW00000";"BU01770115";"2020JJ00";"Buurt     ";"BU01770115          ";"       .";"       .";"       .";"       ."
"348299";"80200";"MW00000";"BU01770116";"2020JJ00";"Buurt     ";"BU01770116          ";"    45.9";"    47.5";"     8.3";"    45.1"
"348302";"80200";"MW00000";"BU01770117";"2020JJ00";"Buurt     ";"BU01770117          ";"       .";"       .";"       .";"       ."
"348305";"80200";"MW00000";"BU01770119";"2020JJ00";"Buurt     ";"BU01770119          ";"    40.5";"    43.5";"     5.7";"    40.6"
"348308";"80200";"MW00000";"WK017702  ";"2020JJ00";"Wijk      ";"WK017702            ";"    41.9";"    45.8";"     6.1";"    43.3"
"348311";"80200";"MW00000";"BU01770201";"2020JJ00";"Buurt     ";"BU01770201          ";"    42.4";"    46.7";"     6.2";"    44.4"
"348314";"80200";"MW00000";"BU01770209";"2020JJ00";"Buurt     ";"BU01770209          ";"    40.9";"    44.1";"     5.8";"    41.3"
"348317";"80200";"MW00000";"WK017703  ";"2020JJ00";"Wijk      ";"WK017703            ";"    42.4";"    47.5";"     7.1";"    44.1"
"348320";"80200";"MW00000";"BU01770301";"2020JJ00";"Buurt     ";"BU01770301          ";"    45.5";"    49.4";"     7.8";"    45.8"
"348323";"80200";"MW00000";"BU01770309";"2020JJ00";"Buurt     ";"BU01770309          ";"    39.6";"    45.7";"     6.5";"    42.7"
"348326";"80200";"MW00000";"WK017704  ";"2020JJ00";"Wijk      ";"WK017704            ";"    42.2";"    47.4";"     6.1";"    44.5"
"348329";"80200";"MW00000";"BU01770401";"2020JJ00";"Buurt     ";"BU01770401          ";"    41.9";"    47.8";"     5.8";"    44.3"
"348332";"80200";"MW00000";"BU01770409";"2020JJ00";"Buurt     ";"BU01770409          ";"    42.7";"    46.9";"     6.5";"    44.8"
"348335";"80200";"MW00000";"WK017705  ";"2020JJ00";"Wijk      ";"WK017705            ";"    43.4";"    47.5";"     7.2";"    45.1"
"348338";"80200";"MW00000";"BU01770501";"2020JJ00";"Buurt     ";"BU01770501          ";"    44.0";"    48.5";"     7.7";"    46.2"
"348341";"80200";"MW00000";"BU01770509";"2020JJ00";"Buurt     ";"BU01770509          ";"    42.1";"    45.0";"     5.8";"    42.4"
"348344";"80200";"MW00000";"WK017706  ";"2020JJ00";"Wijk      ";"WK017706            ";"    41.7";"    44.1";"     5.8";"    40.8"
"348347";"80200";"MW00000";"BU01770601";"2020JJ00";"Buurt     ";"BU01770601          ";"    41.0";"    46.2";"     6.3";"    42.9"
"348350";"80200";"MW00000";"BU01770609";"2020JJ00";"Buurt     ";"BU01770609          ";"    42.9";"    40.5";"     4.8";"    37.3"
"348353";"80200";"MW00000";"WK017707  ";"2020JJ00";"Wijk      ";"WK017707            ";"    44.0";"    46.2";"     7.1";"    44.1"
"348356";"80200";"MW00000";"BU01770701";"2020JJ00";"Buurt     ";"BU01770701          ";"    46.9";"    53.1";"     9.0";"    51.0"
"348359";"80200";"MW00000";"BU01770702";"2020JJ00";"Buurt     ";"BU01770702          ";"    45.2";"    46.8";"     7.7";"    44.2"
